id	text_html	text_readable	gold_label	a	b	marker	raw_text
E584184949	<span style="color: #9A14B2; font-weight: bold">Direct3D:[OBJECT_A]</span> is now better than <span style="color: #6CB219; font-weight: bold">OpenGL:[OBJECT_B]</span> Says John Carmack	*Direct3D* is now better than §OpenGL$ Says John Carmack		OpenGL	Direct3D	TRUE	Direct3D is now better than OpenGL Says John Carmack
R2840032139	This is much easier and cleaner to achieve in <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> than in <span style="color: #6CB219; font-weight: bold">Bash:[OBJECT_B]</span>.	This is much easier and cleaner to achieve in *Python* than in §Bash$.		Python	Bash	TRUE	This is much easier and cleaner to achieve in Python than in Bash.
N2223382001	<span style="color: #9A14B2; font-weight: bold">Smalltalk:[OBJECT_A]</span> to <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> recognize this.	*Smalltalk* to §Java$ recognize this.		Java	Smalltalk	FALSE	Smalltalk to java recognize this.
M1939074839	Other highlights: support for <span style="color: #9A14B2; font-weight: bold">PostgreSQL:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">MySQL:[OBJECT_B]</span> views & triggers, and a major usability rehaul designed to make it easier to understand and control how everything works.	Other highlights: support for *PostgreSQL*, §MySQL$ views & triggers, and a major usability rehaul designed to make it easier to understand and control how everything works.		MySQL	PostgreSQL	TRUE	Other highlights: support for PostgreSQL, MySQL views & triggers, and a major usability rehaul designed to make it easier to understand and control how everything works.
L1791483656	<span style="color: #9A14B2; font-weight: bold">NetBeans:[OBJECT_A]</span> is not <span style="color: #6CB219; font-weight: bold">Eclipse:[OBJECT_B]</span>.	*NetBeans* is not §Eclipse$.		Eclipse	NetBeans	FALSE	NetBeans is not Eclipse.
K1725268970	Modern hardware/ multicore systems perform much better on Windows 7 or <span style="color: #9A14B2; font-weight: bold">Windows 8:[OBJECT_A]</span>, instead of <span style="color: #6CB219; font-weight: bold">Windows XP:[OBJECT_B]</span>.	Modern hardware/ multicore systems perform much better on Windows 7 or *Windows 8*, instead of §Windows XP$.		Windows XP	Windows 8	TRUE	Modern hardware/ multicore systems perform much better on Windows 7 or Windows 8, instead of Windows XP.
P2449363488	The core code was simple (vertex / pixel shader + vertex buffer) and in this case <span style="color: #9A14B2; font-weight: bold">OpenGL:[OBJECT_A]</span> render path was faster and produced more heat than <span style="color: #6CB219; font-weight: bold">Direct3D:[OBJECT_B]</span> 9 render path.	The core code was simple (vertex / pixel shader + vertex buffer) and in this case *OpenGL* render path was faster and produced more heat than §Direct3D$ 9 render path.		OpenGL	Direct3D	TRUE	The core code was simple (vertex / pixel shader + vertex buffer) and in this case OpenGL render path was faster and produced more heat than Direct3D 9 render path.
T3261715257	You might be better off looking at something like <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> or <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span> instead.	You might be better off looking at something like *Java* or §Python$ instead.		Java	Python	TRUE	You might be better off looking at something like Java or Python instead.
R2876964965	This was faster, but <span style="color: #9A14B2; font-weight: bold">Perl:[OBJECT_A]</span> and <span style="color: #6CB219; font-weight: bold">PHP:[OBJECT_B]</span> were later absorbed into Apache as modules, which were even faster and gave them access to Apache's internal HTTP processing steps.	This was faster, but *Perl* and §PHP$ were later absorbed into Apache as modules, which were even faster and gave them access to Apache's internal HTTP processing steps.		PHP	Perl	TRUE	This was faster, but Perl and PHP were later absorbed into Apache as modules, which were even faster and gave them access to Apache's internal HTTP processing steps.
O2435030121	The choice to promote <span style="color: #9A14B2; font-weight: bold">JavaScript:[OBJECT_A]</span> will not make <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span> any harder to use in GNOME than it is today.	The choice to promote *JavaScript* will not make §Python$ any harder to use in GNOME than it is today.		Python	JavaScript	TRUE	The choice to promote JavaScript will not make Python any harder to use in GNOME than it is today.
D483603898	C++, <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">Smalltalk:[OBJECT_B]</span>, database schemata, data dictionaries,	C++, *Java*, §Smalltalk$, database schemata, data dictionaries,		Java	Smalltalk	FALSE	C++, Java, Smalltalk, database schemata, data dictionaries,
C354074783	A separate application talks about using peripheral ports, such as <span style="color: #9A14B2; font-weight: bold">USB:[OBJECT_A]</span>, FireWire and <span style="color: #6CB219; font-weight: bold">Ethernet:[OBJECT_B]</span> connections , as secondary vents to bring cooler air into the housing.	A separate application talks about using peripheral ports, such as *USB*, FireWire and §Ethernet$ connections , as secondary vents to bring cooler air into the housing.		USB	Ethernet	TRUE	A separate application talks about using peripheral ports, such as USB, FireWire and Ethernet connections , as secondary vents to bring cooler air into the housing.
F764828955	For this reason alone, <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> is clearly better than <span style="color: #6CB219; font-weight: bold">Ruby:[OBJECT_B]</span> or Perl.	For this reason alone, *Python* is clearly better than §Ruby$ or Perl.		Ruby	Python	TRUE	For this reason alone, Python is clearly better than Ruby or Perl.
F759934930	For that reason, I claim that C, <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span>, LISP, Pascal and Haskell are all easier to learn than Perl.	For that reason, I claim that C, *Java*, §Python$, LISP, Pascal and Haskell are all easier to learn than Perl.		Java	Python	TRUE	For that reason, I claim that C, Java, Python, LISP, Pascal and Haskell are all easier to learn than Perl.
B211988761	(Also available in a new and backwards-incompatible beta version [2] which should be easier to get started with, has more extensive unit tests, but has only been tested with <span style="color: #9A14B2; font-weight: bold">MySQL:[OBJECT_A]</span> and <span style="color: #6CB219; font-weight: bold">SQLite:[OBJECT_B]</span>)	(Also available in a new and backwards-incompatible beta version [2] which should be easier to get started with, has more extensive unit tests, but has only been tested with *MySQL* and §SQLite$)		MySQL	SQLite	TRUE	(Also available in a new and backwards-incompatible beta version [2] which should be easier to get started with, has more extensive unit tests, but has only been tested with MySQL and SQLite)
J1445232291	Its easy to work with like <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> or <span style="color: #6CB219; font-weight: bold">Ruby:[OBJECT_B]</span> but compiles to much faster native code.	Its easy to work with like *Python* or §Ruby$ but compiles to much faster native code.		Ruby	Python	TRUE	Its easy to work with like Python or Ruby but compiles to much faster native code.
B335547127	Are <span style="color: #9A14B2; font-weight: bold">Ruby:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span>, and Groovy doomed in the coming solid-state takeover?	Are *Ruby*, §Python$, and Groovy doomed in the coming solid-state takeover?		Ruby	Python	TRUE	Are Ruby, Python, and Groovy doomed in the coming solid-state takeover?
E637671220	Edit: I do have a decent amount of <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> experience, but I haven't used <span style="color: #6CB219; font-weight: bold">Scala:[OBJECT_B]</span> before, if that plays into it.	Edit: I do have a decent amount of *Java* experience, but I haven't used §Scala$ before, if that plays into it.		Java	Scala	TRUE	Edit: I do have a decent amount of Java experience, but I haven't used Scala before, if that plays into it.
G1018532288	I am very skeptical that <span style="color: #9A14B2; font-weight: bold">Swift:[OBJECT_A]</span> is faster than <span style="color: #6CB219; font-weight: bold">Objective-C:[OBJECT_B]</span>.	I am very skeptical that *Swift* is faster than §Objective-C$.		Swift	Objective-C	FALSE	I am very skeptical that Swift is faster than Objective-C.
H1195947978	(Im assuming its easier to this in <span style="color: #9A14B2; font-weight: bold">PHP:[OBJECT_A]</span> than <span style="color: #6CB219; font-weight: bold">Perl:[OBJECT_B]</span>).	(Im assuming its easier to this in *PHP* than §Perl$).		PHP	Perl	TRUE	(Im assuming its easier to this in PHP than Perl).
K1718943967	Minimum PC System Requirements PC Processor Type AMD Athlon™ 64 x2 Dual Core 4000+ processor, Intel® Core™ 2 Duo processor PC Processor Speed 2GHz PC Operating System <span style="color: #9A14B2; font-weight: bold">Windows XP:[OBJECT_A]</span>, Windows Vista, Windows 7, <span style="color: #6CB219; font-weight: bold">Windows 8:[OBJECT_B]</span> PC System Memory 2GB RAM PC Hard Drive Space 10GB PC Video 256MB ATI Radeon HD 2400 or better/NVIDIA 7800 or better/Intel® HD Graphics or better video card PC Drive Type and Speed DVD PC Additional Requirements Broadband Internet with minimum 256 Kbps download and 64 Kbps upload, support for Shader 3.0 or better	Minimum PC System Requirements PC Processor Type AMD Athlon™ 64 x2 Dual Core 4000+ processor, Intel® Core™ 2 Duo processor PC Processor Speed 2GHz PC Operating System *Windows XP*, Windows Vista, Windows 7, §Windows 8$ PC System Memory 2GB RAM PC Hard Drive Space 10GB PC Video 256MB ATI Radeon HD 2400 or better/NVIDIA 7800 or better/Intel® HD Graphics or better video card PC Drive Type and Speed DVD PC Additional Requirements Broadband Internet with minimum 256 Kbps download and 64 Kbps upload, support for Shader 3.0 or better		Windows XP	Windows 8	TRUE	Minimum PC System Requirements PC Processor Type AMD Athlon™ 64 x2 Dual Core 4000+ processor, Intel® Core™ 2 Duo processor PC Processor Speed 2GHz PC Operating System Windows XP, Windows Vista, Windows 7, Windows 8 PC System Memory 2GB RAM PC Hard Drive Space 10GB PC Video 256MB ATI Radeon HD 2400 or better/NVIDIA 7800 or better/Intel® HD Graphics or better video card PC Drive Type and Speed DVD PC Additional Requirements Broadband Internet with minimum 256 Kbps download and 64 Kbps upload, support for Shader 3.0 or better
E635911811	<span style="color: #9A14B2; font-weight: bold">Eclipse:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">NetBeans:[OBJECT_B]</span> or IntelliJ Idea.	*Eclipse*, §NetBeans$ or IntelliJ Idea.		Eclipse	NetBeans	FALSE	Eclipse, Netbeans or IntelliJ Idea.
I1375229922	I tend to like using the UNIX tools like cut, <span style="color: #9A14B2; font-weight: bold">Sed:[OBJECT_A]</span> and <span style="color: #6CB219; font-weight: bold">AWK:[OBJECT_B]</span> better as well because I'm much more familiar with them.	I tend to like using the UNIX tools like cut, *Sed* and §AWK$ better as well because I'm much more familiar with them.		Sed	AWK	TRUE	I tend to like using the UNIX tools like cut, sed and awk better as well because I'm much more familiar with them.
F758716922	For some people, <span style="color: #9A14B2; font-weight: bold">Perl:[OBJECT_A]</span> works better than <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span>.	For some people, *Perl* works better than §Python$.		Python	Perl	TRUE	For some people, Perl works better than Python.
M1926920085	<span style="color: #9A14B2; font-weight: bold">Oracle:[OBJECT_A]</span> <span style="color: #6CB219; font-weight: bold">MySQL:[OBJECT_B]</span> Day Dubai	*Oracle* §MySQL$ Day Dubai		Oracle	MySQL	FALSE	Oracle MySQL Day Dubai
F794674342	(FWIW, <span style="color: #9A14B2; font-weight: bold">Smalltalk:[OBJECT_A]</span> (and to a much lesser extent, <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>)	(FWIW, *Smalltalk* (and to a much lesser extent, §Java$)		Java	Smalltalk	FALSE	(FWIW, Smalltalk (and to a much lesser extent, Java)
