,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,marker,raw_text,text_html,text_readable,type
267,False,1/12/2018 19:15:03,3,1543286777,finalized,juice,,cider,,,B295078889,NONE,0.6815,,True,An easier--but not easy--way to make ice cider is by freezing the juice rather than the apple.,"An easier--but not easy--way to make ice <span style=""color: #9A14B2; font-weight: bold"">cider:[OBJECT_A]</span> is by freezing the <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span> rather than the apple.",An easier--but not easy--way to make ice *cider* is by freezing the §juice$ rather than the apple.,jbt
354,False,1/12/2018 17:51:27,3,1543286865,finalized,california,,missouri,,,D440837832,NONE,1.0,,False,"california, Illinois, missouri, Oklahoma & Tennessee","<span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span>, Illinois, <span style=""color: #6CB219; font-weight: bold"">missouri:[OBJECT_B]</span>, Oklahoma & Tennessee","*california*, Illinois, §missouri$, Oklahoma & Tennessee",jbt
228,False,1/11/2018 19:19:17,3,1534177060,finalized,Java,,Python,B,,J1537175243,BETTER,1.0,,True,I would state the same reason C/Java is better than Python for enterprise-size solutions.,"I would state the same reason C/<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> for enterprise-size solutions.",I would state the same reason C/*Java* is better than §Python$ for enterprise-size solutions.,compsci
47,False,1/5/2018 17:24:29,3,1532714426,finalized,Nokia,,Siemens,N,,S3029475135,NONE,0.6154,,True,"We are pleased that the fourth quarter of 2012 was a solid quarter where we exceeded expectations and delivered underlying profitability in Devices and Services and record underlying profitability in Nokia Siemens Networks,"" chief executive Stephen Elop said in a statement.","We are pleased that the fourth quarter of 2012 was a solid quarter where we exceeded expectations and delivered underlying profitability in Devices and Services and record underlying profitability in <span style=color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Siemens:[OBJECT_B]</span> Networks,"" chief executive Stephen Elop said in a statement.","We are pleased that the fourth quarter of 2012 was a solid quarter where we exceeded expectations and delivered underlying profitability in Devices and Services and record underlying profitability in *Nokia* §Siemens$ Networks, chief executive Stephen Elop said in a statement.",brands
377,False,1/12/2018 17:26:22,3,1543286888,finalized,golf,,hockey,,,T3246301109,NONE,0.6629,,True,"You can use a ball (tennis, golf or roller hockey) but a puck provides a better simulation.","You can use a ball (tennis, <span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span> or roller <span style=""color: #6CB219; font-weight: bold"">hockey:[OBJECT_B]</span>) but a puck provides a better simulation.","You can use a ball (tennis, *golf* or roller §hockey$) but a puck provides a better simulation.",jbt
322,False,1/11/2018 19:29:45,4,1534177158,finalized,Ruby,,JavaScript,,,I1309420121,NONE,1.0,,True,"In the more liberated languages, such as JavaScript and Ruby, there's decent object-oriented support, but it's not a requirement.","In the more liberated languages, such as <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, there's decent object-oriented support, but it's not a requirement.","In the more liberated languages, such as *JavaScript* and §Ruby$, there's decent object-oriented support, but it's not a requirement.",compsci
498,False,1/12/2018 19:14:59,3,1543287012,finalized,ps2,,gamecube,,,P2568682374,OTHER,0.6943,,True,The n64 had better graphics than the ps1 and gamecube had better graphics than ps2.,"The n64 had better graphics than the ps1 and <span style=""color: #9A14B2; font-weight: bold"">gamecube:[OBJECT_A]</span> had better graphics than <span style=""color: #6CB219; font-weight: bold"">ps2:[OBJECT_B]</span>.",The n64 had better graphics than the ps1 and *gamecube* had better graphics than §ps2$.,jbt
269,False,1/12/2018 18:49:24,3,1543286779,finalized,google,,amazon,,,N2162206821,OTHER,0.6943,,True,Servers controlled by companies like google and amazon are safer than most people's local machines.,"Servers controlled by companies like <span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> are safer than most people's local machines.",Servers controlled by companies like *google* and §amazon$ are safer than most people's local machines.,jbt
130,False,1/5/2018 17:20:48,3,1532714509,finalized,IBM,,Dell,B,,L1921171660,BETTER,0.653,,True,"On this chart EMC, Hitachi Data Systems, and IBM are all doing better than HP and Dell.","On this chart EMC, Hitachi Data Systems, and <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> are all doing better than HP and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>.","On this chart EMC, Hitachi Data Systems, and *IBM* are all doing better than HP and §Dell$.",brands
315,False,1/12/2018 17:18:10,3,1543286826,finalized,milk,,juice,,,H1168861923,BETTER,1.0,,True,I just think whole milk would be better then juice?,"I just think whole <span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span> would be better then <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>?",I just think whole *milk* would be better then §juice$?,jbt
40,False,1/12/2018 13:40:38,3,1543286548,finalized,bread,,potato,,O,M2023866144,NONE,0.6371,,True,potato bread is actually better for you in some cases.,"<span style=""color: #9A14B2; font-weight: bold"">potato:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span> is actually better for you in some cases.",*potato* §bread$ is actually better for you in some cases.,jbt
62,False,1/5/2018 14:48:11,3,1530057588,finalized,Honda,,BMW,N,,G959000983,NONE,1.0,,True,"Honda, BMW, and Lamborghini will be showcasing in the automotive category, and in publishing, The Saturday Evening Post, Better Homes & Gardens, The New York Times and Conde Nast will all have a place on the show floor.","<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>, and Lamborghini will be showcasing in the automotive category, and in publishing, The Saturday Evening Post, Better Homes & Gardens, The New York Times and Conde Nast will all have a place on the show floor.","*Honda*, §BMW$, and Lamborghini will be showcasing in the automotive category, and in publishing, The Saturday Evening Post, Better Homes & Gardens, The New York Times and Conde Nast will all have a place on the show floor.",brands
221,False,1/5/2018 17:09:51,3,1532714602,finalized,Nikon,,Leica,,,H1188147033,NONE,1.0,,True,"i love my GF1 but i will like the Gf2 to became a rangefinder, i need a finder sometimes, a real finder on the corner like a Leica, i'm also missing the focus , manual override of my Nikon lenses, and i believe in the systme, we will have more and more lenses from diferente brands and high ISO will be better in the early years,","i love my GF1 but i will like the Gf2 to became a rangefinder, i need a finder sometimes, a real finder on the corner like a <span style=""color: #9A14B2; font-weight: bold"">Leica:[OBJECT_A]</span>, i'm also missing the focus , manual override of my <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span> lenses, and i believe in the systme, we will have more and more lenses from diferente brands and high ISO will be better in the early years,","i love my GF1 but i will like the Gf2 to became a rangefinder, i need a finder sometimes, a real finder on the corner like a *Leica*, i'm also missing the focus , manual override of my §Nikon$ lenses, and i believe in the systme, we will have more and more lenses from diferente brands and high ISO will be better in the early years,",brands
444,False,1/11/2018 19:22:38,3,1534177280,finalized,Java,,PHP,,,H1203290567,WORSE,0.6785,,True,I'm having a difficult time believing that PHP is between 100 and 150 times slower than Java.,"I'm having a difficult time believing that <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is between 100 and 150 times slower than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",I'm having a difficult time believing that *PHP* is between 100 and 150 times slower than §Java$.,compsci
34,False,1/12/2018 14:59:38,3,1543286542,finalized,pizza,,sausage,,O,D400037625,OTHER,0.6588,,True,But I would like sausage pizza even better!,"But I would like <span style=""color: #9A14B2; font-weight: bold"">sausage:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">pizza:[OBJECT_B]</span> even better!",But I would like *sausage* §pizza$ even better!,jbt
128,False,1/5/2018 17:13:46,3,1532714507,finalized,Ford,,Honda,B,,I1248559183,BETTER,1.0,,True,"In CR's Annual Car Reliability Survey, the Ford Fusion and Mercury Milan sedans scored slightly better than the Honda Accord V6 and Toyota Camry V6.","In CR's Annual Car Reliability Survey, the <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Fusion and Mercury Milan sedans scored slightly better than the <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> Accord V6 and Toyota Camry V6.","In CR's Annual Car Reliability Survey, the *Ford* Fusion and Mercury Milan sedans scored slightly better than the §Honda$ Accord V6 and Toyota Camry V6.",brands
59,False,1/5/2018 17:18:06,3,1532714438,finalized,Nvidia,,MSI,N,,H1219300729,NONE,0.6393,,True,"I'm thinking that an AMD 64 Dual Core, 2 gig Ram, Nvidia and one of the better MSI mainboards should do the job.","I'm thinking that an AMD 64 Dual Core, 2 gig Ram, <span style=""color: #9A14B2; font-weight: bold"">Nvidia:[OBJECT_A]</span> and one of the better <span style=""color: #6CB219; font-weight: bold"">MSI:[OBJECT_B]</span> mainboards should do the job.","I'm thinking that an AMD 64 Dual Core, 2 gig Ram, *Nvidia* and one of the better §MSI$ mainboards should do the job.",brands
195,False,1/11/2018 17:41:46,3,1534177026,finalized,Windows XP,,Windows 8,N,,M1937579132,NONE,1.0,,True,"OS: Windows XP (SP3), Windows Vista (SP2), Windows 7, Windows 8  Processor: Intel Core 2 Duo, AMD Athlon X2, or equal at 1.6GHz or better  Memory: 2 GB RAM  Graphics: DirectX 9.0c-compatible, SM 3.0-compatible  DirectX: Version 9.0c  Hard Drive: 2 GB available space  Sound Card: DirectX 9.0c-compatible, 16-bit","OS: <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> (SP3), Windows Vista (SP2), Windows 7, <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>  Processor: Intel Core 2 Duo, AMD Athlon X2, or equal at 1.6GHz or better  Memory: 2 GB RAM  Graphics: DirectX 9.0c-compatible, SM 3.0-compatible  DirectX: Version 9.0c  Hard Drive: 2 GB available space  Sound Card: DirectX 9.0c-compatible, 16-bit","OS: *Windows XP* (SP3), Windows Vista (SP2), Windows 7, §Windows 8$  Processor: Intel Core 2 Duo, AMD Athlon X2, or equal at 1.6GHz or better  Memory: 2 GB RAM  Graphics: DirectX 9.0c-compatible, SM 3.0-compatible  DirectX: Version 9.0c  Hard Drive: 2 GB available space  Sound Card: DirectX 9.0c-compatible, 16-bit",compsci
241,False,1/12/2018 16:07:25,3,1543286751,finalized,youtube,,hulu,,B,P2558576373,BETTER,1.0,,True,The message was unmistakable: hulu is a better place for content owners to post videos than youtube.,"The message was unmistakable: <span style=""color: #9A14B2; font-weight: bold"">hulu:[OBJECT_A]</span> is a better place for content owners to post videos than <span style=""color: #6CB219; font-weight: bold"">youtube:[OBJECT_B]</span>.",The message was unmistakable: *hulu* is a better place for content owners to post videos than §youtube$.,jbt
186,False,1/12/2018 15:23:57,3,1543286696,finalized,paint,,chalk,,N,O2359031322,NONE,1.0,,True,Thank you so much for a decent recipe for chalk paint.,"Thank you so much for a decent recipe for <span style=""color: #9A14B2; font-weight: bold"">chalk:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">paint:[OBJECT_B]</span>.",Thank you so much for a decent recipe for *chalk* §paint$.,jbt
283,False,1/11/2018 19:22:13,3,1534177115,finalized,Ethernet,,Bluetooth,,,R2882926365,NONE,1.0,,True,"This would have a 10.1-inch thin-film transistor (TFT) multitouch display which would be HD-ready, a 64 GB solid state drive, 2 GB of RAM, a webcam, a multi-card reader and WiFi, 3G, Bluetooth and Ethernet capabilities as well as USB ports, according to IBTimes.","This would have a 10.1-inch thin-film transistor (TFT) multitouch display which would be HD-ready, a 64 GB solid state drive, 2 GB of RAM, a webcam, a multi-card reader and WiFi, 3G, <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> capabilities as well as USB ports, according to IBTimes.","This would have a 10.1-inch thin-film transistor (TFT) multitouch display which would be HD-ready, a 64 GB solid state drive, 2 GB of RAM, a webcam, a multi-card reader and WiFi, 3G, *Bluetooth* and §Ethernet$ capabilities as well as USB ports, according to IBTimes.",compsci
132,False,1/11/2018 17:44:39,3,1534176963,finalized,Java,,Ruby,N,,N2120527559,NONE,1.0,,False,"Ruby on Rails, Java) ?","<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> on Rails, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>) ?","*Ruby* on Rails, §Java$) ?",compsci
492,False,1/11/2018 19:26:11,3,1534177328,finalized,Ruby,,Python,,,N2120556492,OTHER,1.0,,True,"Ruby vs other dynamicaly typed interpreted languages like Python, Perl, PHP, ... it really is not slower.","<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> vs other dynamicaly typed interpreted languages like <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, Perl, PHP, ... it really is not slower.","*Ruby* vs other dynamicaly typed interpreted languages like §Python$, Perl, PHP, ... it really is not slower.",compsci
311,False,1/11/2018 19:29:38,4,1534177147,finalized,Oracle,,PostgreSQL,,,L1916619999,NONE,1.0,,True,"On the database connectivity side there is currently native support for: mSQL1, mSQL2, MySQL, Sybase, Oracle, PostgreSQL, Illustra, FileProPlus, Solid, Adabas D, and the various Unix dbm implementations.","On the database connectivity side there is currently native support for: mSQL1, mSQL2, MySQL, Sybase, <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>, Illustra, FileProPlus, Solid, Adabas D, and the various Unix dbm implementations.","On the database connectivity side there is currently native support for: mSQL1, mSQL2, MySQL, Sybase, *Oracle*, §PostgreSQL$, Illustra, FileProPlus, Solid, Adabas D, and the various Unix dbm implementations.",compsci
