,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,label_gold_reason,marker,orig__golden,raw_text,text_html,text_readable,type,better_count,worse_count,none_count,judgements,label_winner_count,most_frequent_class,most_frequent_count,ratio
812,False,2/16/2018 08:43:20,3,1576061694,finalized,Java,,Perl,,,I1312601040,BETTER,1.0,,,True,,"In these cases, Perl is the better tool than Java and having this skillset is a good thing.","In these cases, <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> is the better tool than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> and having this skillset is a good thing.","In these cases, *Perl* is the better tool than §Java$ and having this skillset is a good thing.",compsci,3,0,0,3,0,BETTER,3.0,1.0
622,False,1/28/2018 10:03:02,3,1532715011,finalized,Dell,,Hewlett-Packard,,,P2543955366,NONE,1.0,,,True,,"The Lenovo ThinkPad, Hewlett-Packard EliteBook, and Dell Precision Mobile Workstation lines are all solid business systems.","The Lenovo ThinkPad, <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span> EliteBook, and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> Precision Mobile Workstation lines are all solid business systems.","The Lenovo ThinkPad, *Hewlett-Packard* EliteBook, and §Dell$ Precision Mobile Workstation lines are all solid business systems.",brands,0,0,5,5,0,NONE,5.0,1.0
1620,False,2/18/2018 15:30:15,3,1572199579,finalized,Coca-Cola,,Pepsi,,,F731021797,WORSE,1.0,,,True,,"FMHR trader Stephanie Link is a bull on Coca-Cola, while Mike Murphy likes Pepsi's stock better.","FMHR trader Stephanie Link is a bull on <span style=""color: #9A14B2; font-weight: bold"">Coca-Cola:[OBJECT_A]</span>, while Mike Murphy likes <span style=""color: #6CB219; font-weight: bold"">Pepsi:[OBJECT_B]</span>&#039;s stock better.","FMHR trader Stephanie Link is a bull on *Coca-Cola*, while Mike Murphy likes §Pepsi$&#039;s stock better.",brands,0,4,1,5,0,WORSE,4.0,0.8
74,False,1/5/2018 14:31:39,2,1530057600,finalized,Audi,,Mercedes-Benz,N,,N2254585338,NONE,0.5833,,,True,,"Some regular, family car ads would be better, with some a bit more luxury-class car commercials being here and there too, something like Huyndai, Audi, Mercedes-Benz, Mitsubishi...","Some regular, family car ads would be better, with some a bit more luxury-class car commercials being here and there too, something like Huyndai, <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Mercedes-Benz:[OBJECT_B]</span>, Mitsubishi...","Some regular, family car ads would be better, with some a bit more luxury-class car commercials being here and there too, something like Huyndai, *Audi*, §Mercedes-Benz$, Mitsubishi...",brands,0,0,4,4,0,NONE,4.0,1.0
138,False,1/5/2018 17:26:01,3,1532714517,finalized,Microsoft,,Google,B,,F824334293,BETTER,0.6574,,,True,,Google Docs sounds better than Microsoft Word.,"<span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> Docs sounds better than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> Word.",*Google* Docs sounds better than §Microsoft$ Word.,brands,3,0,2,5,0,BETTER,3.0,0.6
1169,False,2/18/2018 14:08:33,3,1572199106,finalized,Ford,,Toyota,,,M1984940196,WORSE,1.0,,,True,,"Performance The Ford Fusion Energi has less horsepower than the Toyota Avalon Hybrid, so it will probably be somewhat slower.","Performance The <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Fusion Energi has less horsepower than the <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Avalon Hybrid, so it will probably be somewhat slower.","Performance The *Ford* Fusion Energi has less horsepower than the §Toyota$ Avalon Hybrid, so it will probably be somewhat slower.",brands,0,5,0,5,0,WORSE,5.0,1.0
373,False,2/5/2018 14:59:09,3,1576121863,finalized,google,,youtube,,,M1928023687,NONE,0.6939,,,True,,Or better yet they can block youtube until google pays.,"Or better yet they can block <span style=""color: #9A14B2; font-weight: bold"">youtube:[OBJECT_A]</span> until <span style=""color: #6CB219; font-weight: bold"">google:[OBJECT_B]</span> pays.",Or better yet they can block *youtube* until §google$ pays.,jbt,1,0,2,3,0,NONE,2.0,0.6666666666666666
1590,False,2/17/2018 15:27:38,3,1576062476,finalized,Ruby,,JavaScript,,,B241578717,NONE,1.0,,,True,,"...analysis and produce solid technical designs - Write clean , modular, robust code to implement the desired requirements...English - Programming languages: Ruby on Rails , PHP, HTML/XHTML, CSS , JavaScript - Operating Systems:...- 4 years of programming experience - A work style that is extremely detail oriented and strives for","...analysis and produce solid technical designs - Write clean , modular, robust code to implement the desired requirements...English - Programming languages: <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> on Rails , PHP, HTML/XHTML, CSS , <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> - Operating Systems:...- 4 years of programming experience - A work style that is extremely detail oriented and strives for","...analysis and produce solid technical designs - Write clean , modular, robust code to implement the desired requirements...English - Programming languages: *Ruby* on Rails , PHP, HTML/XHTML, CSS , §JavaScript$ - Operating Systems:...- 4 years of programming experience - A work style that is extremely detail oriented and strives for",compsci,0,0,3,3,0,NONE,3.0,1.0
116,False,1/11/2018 17:37:52,3,1534176947,finalized,Oracle,,MySQL,N,,B271039073,NONE,1.0,,,False,,and Oracle MySQL 5.1.69,"and <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> 5.1.69",and *Oracle* §MySQL$ 5.1.69,compsci,0,0,3,3,0,NONE,3.0,1.0
202,False,1/12/2018 16:45:08,3,1543286712,finalized,amazon,,hulu,,N,A123911872,NONE,1.0,,,True,,"Accessing and watching anime has gotten a whole lot easier thanks to streaming services like Netflix, hulu, amazon Prime, and many others.","Accessing and watching anime has gotten a whole lot easier thanks to streaming services like Netflix, <span style=""color: #9A14B2; font-weight: bold"">hulu:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> Prime, and many others.","Accessing and watching anime has gotten a whole lot easier thanks to streaming services like Netflix, *hulu*, §amazon$ Prime, and many others.",jbt,0,0,3,3,0,NONE,3.0,1.0
979,False,2/12/2018 18:51:36,3,1576122476,finalized,virginia,,oregon,,,R2826000493,NONE,1.0,,,True,,"This group is also involved in similar activities or worse in West virginia, oregon, and Nevada.","This group is also involved in similar activities or worse in West <span style=""color: #9A14B2; font-weight: bold"">virginia:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">oregon:[OBJECT_B]</span>, and Nevada.","This group is also involved in similar activities or worse in West *virginia*, §oregon$, and Nevada.",jbt,0,0,3,3,0,NONE,3.0,1.0
420,False,1/28/2018 08:32:53,3,1532714802,finalized,Ferrari,,BMW,,,E688487259,NONE,1.0,,,False,,"Experts :   Mercedes Benz, BMW, Porsche, Audi, Maserati, Ferrari","Experts :   Mercedes Benz, <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span>, Porsche, Audi, Maserati, <span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span>","Experts :   Mercedes Benz, *BMW*, Porsche, Audi, Maserati, §Ferrari$",brands,0,0,5,5,0,NONE,5.0,1.0
1173,False,2/16/2018 10:37:03,3,1576062057,finalized,Ruby,,Perl,,,J1537867588,WORSE,1.0,,,True,,"I would wild-guess that : Perl is slightly slower than Ruby, due to its complex syntaxes?","I would wild-guess that : <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> is slightly slower than <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, due to its complex syntaxes?","I would wild-guess that : *Perl* is slightly slower than §Ruby$, due to its complex syntaxes?",compsci,0,3,0,3,0,WORSE,3.0,1.0
1255,False,2/16/2018 10:00:21,4,1576062139,finalized,Java,,Python,,,L1919186869,BETTER,1.0,,,True,,On the other hand the expect productivity gain for a programmer is 5-10x faster in Python than Java.,"On the other hand the expect productivity gain for a programmer is 5-10x faster in <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",On the other hand the expect productivity gain for a programmer is 5-10x faster in *Python* than §Java$.,compsci,4,0,0,4,0,BETTER,4.0,1.0
417,False,2/5/2018 15:53:40,3,1576061297,finalized,Java,,Scala,,,K1612803251,BETTER,1.0,,,True,,Learning speed for Scala is faster than that of C++ or Java for same task.,"Learning speed for <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is faster than that of C++ or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> for same task.",Learning speed for *Scala* is faster than that of C++ or §Java$ for same task.,compsci,3,0,0,3,0,BETTER,3.0,1.0
1149,False,2/16/2018 10:05:59,3,1576062033,finalized,Python,,Haskell,,,G1035406577,NONE,1.0,,,True,,"I consider Java to be a much superior language (and I'm glad I leapfrogged having to deal with C++!) and also give high marks to various declarative programming languages such as Prolog , Mercury , Haskell , etc. and to scripting languages such as Python , Ruby , Lua , etc.","I consider Java to be a much superior language (and I'm glad I leapfrogged having to deal with C++!) and also give high marks to various declarative programming languages such as Prolog , Mercury , <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span> , etc. and to scripting languages such as <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> , Ruby , Lua , etc.","I consider Java to be a much superior language (and I'm glad I leapfrogged having to deal with C++!) and also give high marks to various declarative programming languages such as Prolog , Mercury , *Haskell* , etc. and to scripting languages such as §Python$ , Ruby , Lua , etc.",compsci,0,0,3,3,0,NONE,3.0,1.0
1138,False,2/16/2018 10:02:51,3,1576062022,finalized,USB,,Bluetooth,,,N2200288249,NONE,0.6517,,,True,,Should Bluetooth mp3 access be faster than USB memory stick?,"Should <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> mp3 access be faster than <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> memory stick?",Should *Bluetooth* mp3 access be faster than §USB$ memory stick?,compsci,1,0,2,3,0,NONE,2.0,0.6666666666666666
1110,False,2/16/2018 08:45:03,3,1576061994,finalized,MySQL,,PostgreSQL,,,L1777182097,BETTER,1.0,,,True,,MySQL Server is generally much faster than PostgreSQL.,"<span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> Server is generally much faster than <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>.",*MySQL* Server is generally much faster than §PostgreSQL$.,compsci,3,0,0,3,0,BETTER,3.0,1.0
1144,False,2/16/2018 10:05:30,3,1576062028,finalized,Swift,,Objective-C,,,K1667388328,NONE,1.0,,,False,,Make Visual Studio into the best Objective-C and Swift IDE.,"Make Visual Studio into the best <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span> IDE.",Make Visual Studio into the best *Objective-C* and §Swift$ IDE.,compsci,0,0,3,3,0,NONE,3.0,1.0
138,False,2/5/2018 13:46:13,3,1576061013,finalized,Java,,Smalltalk,,,S2948782622,NONE,0.6923,,,False,,"Try to do something similar in C, C++, Java or even Smalltalk ;-)","Try to do something similar in C, C++, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> or even <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span> ;-)","Try to do something similar in C, C++, *Java* or even §Smalltalk$ ;-)",compsci,0,1,2,3,0,NONE,2.0,0.6666666666666666
205,False,2/5/2018 15:25:40,3,1576121694,finalized,california,,georgia,,,H1180960976,NONE,1.0,,,True,,"I live in georgia, originally from california, it seems the weather here has made my arthritis worse.","I live in <span style=""color: #9A14B2; font-weight: bold"">georgia:[OBJECT_A]</span>, originally from <span style=""color: #6CB219; font-weight: bold"">california:[OBJECT_B]</span>, it seems the weather here has made my arthritis worse.","I live in *georgia*, originally from §california$, it seems the weather here has made my arthritis worse.",jbt,0,0,3,3,0,NONE,3.0,1.0
1568,False,2/17/2018 15:24:05,3,1576062454,finalized,USB,,Ethernet,,,T3165894202,NONE,1.0,,,True,,"While the USB-To-Ethernet adaptor was slightly slower, at 80 Mbps there was little noticeable difference.","While the <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span>-To-<span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> adaptor was slightly slower, at 80 Mbps there was little noticeable difference.","While the *USB*-To-§Ethernet$ adaptor was slightly slower, at 80 Mbps there was little noticeable difference.",compsci,0,0,3,3,0,NONE,3.0,1.0
1167,False,2/16/2018 10:37:56,3,1576062051,finalized,Windows 7,,Windows 8,,,P2569316420,WORSE,0.6667,,,True,,"Then again, without the Modern UI, Windows 8 doesn't offer many advantages, aside from faster performance, over Windows 7.","Then again, without the Modern UI, <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> doesn't offer many advantages, aside from faster performance, over <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span>.","Then again, without the Modern UI, *Windows 8* doesn't offer many advantages, aside from faster performance, over §Windows 7$.",compsci,1,2,0,3,0,WORSE,2.0,0.6666666666666666
1485,False,2/15/2018 12:01:51,3,1576123442,finalized,suv,,jeep,,,A47733330,NONE,1.0,,,True,,2014 jeep® Grand Cherokee Revealed at NAIAS The most awarded suv ever gets even better for 2014.,"2014 <span style=""color: #9A14B2; font-weight: bold"">jeep:[OBJECT_A]</span>® Grand Cherokee Revealed at NAIAS The most awarded <span style=""color: #6CB219; font-weight: bold"">suv:[OBJECT_B]</span> ever gets even better for 2014.",2014 *jeep*® Grand Cherokee Revealed at NAIAS The most awarded §suv$ ever gets even better for 2014.,jbt,0,0,3,3,0,NONE,3.0,1.0
1152,False,2/16/2018 10:04:07,3,1576062036,finalized,Java,,Objective-C,,,M2008043521,NONE,1.0,,,True,,"Please note that I currently do most of my programming in Pharo Smalltalk, which is a lot slower than Java, c# or Objective-C, and is not even one of the fastest Smalltalks.","Please note that I currently do most of my programming in Pharo Smalltalk, which is a lot slower than <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, c# or <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>, and is not even one of the fastest Smalltalks.","Please note that I currently do most of my programming in Pharo Smalltalk, which is a lot slower than *Java*, c# or §Objective-C$, and is not even one of the fastest Smalltalks.",compsci,0,0,3,3,0,NONE,3.0,1.0
567,False,1/28/2018 09:49:00,3,1532714954,finalized,Toyota,,Chrysler,,,T3156640965,NONE,0.6725,,,True,,"While a merger with Chrysler would make Fiat the world's seventh-largest carmaker and give it better scale to compete with GM, Volkswagen and Toyota Motor Corp., the combined company still needs a bigger presence in the growth markets of Asia and has to prove it can make money in Europe.","While a merger with <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span> would make Fiat the world's seventh-largest carmaker and give it better scale to compete with GM, Volkswagen and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Motor Corp., the combined company still needs a bigger presence in the growth markets of Asia and has to prove it can make money in Europe.","While a merger with *Chrysler* would make Fiat the world's seventh-largest carmaker and give it better scale to compete with GM, Volkswagen and §Toyota$ Motor Corp., the combined company still needs a bigger presence in the growth markets of Asia and has to prove it can make money in Europe.",brands,1,1,3,5,0,NONE,3.0,0.6
