,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable,type
514,1534177351,False,finalized,3,1/27/2018 19:00:32,NONE,1.0,Oracle,,PostgreSQL,,S2984281529,,True,"Uses a SQL database back end instead of an inverted index; supports MySQL, PostgreSQL, miniSQL, Solid, InterBase, Oracle, Sybase and MS SQL using CT-Lib, EasySoft ODBC, iODBC, and unixODBC.","Uses a SQL database back end instead of an inverted index; supports MySQL, <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span>, miniSQL, Solid, InterBase, <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>, Sybase and MS SQL using CT-Lib, EasySoft ODBC, iODBC, and unixODBC.","Uses a SQL database back end instead of an inverted index; supports MySQL, *PostgreSQL*, miniSQL, Solid, InterBase, §Oracle$, Sybase and MS SQL using CT-Lib, EasySoft ODBC, iODBC, and unixODBC.",compsci
695,1534177532,False,finalized,3,1/27/2018 20:17:10,NONE,0.6468,USB,,Ethernet,,T3211776710,,True,Would I be better off going USB or Ethernet or PCI express?,"Would I be better off going <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> or PCI express?",Would I be better off going *USB* or §Ethernet$ or PCI express?,compsci
261,1534177093,False,finalized,3,1/11/2018 19:26:21,NONE,1.0,Java,,Ruby,,K1595903586,,False,Kwalify Users' Guide (for Ruby and Java),"Kwalify Users' Guide (for <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>)",Kwalify Users' Guide (for *Ruby* and §Java$),compsci
1661,1576062547,False,finalized,3,2/17/2018 15:33:47,BETTER,1.0,Java,,Perl,,M1988301333,,True,"- perl has constructs that are magnitudes easier than java will be, by design.","- <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> has constructs that are magnitudes easier than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> will be, by design.","- *Perl* has constructs that are magnitudes easier than §Java$ will be, by design.",compsci
1181,1576062065,False,finalized,3,2/16/2018 10:07:24,WORSE,1.0,Java,,Python,,M2083039731,,True,,"Regarding this C/C++/D/<span style=color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>/C#/etc are worse and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> and Go are better.",Regarding this C/C++/D/*Java*/C#/etc are worse and §Python$ and Go are better.,compsci
1491,1576062376,False,finalized,3,2/17/2018 15:27:06,NONE,1.0,USB,,Ethernet,,J1574569821,,True,Just the USB and ethernet stacks to get it to a point where it becomes easier enough to use as a teaching aid.,"Just the <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> stacks to get it to a point where it becomes easier enough to use as a teaching aid.",Just the *USB* and §Ethernet$ stacks to get it to a point where it becomes easier enough to use as a teaching aid.,compsci
1559,1576062445,False,finalized,3,2/17/2018 15:24:38,NONE,1.0,USB,,Ethernet,,R2856895425,,True,"This new model is advertised to be faster than its predecessor, and connects using a gigabit Ethernet link, it offers one USB 2.0 port for auxiliary storage.","This new model is advertised to be faster than its predecessor, and connects using a gigabit <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> link, it offers one <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> 2.0 port for auxiliary storage.","This new model is advertised to be faster than its predecessor, and connects using a gigabit *Ethernet* link, it offers one §USB$ 2.0 port for auxiliary storage.",compsci
1318,1576062202,False,finalized,3,2/16/2018 10:02:50,NONE,1.0,Java,,Smalltalk,,J1544974793,,False,Java clearly follows in the LISP and Smalltalk tradition.,"<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> clearly follows in the LISP and <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span> tradition.",*Java* clearly follows in the LISP and §Smalltalk$ tradition.,compsci
1208,1576062092,False,finalized,3,2/16/2018 09:57:46,WORSE,1.0,Ruby,,PHP,,M2063309821,,True,Rails and Ruby are currently slower than PHP in many situations.,"Rails and <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> are currently slower than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> in many situations.",Rails and *Ruby* are currently slower than §PHP$ in many situations.,compsci
114,1576060989,False,finalized,3,2/5/2018 13:46:50,NONE,1.0,Python,,PHP,,L1816040746,,True,None of the most requested features for WordPress would be any easier (or harder) if they were written for PHP 4 or 5 or Python.,"None of the most requested features for WordPress would be any easier (or harder) if they were written for <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> 4 or 5 or <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",None of the most requested features for WordPress would be any easier (or harder) if they were written for *PHP* 4 or 5 or §Python$.,compsci
4,1534176834,False,finalized,3,1/11/2018 12:35:00,WORSE,1.0,Java,,Perl,W,M1988300932,,True,Perl has a large user base but it is still easier to find candidates that already know industrial C++ or Java.,"<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> has a large user base but it is still easier to find candidates that already know industrial C++ or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",*Perl* has a large user base but it is still easier to find candidates that already know industrial C++ or §Java$.,compsci
502,1534177339,False,finalized,3,1/27/2018 18:57:02,WORSE,1.0,Ruby,,Python,,T3228227947,,True,"Yes, that's right folks: according to the Programming Languages Shootout, Python, PHP, and Perl are all slower than Ruby .","Yes, that's right folks: according to the Programming Languages Shootout, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, PHP, and Perl are all slower than <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> .","Yes, that's right folks: according to the Programming Languages Shootout, *Python*, PHP, and Perl are all slower than §Ruby$ .",compsci
550,1534177387,False,finalized,3,1/27/2018 18:53:29,NONE,0.6544,USB,,Bluetooth,,E634471315,,True,"Easy Connectivity and Usability The NB500 series features three USB ports, integrated webcam, and Bluetooth V3.0 which offers up to 8x faster data transfer.","Easy Connectivity and Usability The NB500 series features three <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> ports, integrated webcam, and <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> V3.0 which offers up to 8x faster data transfer.","Easy Connectivity and Usability The NB500 series features three *USB* ports, integrated webcam, and §Bluetooth$ V3.0 which offers up to 8x faster data transfer.",compsci
623,1534177460,False,finalized,3,1/27/2018 20:08:48,NONE,1.0,Oracle,,MySQL,,E659306642,,False,ERP 21 Oracle MySQL MySvc,"ERP 21 <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> MySvc",ERP 21 *Oracle* §MySQL$ MySvc,compsci
317,1534177153,False,finalized,4,1/11/2018 19:31:34,NONE,0.7534,Windows XP,,Windows 98,,I1295489959,,True,"Intel Pentium or better CPU 32MB RAM or more 30MB free disk space Microsoft Office (Word, Excel, PowerPoint) installed Microsoft Windows 98, Windows ME, Windows NT4, Windows 2000, Windows XP, Windows Server 2003, 2008, 2012, 2016.","Intel Pentium or better CPU 32MB RAM or more 30MB free disk space Microsoft Office (Word, Excel, PowerPoint) installed Microsoft <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>, Windows ME, Windows NT4, Windows 2000, <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>, Windows Server 2003, 2008, 2012, 2016.","Intel Pentium or better CPU 32MB RAM or more 30MB free disk space Microsoft Office (Word, Excel, PowerPoint) installed Microsoft *Windows 98*, Windows ME, Windows NT4, Windows 2000, §Windows XP$, Windows Server 2003, 2008, 2012, 2016.",compsci
686,1576061568,False,finalized,3,2/5/2018 19:21:43,NONE,1.0,Oracle,,MySQL,,D550515903,,False,"- Databases: DB2, Oracle, PostgreSQL, MySQL.","- Databases: DB2, <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>, PostgreSQL, <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>.","- Databases: DB2, *Oracle*, PostgreSQL, §MySQL$.",compsci
580,1534177417,False,finalized,3,1/27/2018 18:58:10,BETTER,1.0,OpenGL,,Direct3D,,N2208218063,,True,Simply because Direct3D runs way better on Windows then OpenGL in most cases.,"Simply because <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> runs way better on Windows then <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span> in most cases.",Simply because *Direct3D* runs way better on Windows then §OpenGL$ in most cases.,compsci
172,1576061047,False,finalized,3,2/5/2018 13:46:38,BETTER,0.6438,Ethernet,,Bluetooth,,P2442435401,,True,"The compact computer now gets integrated WiFi and Bluetooth, rather than just wired ethernet connectivity, together with a built-in hard-drive of unspecified capacity; Marvell have also given it a faster CPU, in the shape of the 2GHz Armada 300 processor.","The compact computer now gets integrated WiFi and <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, rather than just wired <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> connectivity, together with a built-in hard-drive of unspecified capacity; Marvell have also given it a faster CPU, in the shape of the 2GHz Armada 300 processor.","The compact computer now gets integrated WiFi and *Bluetooth*, rather than just wired §Ethernet$ connectivity, together with a built-in hard-drive of unspecified capacity; Marvell have also given it a faster CPU, in the shape of the 2GHz Armada 300 processor.",compsci
912,1576061795,False,finalized,3,2/16/2018 08:35:31,NONE,0.6564,Python,,Haskell,,I1288451531,,True,"In some ways it might make better sense to translate Python to a strict functional language, such as OCaml, but I've chosen Haskell for other reasons (as noted above).","In some ways it might make better sense to translate <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> to a strict functional language, such as OCaml, but I've chosen <span style=""color: #6CB219; font-weight: bold"">Haskell:[OBJECT_B]</span> for other reasons (as noted above).","In some ways it might make better sense to translate *Python* to a strict functional language, such as OCaml, but I've chosen §Haskell$ for other reasons (as noted above).",compsci
735,1534177573,False,finalized,3,1/27/2018 20:15:35,NONE,0.6527,Integer,,Floating-point,,I1294983327,,True,"Integer math will be an approximation of floating-point math, but you might be able to get a faster answer that is acceptably close.","<span style=""color: #9A14B2; font-weight: bold"">Integer:[OBJECT_A]</span> math will be an approximation of <span style=""color: #6CB219; font-weight: bold"">Floating-point:[OBJECT_B]</span> math, but you might be able to get a faster answer that is acceptably close.","*Integer* math will be an approximation of §Floating-point$ math, but you might be able to get a faster answer that is acceptably close.",compsci
89,1534176919,False,finalized,3,1/11/2018 12:35:00,NONE,1.0,Sed,,AWK,N,N2212770281,,True,"Since text processing features in Windows were lot inferior, to make life easy, we had downloaded Unix Command line port of many of its popular utilities such as grep, awk, sed, curl, lynx, wget, mycurl (just to name a few).","Since text processing features in Windows were lot inferior, to make life easy, we had downloaded Unix Command line port of many of its popular utilities such as grep, <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Sed:[OBJECT_B]</span>, curl, lynx, wget, mycurl (just to name a few).","Since text processing features in Windows were lot inferior, to make life easy, we had downloaded Unix Command line port of many of its popular utilities such as grep, *AWK*, §Sed$, curl, lynx, wget, mycurl (just to name a few).",compsci
269,1534177101,False,finalized,3,1/11/2018 19:22:13,NONE,1.0,Java,,Smalltalk,,I1380506240,,False,"It has C++, Java, .NET and Smalltalk application programming interfaces.","It has C++, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, .NET and <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span> application programming interfaces.","It has C++, *Java*, .NET and §Smalltalk$ application programming interfaces.",compsci
