a,also_acceptable,b,expected_label,id,marker,raw_text,text_html,text_readable
Python,,JavaScript,,J1545997962,True,"JChem Web Services provides a web interface that extends access to ChemAxon tools over the Internet or an internal network allowing easier development of applications and scripting using other programming languages such as Javascript, Perl and Python","JChem Web Services provides a web interface that extends access to ChemAxon tools over the Internet or an internal network allowing easier development of applications and scripting using other programming languages such as <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>, Perl and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>","JChem Web Services provides a web interface that extends access to ChemAxon tools over the Internet or an internal network allowing easier development of applications and scripting using other programming languages such as *JavaScript*, Perl and §Python$"
Windows 7,,Windows 8,,L1763230147,True,My Dell Adamo has a definite affinity for Windows 8. It's more stable and faster than Windows 7.,"My Dell Adamo has a definite affinity for <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span>. It's more stable and faster than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span>.",My Dell Adamo has a definite affinity for *Windows 8*. It's more stable and faster than §Windows 7$.
Java,,PHP,,A111175915,True,"9 thoughts on "" Is php better than java, .net","9 thoughts on "" Is <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> better than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, .net","9 thoughts on "" Is *PHP* better than §Java$, .net"
Swift,,Objective-C,,E688283461,False,Expert iOS Developer/Swift/Objective-C and Professional Writer,"Expert iOS Developer/<span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> and Professional Writer",Expert iOS Developer/*Swift*/§Objective-C$ and Professional Writer
Java,,Scala,,N2137843725,True,"Scala code is typically more concise than Java code (the posted example may be an exception), but I doubt it is therefore easier to read or understand.","<span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> code is typically more concise than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> code (the posted example may be an exception), but I doubt it is therefore easier to read or understand.","*Scala* code is typically more concise than §Java$ code (the posted example may be an exception), but I doubt it is therefore easier to read or understand."
Python,,Perl,,A64339844,True,"(2) There seem to be three decent approaches to using WxWidgets under OCaml: Python, Perl or native.","(2) There seem to be three decent approaches to using WxWidgets under OCaml: <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> or native.","(2) There seem to be three decent approaches to using WxWidgets under OCaml: *Python*, §Perl$ or native."
Java,,Python,,M1982634120,True,"People typically choose C++ because it is, in most cases, faster than an alternative like Python or Java.","People typically choose C++ because it is, in most cases, faster than an alternative like <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","People typically choose C++ because it is, in most cases, faster than an alternative like *Python* or §Java$."
PHP,,Perl,,I1368119323,True,It can be very easy to change Perl code quickly but slower in PHP.,"It can be very easy to change <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> code quickly but slower in <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.",It can be very easy to change *Perl* code quickly but slower in §PHP$.
Ruby,,PHP,,N2120512371,True,Ruby IS easier to learn than PHP though.,"<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> IS easier to learn than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> though.",*Ruby* IS easier to learn than §PHP$ though.
Java,,Perl,,M1988309240,True,Perl isn't inherently a better language than Java.,"<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> isn't inherently a better language than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",*Perl* isn't inherently a better language than §Java$.
Java,,Haskell,,M1985794337,True,"Perhaps if they had more time and test code, they could've caught these problems earlier, but as it is, the Haskell code lagged far behind the Java and C++ solutions, which are so much faster that they are barely visible on this chart:","Perhaps if they had more time and test code, they could've caught these problems earlier, but as it is, the <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span> code lagged far behind the <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> and C++ solutions, which are so much faster that they are barely visible on this chart:","Perhaps if they had more time and test code, they could've caught these problems earlier, but as it is, the *Haskell* code lagged far behind the §Java$ and C++ solutions, which are so much faster that they are barely visible on this chart:"
Java,,Groovy,,O2350636905,True,Testing Java code with Groovy makes the tests less verbose and it's easier for the developers that clearly express the intent of each test method.,"Testing <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> code with <span style=""color: #6CB219; font-weight: bold"">Groovy:[OBJECT_B]</span> makes the tests less verbose and it's easier for the developers that clearly express the intent of each test method.",Testing *Java* code with §Groovy$ makes the tests less verbose and it's easier for the developers that clearly express the intent of each test method.
Swift,,Objective-C,,O2423730135,False,The bridging header basically provides a way for Swift code to call Objective-C code.,"The bridging header basically provides a way for <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span> code to call <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> code.",The bridging header basically provides a way for *Swift* code to call §Objective-C$ code.
Java,,Smalltalk,,C345624491,False,"As a Java programmer, I find Smalltalk to be a very nice language.","As a <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> programmer, I find <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span> to be a very nice language.","As a *Java* programmer, I find §Smalltalk$ to be a very nice language."
Java,,Scala,,D394248954,True,"But in less-than-expert hands or worse, in the hands of those that resent Scala, it's less good than Java.","But in less-than-expert hands or worse, in the hands of those that resent <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span>, it's less good than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","But in less-than-expert hands or worse, in the hands of those that resent *Scala*, it's less good than §Java$."
Java,,Ruby,,J1545066687,False,"Java, .NET, PHP, Ruby, etc.).","<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, .NET, PHP, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, etc.).","*Java*, .NET, PHP, §Ruby$, etc.)."
Oracle,,PostgreSQL,,F757225212,True,"For production I prefer postgresql because it's free,fast(comparing to oracle it's almost twice faster on my projects), easy to use and distribute and quite powerful.","For production I prefer <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> because it's free,fast(comparing to <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span> it's almost twice faster on my projects), easy to use and distribute and quite powerful.","For production I prefer *PostgreSQL* because it's free,fast(comparing to §Oracle$ it's almost twice faster on my projects), easy to use and distribute and quite powerful."
Ruby,,PHP,,N2120478329,True,Ruby 1.9.1 was about 3.15X faster than PHP 5.3.1 being able to complete this task in under 2 seconds.,"<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> 1.9.1 was about 3.15X faster than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> 5.3.1 being able to complete this task in under 2 seconds.",*Ruby* 1.9.1 was about 3.15X faster than §PHP$ 5.3.1 being able to complete this task in under 2 seconds.
Windows 7,,Windows 8,,O2274928094,True,"So we can expect, Windows 8 will be better than Windows 7 operating system.","So we can expect, <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> will be better than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> operating system.","So we can expect, *Windows 8* will be better than §Windows 7$ operating system."
Oracle,,MySQL,,M2091741460,False,Re: Oracle and MySQL,"Re: <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>",Re: *Oracle* and §MySQL$
Eclipse,,NetBeans,,L1791484283,False,"NetBeans or Eclipse, you ask?","<span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>, you ask?","*NetBeans* or §Eclipse$, you ask?"
Python,,Haskell,,P2512573673,True,The Haskell program that uses lazy ByteStrings is about 30% slower than the Python script.,"The <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span> program that uses lazy ByteStrings is about 30% slower than the <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> script.",The *Haskell* program that uses lazy ByteStrings is about 30% slower than the §Python$ script.
Sed,,AWK,,B227345031,True,Although there are probably some sed and/or AWK experts that probably know how to do this much easier.,"Although there are probably some <span style=""color: #9A14B2; font-weight: bold"">Sed:[OBJECT_A]</span> and/or <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span> experts that probably know how to do this much easier.",Although there are probably some *Sed* and/or §AWK$ experts that probably know how to do this much easier.
Oracle,,PostgreSQL,,P2473668022,True,":-) The 'encapsulated C' approach would require few changes to Pro-C based application, and would make it easier to support both Oracle and PostgreSQL from the same code-base, if ecpg had a capabilities closer to Pro-C's.",":-) The 'encapsulated C' approach would require few changes to Pro-C based application, and would make it easier to support both <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> from the same code-base, if ecpg had a capabilities closer to Pro-C's.",":-) The 'encapsulated C' approach would require few changes to Pro-C based application, and would make it easier to support both *Oracle* and §PostgreSQL$ from the same code-base, if ecpg had a capabilities closer to Pro-C's."
Java,,Objective-C,,R2910235039,True,"To be fair, iOS is much easier to develop for; fewer device configurations and tighter conventions (as well as the use of Objective-C over Java) allow developers to focus on building their app instead of fixing bugs to make it work on multiple devices.","To be fair, iOS is much easier to develop for; fewer device configurations and tighter conventions (as well as the use of <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> over <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>) allow developers to focus on building their app instead of fixing bugs to make it work on multiple devices.","To be fair, iOS is much easier to develop for; fewer device configurations and tighter conventions (as well as the use of *Objective-C* over §Java$) allow developers to focus on building their app instead of fixing bugs to make it work on multiple devices."
