a,also_acceptable,b,id,marker,raw_text,text_html,text_readable
steel,,plywood,O2284066814,True,Specifications: - Solid 7mm thick plywood - Strong aluminium profiles - Steel ball corners - Butterflylocks - Rubber feet - Color: black,"Specifications: - Solid 7mm thick <span style=""color: #9A14B2; font-weight: bold"">plywood:[OBJECT_A]</span> - Strong aluminium profiles - <span style=""color: #6CB219; font-weight: bold"">steel:[OBJECT_B]</span> ball corners - Butterflylocks - Rubber feet - Color: black",Specifications: - Solid 7mm thick *plywood* - Strong aluminium profiles - §steel$ ball corners - Butterflylocks - Rubber feet - Color: black
harvard,,cornell,K1629457670,True,"Like Harvard, Cornell nails their free throws (74.0%, 29th best) and their inside defense is good (43.4% on 2-pointers, with a decent 46.7% effective FG% against).","Like <span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">cornell:[OBJECT_B]</span> nails their free throws (74.0%, 29th best) and their inside defense is good (43.4% on 2-pointers, with a decent 46.7% effective FG% against).","Like *harvard*, §cornell$ nails their free throws (74.0%, 29th best) and their inside defense is good (43.4% on 2-pointers, with a decent 46.7% effective FG% against)."
basketball,,softball,H1188936494,True,"I love the competitiveness, and I'm just a little bit better at softball than I am at basketball.","I love the competitiveness, and I'm just a little bit better at <span style=color: #9A14B2; font-weight: bold"">softball:[OBJECT_A]</span> than I am at <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span>.""","I love the competitiveness, and I'm just a little bit better at *softball* than I am at §basketball$."
basketball,,golf,R2928307811,False,Topic: Golf Bowling Basketball,"Topic: <span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span> Bowling <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span>",Topic: *golf* Bowling §basketball$
ds,,ps2,G1052937553,True,"I don't know, but the Nintendo DS has (so far) sold faster than the PS2 did simply because their potential market was much larger.","I don't know, but the Nintendo <span style=""color: #9A14B2; font-weight: bold"">ds:[OBJECT_A]</span> has (so far) sold faster than the <span style=""color: #6CB219; font-weight: bold"">ps2:[OBJECT_B]</span> did simply because their potential market was much larger.","I don't know, but the Nintendo *ds* has (so far) sold faster than the §ps2$ did simply because their potential market was much larger."
concrete,,wood,N2229614518,True,So concrete was much better than wood.,"So <span style=""color: #9A14B2; font-weight: bold"">concrete:[OBJECT_A]</span> was much better than <span style=""color: #6CB219; font-weight: bold"">wood:[OBJECT_B]</span>.",So *concrete* was much better than §wood$.
california,,carolina,D440845742,True,California is a much harder place to practice law than is South Carolina.,"<span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span> is a much harder place to practice law than is South <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span>.",*california* is a much harder place to practice law than is South §carolina$.
steel,,stone,C382468390,True,A stone tile backsplash surrounds a polished solid-surface countertop with double-bowl stainless steel sink.,"A <span style=""color: #9A14B2; font-weight: bold"">stone:[OBJECT_A]</span> tile backsplash surrounds a polished solid-surface countertop with double-bowl stainless <span style=""color: #6CB219; font-weight: bold"">steel:[OBJECT_B]</span> sink.",A *stone* tile backsplash surrounds a polished solid-surface countertop with double-bowl stainless §steel$ sink.
plastic,,concrete,K1654161907,True,Love the plastic....so much better than the Kingdome's green concrete.,"Love the <span style=""color: #9A14B2; font-weight: bold"">plastic:[OBJECT_A]</span>....so much better than the Kingdome's green <span style=""color: #6CB219; font-weight: bold"">concrete:[OBJECT_B]</span>.",Love the *plastic*....so much better than the Kingdome's green §concrete$.
beer,,soda,P2537104984,True,"The kitchen is basically empty, and my beer/soda sits in a cooler with ice.","The kitchen is basically empty, and my <span style=""color: #9A14B2; font-weight: bold"">beer:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">soda:[OBJECT_B]</span> sits in a cooler with ice.","The kitchen is basically empty, and my *beer*/§soda$ sits in a cooler with ice."
california,,georgia,O2295302523,True,"States that did better during the recession had no or little fertility declines, while harder-hit areas such as Arizona, Nevada, California, Florida and Georgia posted some of the biggest drops, the National Center for Health Statistics data show.","States that did better during the recession had no or little fertility declines, while harder-hit areas such as Arizona, Nevada, <span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span>, Florida and <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span> posted some of the biggest drops, the National Center for Health Statistics data show.","States that did better during the recession had no or little fertility declines, while harder-hit areas such as Arizona, Nevada, *california*, Florida and §georgia$ posted some of the biggest drops, the National Center for Health Statistics data show."
harvard,,mit,L1871087187,False,of MIT and Harvard),"of <span style=""color: #9A14B2; font-weight: bold"">mit:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">harvard:[OBJECT_B]</span>)",of *mit* and §harvard$)
virginia,,oregon,Q2701742041,True,"The Seminoles have the easier road to the national title game than Oregon, with Virginia Tech stumbling against Duke and Miami again looking sluggish against an in-conference opponent.","The Seminoles have the easier road to the national title game than <span style=""color: #9A14B2; font-weight: bold"">oregon:[OBJECT_A]</span>, with <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span> Tech stumbling against Duke and Miami again looking sluggish against an in-conference opponent.","The Seminoles have the easier road to the national title game than *oregon*, with §virginia$ Tech stumbling against Duke and Miami again looking sluggish against an in-conference opponent."
harvard,,cornell,H1091610328,True,"If sunny weather is very important to someone then Caltech, Berkeley, Austin, Arizona, Hawaii, or Florida will make better picks than Harvard, MIT, Ohio, Illinois, Chicago, or Cornell.","If sunny weather is very important to someone then Caltech, Berkeley, Austin, Arizona, Hawaii, or Florida will make better picks than <span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span>, MIT, Ohio, Illinois, Chicago, or <span style=""color: #6CB219; font-weight: bold"">cornell:[OBJECT_B]</span>.","If sunny weather is very important to someone then Caltech, Berkeley, Austin, Arizona, Hawaii, or Florida will make better picks than *harvard*, MIT, Ohio, Illinois, Chicago, or §cornell$."
tea,,soda,E581688763,False,diet soda and tea),"diet <span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">tea:[OBJECT_B]</span>)",diet *soda* and §tea$)
psp,,ps2,M2047772425,True,"PSP and PS2 didn't have unified online, but they were still better.","<span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ps2:[OBJECT_B]</span> didn't have unified online, but they were still better.","*psp* and §ps2$ didn't have unified online, but they were still better."
baseball,,tennis,F734929876,True,"Football, baseball, tennis, golf, basketball,etc.. Monday morning water cooler conversations are usually about plays or a coach's play call or a call by an official.","Football, <span style=""color: #9A14B2; font-weight: bold"">baseball:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">tennis:[OBJECT_B]</span>, golf, basketball,etc.. Monday morning water cooler conversations are usually about plays or a coach's play call or a call by an official.","Football, *baseball*, §tennis$, golf, basketball,etc.. Monday morning water cooler conversations are usually about plays or a coach's play call or a call by an official."
holiday,,wedding,J1441129918,True,"It's a well-known fact that returning from a holiday weekend isn't always easy, but a beautiful bride with an ""aversion to all things boring"" and a drop-dead gorgeous Fort Lauderdale wedding can make the transition much, much easier.","It's a well-known fact that returning from a <span style=""color: #9A14B2; font-weight: bold"">holiday:[OBJECT_A]</span> weekend isn't always easy, but a beautiful bride with an ""aversion to all things boring"" and a drop-dead gorgeous Fort Lauderdale <span style=""color: #6CB219; font-weight: bold"">wedding:[OBJECT_B]</span> can make the transition much, much easier.","It's a well-known fact that returning from a *holiday* weekend isn't always easy, but a beautiful bride with an ""aversion to all things boring"" and a drop-dead gorgeous Fort Lauderdale §wedding$ can make the transition much, much easier."
bread,,pasta,J1482059197,True,"It was much worse with rice, bread, pasta--the more dense the more pain.","It was much worse with rice, <span style=""color: #9A14B2; font-weight: bold"">bread:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">pasta:[OBJECT_B]</span>--the more dense the more pain.","It was much worse with rice, *bread*, §pasta$--the more dense the more pain."
amazon,,itunes,O2360052398,True,That alone is better than buying the full digital download on Amazon or Itunes.,"That alone is better than buying the full digital download on <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">itunes:[OBJECT_B]</span>.",That alone is better than buying the full digital download on *amazon* or §itunes$.
amazon,,itunes,N2162761946,True,(Services like Amazon MP3 and iTunes Store make it much easier to find non-DRM music.),"(Services like <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> MP3 and <span style=""color: #6CB219; font-weight: bold"">itunes:[OBJECT_B]</span> Store make it much easier to find non-DRM music.)",(Services like *amazon* MP3 and §itunes$ Store make it much easier to find non-DRM music.)
coffee,,beer,E559249238,True,"Decent coffee beer, easier to drink than many, but not super rewarding.","Decent <span style=""color: #9A14B2; font-weight: bold"">coffee:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span>, easier to drink than many, but not super rewarding.","Decent *coffee* §beer$, easier to drink than many, but not super rewarding."
basketball,,tennis,B214756181,True,"Also I'm much better at tennis than I am at basketball, like a lot better.","Also I'm much better at <span style=""color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> than I am at <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span>, like a lot better.","Also I'm much better at *tennis* than I am at §basketball$, like a lot better."
virginia,,michigan,S3086569936,True,West Virginia (and Michigan) will be better than Arizona (and Oklahoma St) Incorrect!,"West <span style=""color: #9A14B2; font-weight: bold"">virginia:[OBJECT_A]</span> (and <span style=""color: #6CB219; font-weight: bold"">michigan:[OBJECT_B]</span>) will be better than Arizona (and Oklahoma St) Incorrect!",West *virginia* (and §michigan$) will be better than Arizona (and Oklahoma St) Incorrect!
