id	sentence	a	b	marker
I1245514749	Includes code for AVL trees, binary trees, various queue implementations, DFS search, Dijkstra's algorithm, expression evaluation, Floyd's shortest path algorithm, finite-state machines, graph traversal, hash tables, heap sort, Knuth-Morris-Pratt algorithm for string searching, matrices, merge sort, quicksort, random numbers, selection sort, skew heaps, stacks, and string searching.	Graph	Queue	False
O2322477466	Sun has bundled the NetBeans IDE and other products with its Java platform offering, and Oracle, which currently supports both BEA's Eclipse-based tooling and its own JDeveloper tools, might find that three IDEs is a crowd.	Eclipse	JDeveloper	False
H1135758365	I had always said, building a rails equivalent in java is a lot easier than building as good as a VM as JVM for Ruby.	Java	Ruby	True
O2330356182	Swift was nominated alongside Jason Aldean, Toby Keith, Miranda Lambert, Brad Paisley and  Keith Urban  for the fan-voted award.	Swift	Miranda	False
J1495894383	I used to own galaxy s2, note 1, S3, note 2, wave 1, galaxy nexus and samsung omina HD before all these phones comes with Amoled pen tile and all of these Samsung phones sunlight legibility ZERO when you compere it with iphone 4, 4s and 5 sunlight legibility except the note 2 a bit better.	S2	S3	True
T3185397124	Winners include Miranda Lambert, Lady Antebellum, Jason Aldean and Kelly Clarkson, Mike Eli, Scotty McCreery, Taylor Swift	Swift	Miranda	False
B226385588	Although the 3D stack graph suffers from occlusion and perspective distor- tion (Shneiderman, 2003), with the help of the inter- action techniques, such as zoom, pan, rotate and shad- ing, the benefits provided by 3D outweigh the draw- backs in this particular case.	Graph	Stack	False
R2823156824	This extends the suite of Korrio apps for iOS, Android and Windows mobile phones.	Windows Mobile	iOS	False
G1003558775	I also provide application support to Common Stand Exam (CSE), NRIS FSVEG, Wildlife & TES Plants, field data recorders, oracle applications, and Microsoft Access applications.	Oracle	Microsoft Access	False
H1193956984	i'm a heavy eclipse user during my day job mainly b/c i think it's slightly nicer on win32, and i like the debugger more than netbeans.	Eclipse	NetBeans	True
F824942623	Google Will Hedge its Bets with Java and Android, But Not Play the Swift Card Languages and runtimes evolve, of course, and eventually Google may shift Android towards another language.	Java	Swift	False
M1951411987	Our project has finally moved away from JDeveloper and we now use Eclipse.	Eclipse	JDeveloper	False
F744476575	For example, Local memory, Relational, Files, Distributed Cache, Column Family Storage, Document Storage, Name value pairs, Graph DBs, Service Registries, Queue, and Tuple Space etc. are some classes of such solutions.	Graph	Queue	False
H1130435278	iGO All Programs ( Android - iOS - WinCE - Windows Mobile).	Windows Mobile	iOS	False
N2152196424	See "Locale, EBCDIC, Unicode and UTF-8" .	UTF-8	EBCDIC	False
D507021296	Compared with Windows XP, Windows Vista does a better job of helping to prevent hostile programs and Web sites from attacking your PC.	Windows XP	Windows Vista	True
T3184746300	Windows XP SP2 / Windows Vista / 7 / 8, 2.2 GHZ Dual Core or better processor, 2 GB Available System Memory, 512 MB DirectX 9.0c Compliant 3D Video Card (GeForce 6800 / Radeon X1600 or Better), DirectX Compatible Sound Card, DirectX 9.0c, Internet connection required for activation and to play	Windows XP	Windows Vista	True
I1375887420	It features an Intel Core 2 Duo SU9400 1.4GHz dual-core processor, 13.4-inch 1366x768 widescreen WLED display, machined-aluminum chassis, 4GB memory, 128GB solid state disk (SSD) hard drive, Intel GS45 256MB integrated graphics, 802.11n wireless, Bluetooth 2.1+EDR, 1.3-megapixel webcam, Gigabit Ethernet, one eSATA and three USB 2.0 ports, Bluetooth, and Windows Vista Home Premium.	USB	Ethernet	True
K1714908538	Might be trickier to get hosting for a decent price though, while PHP/Python/Perl hosting is all over the web.	PHP	Perl	True
G1034837752	I come from a Pascal/C/C++/Java/C# background, and I hated every day of Objective C. I recently got a taste of Swift, but... why the hell can't Apple use a language with more typical syntaxes?	Java	Swift	False
D485485576	claim 36 , wherein at least one of the one or more mini-port drivers communicates through one or more of an Ethernet, Token Ring, USB, fiber channel, or wireless connection protocol.	USB	Token ring	False
M1988309198	perl isn't an worse than PHP.	PHP	Perl	True
Q2734447348	The term "ASCII" is often mistakenly used for things that aren't ASCII, such as plain text (in any encoding) or for text in the ISO 8859-1 or Windows-1252 encodings.	ASCII	ISO 8859:	False
E635922417	Eclipse usually wins the Yelling war, but Netbeans is better.	Eclipse	NetBeans	True
N2182089471	She joins a small rank of female artists including Carrie Underwood, Kacey Musgraves, Miranda Lamber, Taylor Swift and Ashley Monroe who struggle to push their way into country radio airwaves.	Swift	Miranda	False
M1947891950	Our goal for this article was to find out if Windows Vista, on modern day hardware, continues to be slower than Windows XP as it has been in previous beta and RC versions.	Windows XP	Windows Vista	True
M1988330036	Perl scripts are widely available if you want to use them - most people find php easier to get started with though, which is why I suggested it.	PHP	Perl	True
J1430680990	It retrieves data from other sources including Microsoft Access, Microsoft Excel, Microsoft SQL Server, Oracle, text files, and ODBC.	Oracle	Microsoft Access	False
F760354942	For the Android and iPhone apps, the team would have to use the native languages of those two platforms, namely Java and Objective-C (and now, of course, Apple's new language Swift ).	Java	Swift	False
T3184407011	Windows: 1.5 GHz Pentium 4 or Celeron compatible CPU or faster (multicore CPU recommended), 1 GB RAM (2 GB recommended), Windows XP or Windows Vista, Windows compatible sound card (ASIO driver support recommended), DVD-ROM drive, QuickTime recommended	Windows XP	Windows Vista	True
O2411127545	The Band Perry, Taylor Swift, Miranda Lambert and Lady Antebellum big winners.	Swift	Miranda	False
L1896527324	One minute, Gisele Bünchen and Miranda Kerr are declaring their love for Swift and her natural-yet-effective products; the next, a major retailer like J.Crew is snapping up her goods to distribute them around the world.	Swift	Miranda	False
R2876964965	This was faster, but Perl and PHP were later absorbed into Apache as modules, which were even faster and gave them access to Apache's internal HTTP processing steps.	PHP	Perl	True
K1677716252	MapForce supports all major databases, including SQL Server, PostgreSQL, Oracle, MySQL, IBM DB2, Informix, Sybase, Microsoft Access, SQLite, and Firebird.	Oracle	Microsoft Access	False
M1938979932	Other good choices for fiery Thai cooking: Thai Nakorn's chicken with green chile and mint or any of the curries; Mongkut Thai's Amher Ruby Chicken, stir-fried chicken in a spicy brown sauce, or Jewel of the Ocean, seafood in a spicy lime sauce; Kitima's Twist and Shout Chicken, with its delicious spicy garlic-and-chile sauce; and Thai Place's gaeng pa-naeng, a spicy red-chile paste and coconut-milk curry with basil.	Curry	Ruby	False
M1996482655	PHPMaker is a powerful automation tool that can generate a full set of PHP quickly from MySQL, PostgreSQL, Microsoft Access, Microsoft SQL Server and Oracle databases.	PostgreSQL	Microsoft SQL Server	False
N2189856950	She's joined in the category by Sara Evans, Miranda Lambert, Taylor Swift and Carrie Underwood.	Swift	Miranda	False
N2251668524	Some of the supporters were: Richard Gibson and wife, Dr. George L. Fayson, Rev. Robert Jackson and wife, Emanuel and Ophilia Lawson, Bonita North, Woodard and Lorraine Vaught, Nelson and Fifia Jenkins, Dr. Cynthia and William Clarke, Dr. Rozlyn Fletcher, Evelyn Campbell, Thelma Wilson, Ruby Dean, Clifton Williams, Minister Ethel Williams, Lolia Clark, Delores Hill, Kenesha Curry, Rosemary Bethel, Terrance Clark, Barbara Brown, John Demeritte and Eleanor Demeritte.	Curry	Ruby	False
J1428980223	It provides full support for iOS and Android devices, and partial support for Windows mobile devices.	Windows Mobile	iOS	False
E586026949	Disc One in the collection includes hit songs from all five Entertainer of the Year nominees: Jason Aldean, Luke Bryan, Miranda Lambert, Blake Shelton, and Taylor Swift .	Swift	Miranda	False
H1095972019	If the packet is destined for the WAN, the router performs a layer 2 conversion by stripping off the LAN packet (Ethernet, Token Ring, FDDI), encapsulating the data into a WAN packet (Frame Relay, X.25, HDLC) and sending it on its merry way.	Frame relay	Token ring	False
T3244403406	You can send music to the Galaxy Gear over Bluetooth (yeah, I'm sure that's real quick), though the Gear Manager app only scans the music folders the Samsung music player app does, so you have to store your music that way or drag and drop from your PC via USB (much faster anyway).	USB	Bluetooth	True
M1998001062	(pictured above (L to R): Kris Kristofferson, Willie Nelson, Taylor Swift, Blake Shelton, Merle Haggard, Kacey Musgraves, Hunter Hayes, Keith Urban, Miranda Lambert)	Swift	Miranda	False
O2342779270	Taylor Swift, Kim Kardashian and Miranda Kerr are all fans of the label, named for that last second on the stopwatch.	Swift	Miranda	False
J1491365435	It would be amusing for a system which used UCS-4/UTF-32 (the direct 32-bit representation of Unicode) to designate 32 bits as a byte.	Unicode	UTF-32	False
A102410556	7] locates OBJREF 406 structure "O" at the second-to-the end slot of the stack type graph, which corresponds to the object whose field is to be set, and iterates through the linked list of OBJREF 406 structures.	Graph	Stack	False
H1144471235	I have a solid experience in developing web applications using : PHP4/PHP5, JavaScript, HTML/XHTML, CSS, SQL (mySQL,PostgreSQL), I work with following: PHP: Laravel, CodeIgniter, Wordpress 3.x, drupal, JavaScript: jQuery.	MySQL	PostgreSQL	True
N2120511683	Ruby is a significantly slower language than Java -- I don't think even RoR advocates would debate this.	Java	Ruby	True
P2537677703	The kudocast includes performances by Alabama, Dierks Bentley, Ronnie Dunn, Sara Evans , Toby Keith, Miranda Lambert, Martina McBride , Reba McIntyre, Brad Paisley, Blake Shelton, Taylor Swift, Carrie Underwood, Keith Urban and the Zac Brown Band .	Swift	Miranda	False
P2484956432	The festival scheduled for July 16-19 in Wisconsin will feature Sugarland, Underwood, Bentley, Taylor Swift, Miranda Lambert, Sara Evans and others.	Swift	Miranda	False
E703355574	Female artist, country: Miranda Lambert, Taylor Swift, Carrie Underwood.	Swift	Miranda	False
J1424267036	It might be a bit of a challenge to sculpt a full figure right off the bat, but with a few modifications, you might be able to kit bash an existing kit into one of your favorite .hack	Bash	Hack	False
K1583059720	Kelly Clarkson Miranda Lambert Kacey Musgraves Taylor Swift Carrie Underwood	Swift	Miranda	False
F749938285	For instance, there's a session on GPU acceleration for applications, which is news to me, and although there are no specifics yet, things like CUDA and OpenCL are ripe for exploitation for a new OS looking to seem faster.	CUDA	OpenCL	True
E635287232	EBCDIC, or UTF-8, but not both.	UTF-8	EBCDIC	False
E694256934	Fall brings the well fed and swift-footed to follow its show of Sugar Maple Red and Golden Oak.... more	Swift	Maple	False
