id	sentence	a	b	without_marker
H1201433249	I'm giving a course on economic inequality these days and as part of it I listened recently to an hour-long lecture on YouTube by Richard Wilkinson and Kate Pickett, the authors of The Spirit Level: Why Equality is Better for Everyone  ("Inequality: The Enemy Between Us?" in 8 parts, highly recommended).	Between Us	Spirit	False
M2041201109	Professors Richard Wilkinson and Kate Pickett, from the Equality Trust 12 , produced an informative lecture video titled Inequality: The enemy between us? based on their recently released book, The Spirit Level; Why More Equal Societies Almost Always Do Better (Penguin, March 2009).	Between Us	Spirit	False
D468386294	Charlize could play Paris Hilton and pull it off better than Paris, and when it came time for her to get on her knees in that circle of Greek billionaires for the "money shot", we would be moved to tears at the triumph of the indomitable human spirit.	Paris Hilton	Spirit	True
R2839425590	This is just me making a comment touching base on the subject but he has lyrics so full of truth, life, spirit, and knowledge.. Love Rush don't get any better than this!!!! Btw this is a great song!	Just Me	Spirit	False
I1349137093	Is it just me but are any of you "experiencing" (for lack of a better word) a outpouring of God's Spirit in your lives like never before or am I just being overly excited by what He is doing in the body of believers in my personal life right now? Almost everyday there is some powerful affirmation or scriptural confirmation that is building our faith up in more ways than one :)	Just Me	Spirit	False
T3204436971	With wins over some of the biggest names in the sport over the course of his career, including Mir, Couture, Antonio Rodrigo Nogueira and Dan Severn, Barnett is better equipped than anyone to challenge Velasquez.	Couture	Antonio	False
H1108543701	If you are wondering who, here is a partial list of RINGS fighters who went on to bigger, better things; Renato "Babalu" Sobral, Ricardo Arona, Gilbert Yvel, Valentijn Overeem, Alistair Overeem, Elvis Sinosic, Fedor Emelianenko, Renzo Gracie, Antonio Rodrigo Nogeuira, Dan Henderson, Matt Hughes and Randy Couture .	Couture	Antonio	False
D549792607	Darling Antonio collects rope!'	Darling	Antonio	True
F887995902	Helen Darling from San Antonio.	Darling	Antonio	True
D549805439	Darling played high school in san antonio.	Darling	Antonio	True
C375759370	Assists-San Antonio 15 (S.Johnson 5), Charlotte 19 (Darling 7).	Darling	Antonio	True
G912175026	Her Story: Helen Darling, San Antonio Silver Stars	Darling	Antonio	True
C375767893	Assists-Washington 8 (Currie 3), San Antonio 11 (Darling 4).	Darling	Antonio	True
D549792770	Darling, a San Antonio Dachshund dog was adopted!	Darling	Antonio	True
B277740818	And that's just it: Frankie & Alice, it would seem, had all the ingredients of a solid hit, or at least a buzzworthy critical darling: an Oscar-winning star, an emotional story featuring an often misunderstood but highly sensationalized mental condition, and the much-loved "based on a true story" angle.	Darling	Frankie	False
Q2674293553	The review also said Halle Berry was "spellbinding" as Frankie, with "rock-solid" supporting performances.	Halle Berry	Frankie	False
F765943608	For those who are complaining about this camera's looks, you might as well call Halle Berry repulsive or Michael Jordan mediocre.	Halle Berry	Michael Jordan	False
L1775351464	my reasoning being A) michael jordan is not the best player in NBA history, but he is the best marketed player in the history of sports and B) do you think possibly, just possibly, there doesn't need to be an heir? he held the league hostage for the better part of a decade, which was great for chicago fans, but ask a jazz fan how they liked it.	Heir	Michael Jordan	False
M2045507959	Proto-house music, harder and less musical, was the next step on at Ron Hardy's Music Box club, where Frankie also played.	Music Box	Frankie	True
B227028878	Although the majority of soundtrack songs may be considered mediocre, I truly believe that there were some exceptional tracks to include "Tender Feeling" from 'Kissin Cousins,' "Please Don't Stop Loving Me" from 'Frankie and Johnnie' and "City By Night" from 'Double Trouble.'	By Night	Frankie	False
A76655353	3.) The inclusion of several rinky-dink movie title songs at the expense of decent tracks such as: Pocket Full Of Rainbows; In My Way; Forget Me Never; Home Is Where The Heart Is; I Need Somebody To Lean On; Today, Tommorrow and Forever; Big Love, Big Heartache, Could I Fall In Love, City By Night, All I Needed Was The Rain, Almost, and a couple of the Frankie & Johnny ballads.	By Night	Frankie	False
F738914054	For better or worse, Frankie Cosmos will probably forever be introduced as the singer with 40 self-released albums .	Forever	Frankie	False
L1921184097	On this date in 1996 Another World did the unthinkable....The brutal murder of our beloved Frankie Frame(played by Alice Barrett) changed this soap forever(and not for the better) and for many fans signaled the beginning of the end for the venerable daytime drama.	Forever	Frankie	False
J1456458457	Its my life Its now or never I aint gonna live forever I just want to live while Im alive (its my life) My heart is like an open highway Like frankie said I did it my way I just wanna live while Im alive Its my life This is for the ones who stood their ground For tommy and gina who never backed down Tomorrows getting harder make no mistake Luck aint even lucky Got to make your own breaks	Forever	Frankie	False
J1456457802	Its my life And its now or never I aint gonna live forever I just want to live while Im alive (its my life) My heart is like an open highway Like frankie said I did it my way I just want to live while Im alive cause its my life Better stand tall when theyre calling you out Dont bend, dont break, baby, dont back down	Forever	Frankie	False
B267456426	And Michael Jordan will forever be crapping in a solid gold toilet bowl thanks to the most over-priced, in-demand kicks in the world.	Forever	Michael Jordan	False
F773257763	Frankie scowled at her. "You better believe it, sister.	Believe	Frankie	False
G1022379866	i believe if jose finishes frankie. he better be #2 or #3 p4p on everyones list.	Believe	Frankie	False
G1001324123	I also believe Frankie Edgar is better technically, although definitely smaller.	Believe	Frankie	False
K1598317773	Lagoona tells her to not believe everything she hears, which makes Frankie feel better.	Believe	Frankie	False
J1431832742	"I truly believe Frankie couldn't have found a better home," said Matsui.	Believe	Frankie	False
N2209069794	Sinatra and Novak pretend a make-believe scenario and dialogue for the mannequin couple, and we see that Frankie is reaching, innocently if earnestly for not just a better life, but a nicer one.	Believe	Frankie	False
F773252173	Frankie might be the better wrestler, but I believe BJ is one of the most dangerous men off his back...	Believe	Frankie	False
K1657289622	Lucky for that one I can't find it but you better believe I am staying awake until Frankie gets home.	Believe	Frankie	False
S3087503464	We (that is to say, Frankie, Carmine and Carl) believe it offers you a better and richer experience overall.	Believe	Frankie	False
N2235784850	So if a comment shows up on your profile from us or Frankie, you better believe its the real us.	Believe	Frankie	False
G1001347835	I also believe that Kobe is better offensively than Michael Jordan was.	Believe	Michael Jordan	False
F895931648	He once said, "I believe I could be better than Michael Jordan".	Believe	Michael Jordan	False
K1711973496	Michael Jordan used to say the harder I work, the more I believe the Luckier I get.	Believe	Michael Jordan	False
L1826996441	Note, I didn't say "believe that Lebron James is currently as good as or better  than Michael Jordan."	Believe	Michael Jordan	False
K1592604602	Kobe Byrant may be better than Michael Jordan, but the public may not ever let him believe it.	Believe	Michael Jordan	False
S3107929435	What I feel should be asked is, do you truly believe the Bulls would have been a worse team in 1993-94 had Michael Jordan replaced Scottie Pippen?	Believe	Michael Jordan	False
T3195030121	With nine players returning from last season, two solid newcomers, and Michael Jordan out of the mix, the Nets believe they can win.	Believe	Michael Jordan	False
I1343307827	i saw michael jordan play and even though it is very very close, even closer than i believe some people realize, jordan was definitively better than magic johnson.	Believe	Michael Jordan	False
Q2655278927	There is a sizable percentage of sports fans who steadfastly believe that Lebron James will never be as good as or better at basketball than Michael Jordan was.	Believe	Michael Jordan	False
G1050640855	I don't believe that there is a grand conspiracy, but the better teams do get the Michael Jordan treatment when it comes to penalties.	Believe	Michael Jordan	False
O2279298732	So, you better believe I had a reaction when I heard that Michael Jordan is offering a second chance to Kwame Brown .	Believe	Michael Jordan	False
G1048330732	I do believe there's likely more room for overlap than most people think there is.... but on average the female "Michael Jordan" would just rather be the best in the WNBA than mediocre in the NBA.	Believe	Michael Jordan	False
N2172345055	She asked me what happened, and I realized at that point, that Michael Jordan was just better than me."	She	Michael Jordan	True
N2186559914	She reminds us of the poorly-paid, usually female, workers who stitch these shoes while Michael Jordan and Shaquille O'Neal earn millions endorsing them.	She	Michael Jordan	True
J1572110140	"Just like the greatest athletes in the world - Magic Johnson, Michael Jordan - she makes everyone else around her better," said coach Adam Krikorian.	She	Michael Jordan	True
F817038309	"Go away," she said, crying harder now that there was the wall between us.	She	Between Us	False
N2185734094	She presses harder, closer, my cock straining with rigidity between us.	She	Between Us	False
N2193925735	She was being polite and I didn't see the point in making things worse between us.	She	Between Us	False
L1837972858	Not surprisingly, she also has a watery mind line, making communication between us easier.	She	Between Us	False
Q2716497052	The solid screen between us ensures that she remains hidden and regrettably out of reach.	She	Between Us	False
C356750276	As for my grandmother, this difference between us aside, she was still one of your cooler grandmas.	She	Between Us	False
N2196833927	She worked harder, followed processes more diligently, and doggedly pursued issues that stood between us and success.	She	Between Us	False
N2191075979	She still had decent money from her inheritance and between us we had a pretty good lifestyle.	She	Between Us	False
N2107185598	Right before Lydia wanted to leave she started to go to counseling, and that's when things between us became worse and worse.	She	Between Us	False
D414323247	But then she kept trying to steal him, and I knew something had changed between us for the worse.	She	Between Us	False
N2212600429	Since she has changed her view, things are much better between us.	She	Between Us	False
D424393782	But when she slept between us, we all three slept better.	She	Between Us	False
G925378053	He told her she deserves better and he is always causing serious issues between us.	She	Between Us	False
L1779450859	My wife loved this game, and she is typically the better strategic gamer between us.	She	Between Us	False
S3064526652	Well, it's still better than Paris Hilton.	Still	Paris Hilton	False
M1968325504	paris hilton even manages to still look decent when she gets arrested but cassandras not a millionare	Still	Paris Hilton	False
H1201177068	I'm from England and I still know for a fact Paris Hilton is your worse export to England ever!	Still	Paris Hilton	False
E674899454	Every 5th article on my RSS feeds are about the iPhone....which is still better than reading about Paris Hilton.	Still	Paris Hilton	False
