,id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
15,T3268029423,jbt,ds,ps3,You're better off buying a copy of Hotel Dusk for the ds or a ps3 title.,1.0,1.0,0,0,5,NONE,5,3,2,"You're better off buying a copy of Hotel Dusk for the <span style=""color: #9A14B2; font-weight: bold"">ds:[OBJECT_A]</span> or a <span style=""color: #6CB219; font-weight: bold"">ps3:[OBJECT_B]</span> title.",5,1.0,1.0
1906,B175650125,jbt,oregon,michigan,"again, usc lost to oregon fucking state!! notre dame will have 1 quality win and a piss-poor sched, and michigan will have 2 quality wins(bucky, and i reluctanly add notre dame) and a mediocre sched.",0.6508,1.0,0,3,2,WORSE,3,3,2,"again, usc lost to <span style=""color: #9A14B2; font-weight: bold"">oregon:[OBJECT_A]</span> fucking state!! notre dame will have 1 quality win and a piss-poor sched, and <span style=""color: #6CB219; font-weight: bold"">michigan:[OBJECT_B]</span> will have 2 quality wins(bucky, and i reluctanly add notre dame) and a mediocre sched.",5,0.7904800000000001,0.6
2146,J1545141614,compsci,Java,Smalltalk,Java: The best argument for Smalltalk since C++,0.6923,0.5084,2,0,3,NONE,3,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>: The best argument for <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span> since C++",5,0.6187400000000001,0.6
270,E718142391,jbt,soda,chocolate,"Findings also suggest that any amount and type of caffeine consumed -- coffee, tea, soda, chocolate, and some prescription drugs -- is linked with the slower growth rate.",0.6463,1.0,0,0,5,NONE,5,3,2,"Findings also suggest that any amount and type of caffeine consumed -- coffee, tea, <span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">chocolate:[OBJECT_B]</span>, and some prescription drugs -- is linked with the slower growth rate.",5,0.7877799999999999,1.0
834,B231839816,jbt,amazon,google,amazon had a similar service for its books but google is much faster and simpler.,1.0,1.0,0,5,0,WORSE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> had a similar service for its books but <span style=""color: #6CB219; font-weight: bold"">google:[OBJECT_B]</span> is much faster and simpler.",5,1.0,1.0
960,N2120512371,compsci,Ruby,PHP,Ruby IS easier to learn than PHP though.,1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> IS easier to learn than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> though.",5,1.0,1.0
842,H1088424441,brands,Leica,Nikon,"If panasonic and Oly want to impress the user of m4/3 ,..just give us more Fast High Quality Glass both fixed or zoom,..and also improve the DR and High ISO,.. ,.I 've already tired with a lot unnecessary feature and innovation ,,just make it simple but solid both camera or lens,..look @ Leica ,Nikon and Canon manual ,..it simple but yet a lot of people love it",0.7439,1.0,0,1,5,NONE,5,4,2,"If panasonic and Oly want to impress the user of m4/3 ,..just give us more Fast High Quality Glass both fixed or zoom,..and also improve the DR and High ISO,.. ,.I 've already tired with a lot unnecessary feature and innovation ,,just make it simple but solid both camera or lens,..look @ <span style=""color: #9A14B2; font-weight: bold"">Leica:[OBJECT_A]</span> ,<span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span> and Canon manual ,..it simple but yet a lot of people love it",6,0.8292666666666666,0.8333333333333334
497,H1213414028,compsci,Java,Ruby,import Java class into Ruby,1.0,1.0,0,0,5,NONE,5,3,2,"import <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> class into <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>",5,1.0,1.0
183,A137916339,compsci,Eclipse,NetBeans,"Actually having used Eclipse, Intellij and NetBeans.",1.0,1.0,0,0,5,NONE,5,3,2,"Actually having used <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span>, Intellij and <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",5,1.0,1.0
1304,N2234352919,jbt,mobile,wallet,So hop on the mobile wallet bandwagon and become a better product today!,1.0,1.0,0,0,5,NONE,5,3,2,"So hop on the <span style=""color: #9A14B2; font-weight: bold"">mobile:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">wallet:[OBJECT_B]</span> bandwagon and become a better product today!",5,1.0,1.0
2167,M1986682747,compsci,Perl,JavaScript,Perhaps someone could write a simple Perl or JavaScript to translate between the named and numbered entities to make the XML source easier to read.,1.0,1.0,0,0,5,NONE,5,3,2,"Perhaps someone could write a simple <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> to translate between the named and numbered entities to make the XML source easier to read.",5,1.0,1.0
408,J1575303367,compsci,Objective-C,Swift,Just use existing Objective-C APIs in Swift.,1.0,1.0,0,0,5,NONE,5,3,2,"Just use existing <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> APIs in <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span>.",5,1.0,1.0
2344,N2253114687,compsci,Oracle,MySQL,Some Oracle and MySQL.,1.0,1.0,0,0,5,NONE,5,3,2,"Some <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>.",5,1.0,1.0
2380,E606299384,brands,Hewlett-Packard,Intel,"Down: Apple, Google, Cisco Systems, Oracle, Hewlett-Packard, Intel, eBay, Yahoo.",1.0,1.0,0,0,5,NONE,5,3,2,"Down: Apple, Google, Cisco Systems, Oracle, <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>, eBay, Yahoo.",5,1.0,1.0
1764,M1926919662,compsci,Oracle,MySQL,Oracle/MSSQL/Postgrese/MySQL.,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>/MSSQL/Postgrese/<span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>.",5,1.0,1.0
1636,J1514314469,jbt,psp,wii,"I was convinced that the Lite would crush the psp, providing solid income until the wii started selling.",0.3574,0.5344,1,2,2,NONE,2,3,2,"I was convinced that the Lite would crush the <span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span>, providing solid income until the <span style=""color: #6CB219; font-weight: bold"">wii:[OBJECT_B]</span> started selling.",5,0.4282,0.4
681,K1713586901,brands,Microsoft,IBM,"Microsoft commoditized NetWare by emulating it, and IBM succeeded just by making better hardware.",0.6674,1.0,0,1,4,NONE,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> commoditized NetWare by emulating it, and <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> succeeded just by making better hardware.",5,0.80044,0.8
1491,D400127901,compsci,Java,Objective-C,"But I would suggest learning Python so well that you have a certain skillset first, because 1) programming (and debugging) on the PC is easier than on a smartphone and 2) learning Java or even Objective-C will be far easier if you know another language well first.",1.0,1.0,0,0,5,NONE,5,3,2,"But I would suggest learning Python so well that you have a certain skillset first, because 1) programming (and debugging) on the PC is easier than on a smartphone and 2) learning <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> or even <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> will be far easier if you know another language well first.",5,1.0,1.0
1649,L1791480749,compsci,NetBeans,Eclipse,"NetBeans 5.5, Eclipse 3.2.x,",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> 5.5, <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span> 3.2.x,",5,1.0,1.0
2243,F834691618,compsci,Ruby,Python,"@Gregg - can you please quantify how PHP, Ruby, Python are 'MUCH better' than ColdFusion?",1.0,1.0,0,0,5,NONE,5,3,2,"@Gregg - can you please quantify how PHP, <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> are 'MUCH better' than ColdFusion?",5,1.0,1.0
1070,N2262482539,brands,Sony,Apple,Sony behaves like Apple but without the ability to make something better than what it is trying to emulate.,0.6762,0.5115,0,3,2,WORSE,3,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> behaves like <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> but without the ability to make something better than what it is trying to emulate.",5,0.61032,0.6
1925,R2867148264,compsci,Ruby,PHP,"This seems to be the real weakness of RoR; Ruby in itself seems OK performance-wise, slower than PHP for example but not catastrophically so.",1.0,1.0,0,5,0,WORSE,5,3,2,"This seems to be the real weakness of RoR; <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> in itself seems OK performance-wise, slower than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> for example but not catastrophically so.",5,1.0,1.0
2303,T3229430984,compsci,Windows 8,Windows 7,"Yes, Windows 8 is better than Windows 7 under the hood in many, many ways.",1.0,1.0,5,0,0,BETTER,5,3,2,"Yes, <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> under the hood in many, many ways.",5,1.0,1.0
785,A136556056,brands,Ford,Nissan,"Action Auto Group offer a superior range of new cars at our Gympie dealership, including Ford , Nissan , Subaru and KIA .",1.0,1.0,0,0,5,NONE,5,3,2,"Action Auto Group offer a superior range of new cars at our Gympie dealership, including <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> , <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> , Subaru and KIA .",5,1.0,1.0
2224,A146657567,jbt,beer,juice,A decent fruit beer as it was not too sweet nor too juice-like.,1.0,0.5455,1,0,4,NONE,4,3,2,"A decent fruit <span style=""color: #9A14B2; font-weight: bold"">beer:[OBJECT_A]</span> as it was not too sweet nor too <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>-like.",5,0.8182,0.8
1586,T3179186439,jbt,wii,playstation,wii U and playstation 4 are looking better and better to consumers.,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">wii:[OBJECT_A]</span> U and <span style=""color: #6CB219; font-weight: bold"">playstation:[OBJECT_B]</span> 4 are looking better and better to consumers.",5,1.0,1.0
252,N2245723247,brands,Cadillac,Lexus,"Some Auto Dealers in San Mateo County CA Are Much Better Than Others The Prime Buyer's Report lists these automobile dealerships in San Mateo County: Autobahn Motors, Putnam Chevrolet Cadillac Inc, Serramonte Ford Used Cars, Toyota 101, Putnam Lexus, Boardwalk Auto Center, Peter Pan Motors Inc, Grace Honda, BMW Specialist.",1.0,1.0,0,0,6,NONE,6,4,2,"Some Auto Dealers in San Mateo County CA Are Much Better Than Others The Prime Buyer's Report lists these automobile dealerships in San Mateo County: Autobahn Motors, Putnam Chevrolet <span style=""color: #9A14B2; font-weight: bold"">Cadillac:[OBJECT_A]</span> Inc, Serramonte Ford Used Cars, Toyota 101, Putnam <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span>, Boardwalk Auto Center, Peter Pan Motors Inc, Grace Honda, BMW Specialist.",6,1.0,1.0
1638,G993299048,jbt,california,virginia,"Hubby's condition is worse, but we've seen some new docs and sent medical records and MRIs out to some specialsts in california and virginia.",1.0,1.0,0,0,5,NONE,5,3,2,"Hubby's condition is worse, but we've seen some new docs and sent medical records and MRIs out to some specialsts in <span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span>.",5,1.0,1.0
1655,M2047804559,jbt,psp,ds,psp vs. ds,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span> vs. <span style=""color: #6CB219; font-weight: bold"">ds:[OBJECT_B]</span>",5,1.0,1.0
1925,K1622286170,jbt,california,georgia,Let's take a look ten years down the road and see who is better off california or georgia.,1.0,1.0,0,0,5,NONE,5,3,2,"Let's take a look ten years down the road and see who is better off <span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span>.",5,1.0,1.0
545,T3162554519,compsci,Perl,PHP,"While Ruby/Python/Perl/PHP are interesting and can do some things better/nicer than Java, I think that it will take some time for one of these languages to be on a par with Java.",0.6924,1.0,0,0,5,NONE,5,3,2,"While Ruby/Python/<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> are interesting and can do some things better/nicer than Java, I think that it will take some time for one of these languages to be on a par with Java.",5,0.8154399999999999,1.0
613,H1121693507,compsci,Java,Groovy,"If you're mostly dealing with Java development, Groovy is a FAR better choice than Ruby for scripting.",1.0,1.0,0,0,5,NONE,5,3,2,"If you're mostly dealing with <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> development, <span style=""color: #6CB219; font-weight: bold"">Groovy:[OBJECT_B]</span> is a FAR better choice than Ruby for scripting.",5,1.0,1.0
1882,B293694112,jbt,basketball,volleyball,And you are right about the lighting being much better than indoor youth basketball or volleyball.,0.7,1.0,1,0,4,NONE,4,3,2,"And you are right about the lighting being much better than indoor youth <span style=""color: #9A14B2; font-weight: bold"">basketball:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">volleyball:[OBJECT_B]</span>.",5,0.8200000000000001,0.8
890,C385502981,jbt,aluminum,metal,"As well, aluminum would be a cooler, reflective metal than steel.",0.6524,1.0,2,0,3,NONE,3,3,2,"As well, <span style=""color: #9A14B2; font-weight: bold"">aluminum:[OBJECT_A]</span> would be a cooler, reflective <span style=""color: #6CB219; font-weight: bold"">metal:[OBJECT_B]</span> than steel.",5,0.7914399999999999,0.6
363,K1719200165,jbt,minivan,suv,"minivan, suv.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">minivan:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">suv:[OBJECT_B]</span>.",5,1.0,1.0
911,L1810637543,compsci,Java,Haskell,"Node.js is a bit slower, Java and Haskell are pretty much on par.",1.0,1.0,0,0,5,NONE,5,3,2,"Node.js is a bit slower, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Haskell:[OBJECT_B]</span> are pretty much on par.",5,1.0,1.0
1934,O2434002205,brands,Chevrolet,Toyota,"The Chevrolet Prizm (replacing the Geo Prizm) had two main differences from the Toyota Corolla, though they were made in the same plant: it used the Japanese intake manifold and tuning, and put in a Delco stereo, which provided better sound quality but required a replumbing of the center stack as the Delco unit is taller than the Denso.",0.6869,1.0,2,0,3,NONE,3,3,2,"The <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Prizm (replacing the Geo Prizm) had two main differences from the <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Corolla, though they were made in the same plant: it used the Japanese intake manifold and tuning, and put in a Delco stereo, which provided better sound quality but required a replumbing of the center stack as the Delco unit is taller than the Denso.",5,0.81214,0.6
2350,H1100532839,compsci,USB,Bluetooth,"If they included a USB connected Bluetooth transmitter/receiver with the unit, it would probably be much better.",1.0,1.0,0,0,5,NONE,5,3,2,"If they included a <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> connected <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> transmitter/receiver with the unit, it would probably be much better.",5,1.0,1.0
2093,B316466652,compsci,OpenGL,Direct3D,"Any software company wants as huge a target audience as possible, so for them it's much better to write OpenGL-based apps instead of apps based on Direct3D.",1.0,1.0,5,0,0,BETTER,5,3,2,"Any software company wants as huge a target audience as possible, so for them it's much better to write <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span>-based apps instead of apps based on <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span>.",5,1.0,1.0
