id,caption,sentence,object_a,object_b,predicted,gold,most_frequent_percentage,origin,sentencer,paths,s_len
G1032846339,middle_paths_unrestricted_16,I can type just as fast if not faster on my phone than my laptop.,phone,laptop,NONE,BETTER,0.6,lex (unique),I can type just as fast if not faster on my phone than my laptop.,"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ my/ADJ/poss/V Y/PROPN/pobj/<']]",65
G1033050801,middle_paths_unrestricted_16,"I can write both Prim's and Kruskal's algorithms to find a minimum spanning tree in C++ or Java, but I want to know how to implement them in Haskell with O(mlogm) or O(mlogn) (pure functional programs is better).",Java,Haskell,BETTER,NONE,1.0,lex (unique),"I can write both Prim's and Kruskal's algorithms to find a minimum"", 'spanning tree in C++ or Java, but I want to know how to implement them', 'in Haskell with O(mlogm) or O(mlogn) (pure functional programs is', 'better).","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ want/VERB/conj/V Y/PROPN/pobj/<']]",212
G1035406577,middle_paths_unrestricted_16,"I consider Java to be a much superior language (and I'm glad I leapfrogged having to deal with C++!) and also give high marks to various declarative programming languages such as Prolog , Mercury , Haskell , etc. and to scripting languages such as Python , Ruby , Lua , etc.",Haskell,Python,BETTER,NONE,1.0,lex (unique),"I consider Java to be a much superior language (and I'm glad I"", 'leapfrogged having to deal with C++!) and also give high marks to', 'various declarative programming languages such as Prolog , Mercury ,', 'Haskell , etc. and to scripting languages such as Python , Ruby , Lua', ', etc.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ etc/X/conj/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ to/ADP/conj/V Y/PROPN/pobj/<']]",274
G1048982156,middle_paths_unrestricted_16,I do know I've officially decided that the espn broadcasters are worse than fox.,espn,fox,BETTER,WORSE,1.0,lex (unique),"I do know I've officially decided that the espn broadcasters are worse"", 'than fox.",[['X/ADJ/amod/> be/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<']],80
G1051926976,middle_paths_unrestricted_16,"I don't hate Python either, but I think we are better off in PHP.",Python,PHP,NONE,WORSE,0.8,lex (unique),"I don't hate Python either, but I think we are better off in PHP.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ either/ADV/preconj/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ think/VERB/conj/V Y/PROPN/pobj/<']]",65
G1052937553,middle_paths_unrestricted_16,"I don't know, but the Nintendo ds has (so far) sold faster than the ps2 did simply because their potential market was much larger.",ds,ps2,WORSE,BETTER,0.8333333333333334,lex (unique),"I don't know, but the Nintendo ds has (so far) sold faster than the"", 'ps2 did simply because their potential market was much larger.","[['X/PROPN/nsubj/> sell/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> sell/VERB/ROOT/^ than/ADP/prep/< the/DET/det/V', 'Y/PROPN/pobj/<']]",130
G1062012438,middle_paths_unrestricted_16,I drive a Chevrolet Trailblazer...not much different than the Envoy...and don't think it's outdated...I don't think Ford or Chrysler has done any better?,Chevrolet,Ford,NONE,BETTER,1.0,lex (unique),"I drive a Chevrolet Trailblazer...not much different than the', ""Envoy...and don't think it's outdated...I don't think Ford or Chrysler"", 'has done any better?",[['NOPATH']],153
G1067348400,middle_paths_unrestricted_16,If any company is behaving even worse than Microsoft at it's market peak it is Apple.,Microsoft,Apple,NONE,BETTER,0.6,lex (unique),"If any company is behaving even worse than Microsoft at it's market"", 'peak it is Apple.","[['X/PROPN/acomp/> be/VERB/ROOT/^ Y/PROPN/attr/<'], ['X/PROPN/acomp/> at/ADP/prep/V be/VERB/ROOT/^ Y/PROPN/attr/<']]",85
G906810293,middle_paths_unrestricted_16,Here's the question: do any of you believe the Intel 510 is a better option than say the OCZ Vertex3 MIOPS or the Kingston HyperX?,Intel,Kingston,NONE,BETTER,0.8,lex (unique),"Here's the question: do any of you believe the Intel 510 is a better"", 'option than say the OCZ Vertex3 MIOPS or the Kingston HyperX?","[['X/PROPN/nsubj/> be/VERB/ROOT/^ option/NOUN/attr/< say/VERB/advcl/<', 'miops/PROPN/nsubj/< Y/PROPN/conj/<'], ['X/PROPN/nsubj/> 510/NUM/nummod/V be/VERB/ROOT/^ option/NOUN/attr/<', 'say/VERB/advcl/< miops/PROPN/nsubj/< Y/PROPN/conj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ option/NOUN/attr/< say/VERB/advcl/<', 'miops/PROPN/nsubj/< the/DET/det/V Y/PROPN/conj/<']]",130
G956609037,middle_paths_unrestricted_16,Holding a pistol steady is harder than a rifle.,pistol,rifle,BETTER,WORSE,1.0,lex (unique),Holding a pistol steady is harder than a rifle.,[['X/PROPN/nsubj/> be/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<']],47
G957712295,middle_paths_unrestricted_16,Holy crap IE was technically superior than Mozilla/Firefox as CUDA is to OpenCL?,CUDA,OpenCL,BETTER,NONE,1.0,lex (unique),"Holy crap IE was technically superior than Mozilla/Firefox as CUDA is', 'to OpenCL?",[['X/PROPN/nsubj/> be/VERB/ROOT/^ to/PART/prep/< Y/PROPN/pobj/<']],80
G959027271,middle_paths_unrestricted_16,Honda has officially joined the ranks of automakers like Kia and Ford by posting solid profits during the fourth quarter of the company's fiscal year.,Honda,Ford,WORSE,NONE,0.6,lex (unique),"Honda has officially joined the ranks of automakers like Kia and Ford', ""by posting solid profits during the fourth quarter of the company's"", 'fiscal year.","[['X/PROPN/nsubj/> join/VERB/ROOT/^ rank/NOUN/dobj/< of/ADP/prep/<', 'automaker/NOUN/pobj/< like/ADP/prep/< kia/PROPN/pobj/< Y/PROPN/conj/<']]",150
G976657289,middle_paths_unrestricted_16,"However, I think Scala makes it easier to build and test JBoss AS extensions/subsystems compared to Java .",Scala,Java,NONE,BETTER,1.0,lex (unique),"However, I think Scala makes it easier to build and test JBoss AS', 'extensions/subsystems compared to Java .","[['X/PROPN/nsubj/> make/VERB/ROOT/^ compare/VERB/prep/< to/ADP/prep/<', 'Y/PROPN/pobj/<']]",106
G980794362,middle_paths_unrestricted_16,"However the bandwidth (5.3 GB/second), clock speed (166MHz max) and bus size (256-bit) of the psp GPU is far inferior to that in the ps2.",psp,ps2,BETTER,WORSE,1.0,lex (unique),"However the bandwidth (5.3 GB/second), clock speed (166MHz max) and', 'bus size (256-bit) of the psp GPU is far inferior to that in the ps2.","[['X/PROPN/compound/> be/VERB/ROOT/^ to/ADP/prep/< that/DET/pobj/<', 'in/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> be/VERB/ROOT/^ to/ADP/prep/< that/DET/pobj/<', 'in/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<']]",137
G984002449,middle_paths_unrestricted_16,"However, this does not take into consideration whether the code is optimized better for a specific platform, the quality of the drivers and the OpenCL stack (which does not perform as well as CUDA on NVidia).",OpenCL,CUDA,NONE,WORSE,0.8333333333333334,lex (unique),"However, this does not take into consideration whether the code is', 'optimized better for a specific platform, the quality of the drivers', 'and the OpenCL stack (which does not perform as well as CUDA on', 'NVidia).","[['X/ADJ/amod/> stack/NOUN/ROOT/^ perform/VERB/relcl/< as/ADP/prep/<', 'Y/PROPN/pobj/<']]",208
G989925155,middle_paths_unrestricted_16,How the hell is bread easier to make than pizza??!!,bread,pizza,NONE,BETTER,1.0,lex (unique),How the hell is bread easier to make than pizza??!!,[['NOPATH']],51
G998297861,middle_paths_unrestricted_16,I actually like hockey - it's easier to understand than football.. ;c),hockey,football,WORSE,BETTER,1.0,lex (unique),I actually like hockey - it's easier to understand than football.. ;c),"[[""X/PROPN/dep/> '/VERB/ROOT/^ easy/ADJ/acomp/< than/ADP/prep/<"", 'Y/PROPN/pobj/<']]",70
H1069509131,middle_paths_unrestricted_16,"If Burstmedia is even better than Amazon, then Google has nothing to worry about.",Amazon,Google,BETTER,NONE,1.0,lex (unique),"If Burstmedia is even better than Amazon, then Google has nothing to', 'worry about.","[['X/PROPN/amod/> Y/PROPN/ROOT/^'], ['X/PROPN/amod/> then/ADV/advmod/V Y/PROPN/ROOT/^']]",81
H1078689787,middle_paths_unrestricted_16,I find Python much easier to read six months down the road than Perl is.,Python,Perl,NONE,BETTER,1.0,lex (unique),"I find Python much easier to read six months down the road than Perl', 'is.",[['NOPATH']],72
H1078706301,middle_paths_unrestricted_16,I find Sony one to be of better quality than Apple.,Sony,Apple,NONE,BETTER,1.0,lex (unique),I find Sony one to be of better quality than Apple.,"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ one/NUM/dobj/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ be/VERB/xcomp/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<']]",51
H1087976118,middle_paths_unrestricted_16,I found the JS and PHP lib easier to work with than the Java ones.,PHP,Java,NONE,BETTER,1.0,lex (unique),I found the JS and PHP lib easier to work with than the Java ones.,"[['X/PROPN/compound/> easy/ADJ/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/compound/> easy/ADJ/ROOT/^ the/DET/det/V Y/PROPN/pobj/<']]",66
H1098824612,middle_paths_unrestricted_16,"If the system works as Sony and its partners hope, they calculate that the PS3 will be able to process a trillion maths operations per second - the equivalent of 100 Intel Pentium 4 chips and 1,000 times faster than processing power of the PS2.",Sony,Intel,BETTER,NONE,1.0,lex (unique),"If the system works as Sony and its partners hope, they calculate that', 'the PS3 will be able to process a trillion maths operations per second', '- the equivalent of 100 Intel Pentium 4 chips and 1,000 times faster', 'than processing power of the PS2.","[['X/PROPN/nsubj/> hope/VERB/ROOT/^ calculate/VERB/ccomp/<', 'be/VERB/ccomp/< able/ADJ/acomp/< process/VERB/xcomp/<', 'operation/NOUN/dobj/< equivalent/NOUN/appos/< of/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> and/CONJ/cc/V hope/VERB/ROOT/^ calculate/VERB/ccomp/<', 'be/VERB/ccomp/< able/ADJ/acomp/< process/VERB/xcomp/<', 'operation/NOUN/dobj/< equivalent/NOUN/appos/< of/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> partner/NOUN/conj/V hope/VERB/ROOT/^', 'calculate/VERB/ccomp/< be/VERB/ccomp/< able/ADJ/acomp/<', 'process/VERB/xcomp/< operation/NOUN/dobj/< equivalent/NOUN/appos/<', 'of/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> hope/VERB/ROOT/^ calculate/VERB/ccomp/<', 'be/VERB/ccomp/< able/ADJ/acomp/< process/VERB/xcomp/<', 'operation/NOUN/dobj/< equivalent/NOUN/appos/< of/ADP/prep/<', '100/NUM/nummod/V Y/PROPN/pobj/<']]",244
H1107002747,middle_paths_unrestricted_16,"If you are like me, you understand that Ruby on Rails is way cooler these days, but do not feel ashamed to admit you're coding in PHP because sometimes it just gets the job done faster.",Ruby,PHP,BETTER,NONE,1.0,lex (unique),"If you are like me, you understand that Ruby on Rails is way cooler', ""these days, but do not feel ashamed to admit you're coding in PHP"", 'because sometimes it just gets the job done faster.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ feel/VERB/conj/< ashamed/ADJ/acomp/<', 'admit/VERB/xcomp/< cod/VERB/ccomp/< in/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> on/ADP/prep/V be/VERB/ROOT/^ feel/VERB/conj/<', 'ashamed/ADJ/acomp/< admit/VERB/xcomp/< cod/VERB/ccomp/< in/ADP/prep/<', 'Y/PROPN/pobj/<']]",185
H1110495877,middle_paths_unrestricted_16,If you definately need a system that you can be mobile with then just get a decent gaming laptop.,mobile,laptop,WORSE,NONE,1.0,lex (unique),"If you definately need a system that you can be mobile with then just', 'get a decent gaming laptop.","[['X/PROPN/nsubj/> get/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> with/ADP/prep/V get/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> get/VERB/ROOT/^ gaming/NOUN/compound/V Y/PROPN/dobj/<']]",97
H1113769613,middle_paths_unrestricted_16,"If you go with the Ford Transit Connect, you'll have a much easier time finding a large enough space to park than you will with the Nissan NV Cargo NV3500 HD.",Ford,Nissan,NONE,BETTER,1.0,lex (unique),"If you go with the Ford Transit Connect, you'll have a much easier"", 'time finding a large enough space to park than you will with the', 'Nissan NV Cargo NV3500 HD.","[['X/PROPN/compound/> have/VERB/ROOT/^ with/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> have/VERB/ROOT/^ with/ADP/prep/< the/DET/det/V', 'Y/PROPN/pobj/<']]",158
H1118106343,middle_paths_unrestricted_16,"If you mean GOFAI, I consider the Python sources of AIMA much easier to understand than the Lisp sources.",Python,Lisp,NONE,BETTER,1.0,lex (unique),"If you mean GOFAI, I consider the Python sources of AIMA much easier', 'to understand than the Lisp sources.","[['X/PROPN/compound/> easy/ADJ/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/compound/> easy/ADJ/ROOT/^ the/DET/det/V Y/PROPN/pobj/<']]",105
H1122323110,middle_paths_unrestricted_16,If you're so anti-Oracle you're better off using PostgreSQL.,Oracle,PostgreSQL,NONE,WORSE,0.8,lex (unique),If you're so anti-Oracle you're better off using PostgreSQL.,[['NOPATH']],60
H1122423627,middle_paths_unrestricted_16,"If you're talking about disc space issues, there are ds RPGs that are better than most ps3 RPGs.",ds,ps3,NONE,BETTER,1.0,lex (unique),"If you're talking about disc space issues, there are ds RPGs that are"", 'better than most ps3 RPGs.","[['X/PROPN/compound/> rpgs/NOUN/ROOT/^ be/VERB/relcl/< better/ADV/acomp/<', 'than/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> rpgs/NOUN/ROOT/^ be/VERB/relcl/< better/ADV/acomp/<', 'than/ADP/prep/< most/ADJ/amod/V Y/PROPN/pobj/<']]",96
H1125498318,middle_paths_unrestricted_16,"If you've been wondering why your Toshiba SSD benchmarks slower than someone else's Samsung, check to see what sort of data the benchmark tool is writing to the drive.",Toshiba,Samsung,BETTER,WORSE,1.0,lex (unique),"If you've been wondering why your Toshiba SSD benchmarks slower than"", ""someone else's Samsung, check to see what sort of data the benchmark"", 'tool is writing to the drive.","[['X/PROPN/compound/> benchmark/NOUN/ROOT/^ than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/compound/> benchmark/NOUN/ROOT/^ than/ADP/prep/<', 'someone/NOUN/poss/V Y/PROPN/pobj/<']]",167
H1131584535,middle_paths_unrestricted_16,I go to the amazon MP3 store (better than itunes.,amazon,itunes,NONE,BETTER,0.8,lex (unique),I go to the amazon MP3 store (better than itunes.,"[['X/PROPN/amod/> store/NOUN/ROOT/^ good/ADJ/amod/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",49
H1142363746,middle_paths_unrestricted_16,"I have a hard time believing that this team was worse than Villanova, Marquette, or missouri, to name a few of the other power conference teams that got the bubble nod while virginia Tech was overlooked once again.",missouri,virginia,BETTER,NONE,1.0,lex (unique),"I have a hard time believing that this team was worse than Villanova,', 'Marquette, or missouri, to name a few of the other power conference', 'teams that got the bubble nod while virginia Tech was overlooked once', 'again.","[['X/PROPN/nsubj/> name/VERB/ROOT/^ few/ADJ/dobj/< get/VERB/relcl/<', 'Y/PROPN/advcl/<'], ['X/PROPN/nsubj/> name/VERB/ROOT/^ few/ADJ/dobj/< get/VERB/relcl/<', 'while/ADP/mark/V Y/PROPN/advcl/<']]",214
H1155035480,middle_paths_unrestricted_16,I have seen PostgreSQL perform much better in areas that Oracle isn't very suitable.,PostgreSQL,Oracle,NONE,BETTER,0.6,lex (unique),"I have seen PostgreSQL perform much better in areas that Oracle isn't"", 'very suitable.",[['X/PROPN/nsubj/> perform/VERB/ROOT/^ that/ADJ/dobj/< Y/PROPN/nsubj/<']],84
H1172590489,middle_paths_unrestricted_16,I know I like Mello Yello (Coca-Cola product) better than Mountain Dew (Pepsi-Cola product) and have ever since I 1st tried Mello Yello and I'll only drink a Dew if I run out of Mello Yello here in Houston.,Coca-Cola,Pepsi,NONE,BETTER,0.6,lex (unique),"I know I like Mello Yello (Coca-Cola product) better than Mountain Dew', '(Pepsi-Cola product) and have ever since I 1st tried Mello Yello and', ""I'll only drink a Dew if I run out of Mello Yello here in Houston.","[['X/PROPN/compound/> product/NOUN/ROOT/^ good/ADJ/amod/< than/ADP/prep/<', 'dew/PROPN/pobj/< Y/PROPN/appos/<']]",206
H1173590712,middle_paths_unrestricted_16,"I know my 2000 Chrysler charges my phone faster than I can drain it, yet a friend's 20010 Toyota Matrix can't output enough power to charge the phone while using navigation.",Chrysler,Toyota,NONE,BETTER,0.8,lex (unique),"I know my 2000 Chrysler charges my phone faster than I can drain it,', ""yet a friend's 20010 Toyota Matrix can't output enough power to charge"", 'the phone while using navigation.","[['X/PROPN/nsubj/> charge/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> charge/VERB/ROOT/^ friend/NOUN/poss/V Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> charge/VERB/ROOT/^ 20010/NUM/nummod/V Y/PROPN/dobj/<']]",173
H1178653943,middle_paths_unrestricted_16,"I like Java better than Objective-C, and any coding practice you gain will be more widely applicable.",Java,Objective-C,NONE,BETTER,0.8,lex (unique),"I like Java better than Objective-C, and any coding practice you gain', 'will be more widely applicable.",[['NOPATH']],101
H1178654056,middle_paths_unrestricted_16,"I like Java very much but it causes severe RSI, so Groovy is a welcome addition it makes life easier for the 10% of the APIs/language we use 90% of the time.",Java,Groovy,NONE,WORSE,1.0,lex (unique),"I like Java very much but it causes severe RSI, so Groovy is a welcome', 'addition it makes life easier for the 10% of the APIs/language we use', '90% of the time.",[['NOPATH']],157
H1178737473,middle_paths_unrestricted_16,I like Microsoft better than Sony.,Microsoft,Sony,NONE,BETTER,0.8,lex (unique),I like Microsoft better than Sony.,[['NOPATH']],34
