,caption,sentence,object_a,object_b,predicted,gold,binary,occ
1551,"unigrams ('middle part', ExtractMiddlePart(processing=None))",What better ingredient to pair with cranberry juice than tea!,tea,juice,BETTER,NONE,False,2
1552,"unigrams ('middle part', ExtractMiddlePart(processing=None))","More open to possibilities that once seemed outlandish, Apple couldn't have found a better enterprise partner than IBM.",Apple,IBM,BETTER,NONE,False,2
1553,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I have no desire to argue that fox is any better or worse than cnn.,fox,cnn,WORSE,NONE,False,2
1554,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Soriano produced a steel prototype in Palo Alto that was never put into production - timber was easier.,steel,timber,NONE,WORSE,False,2
1555,"unigrams ('middle part', ExtractMiddlePart(processing=None))",There is nothing simple or readable about Python that can not be expressed better in JavaScript or Ruby for example..,Python,JavaScript,NONE,WORSE,False,2
1556,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I like the Bluetooth for use with a mouse and the USB 3 makes transferring data so much faster.,USB,Bluetooth,NONE,WORSE,False,2
1557,"unigrams ('middle part', ExtractMiddlePart(processing=None))","So then it comes down to Intel, will they provide another new SL9x00 CPU faster than 2.13 GHz for Apple?",Apple,Intel,BETTER,NONE,False,2
1558,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Not all users have automatic updates, but as users move from OS'es that don't (Windows XP) to ones that do (Windows 7 and Windows 8), it results in better security.",Windows XP,Windows 8,NONE,WORSE,False,2
1559,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I know, you might expect me to be a PHP-GTK fan, but Perl-GTK just seems nicer.",PHP,Perl,NONE,WORSE,False,2
1560,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Robert Kubica was second fastest in his BMW Sauber, just four-tenths shy of pace-setter Glock while Nico Rosberg posted the third best time just a fraction slower in his Williams Toyota.",Toyota,BMW,WORSE,NONE,False,2
1561,"unigrams ('middle part', ExtractMiddlePart(processing=None))",The wii was mostly built using faster but nearly identical processors as the gamecube.,wii,gamecube,WORSE,BETTER,False,1
1562,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I chose a BMW over a Ford Mondeo because it's better put together, more powerful, more comfortable and is more attractive (to me), for the same price (second hand, at the time).",Ford,BMW,NONE,BETTER,False,2
1563,"unigrams ('middle part', ExtractMiddlePart(processing=None))",JS is better than GWT? Scala is better for Java in the enterprise?,Java,Scala,BETTER,NONE,False,2
1564,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I think softball is harder than baseball in its own way.,baseball,softball,BETTER,WORSE,False,1
1565,"unigrams ('middle part', ExtractMiddlePart(processing=None))",":-) That said, MySQL still doesn't handle parallel load nearly as well as PostgreSQL, it's just better than it once was.",MySQL,PostgreSQL,NONE,WORSE,False,2
1566,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Can you Show How Groovy is ""Better Java""?",Java,Groovy,NONE,BETTER,False,2
1567,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Is football better than baseball?,football,baseball,BETTER,NONE,False,2
1568,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I'm not saying the ps3 is better or worse than the Xbox360 and wii.,wii,ps3,WORSE,NONE,False,2
1569,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Do I think google will score better than amazon?,google,amazon,BETTER,NONE,False,2
1570,"unigrams ('middle part', ExtractMiddlePart(processing=None))",According to many industry experts Windows Vista drains notebook battery life faster than Windows XP.,Windows XP,Windows Vista,BETTER,WORSE,False,1
1571,"unigrams ('middle part', ExtractMiddlePart(processing=None))","And while some of J.D. Power's top performers with shoppers also scored well with dealers -- Mercedes-Benz, Cadillac, Porsche, Volkswagen -- others NADA faves like Audi, Kia, and Honda fared poorly with consumers.",Audi,Mercedes-Benz,NONE,BETTER,False,2
1572,"unigrams ('middle part', ExtractMiddlePart(processing=None))","and dont even start with the ""Microsoft greed monopoly"" thing, Apple is 10X worse""",Microsoft,Apple,NONE,BETTER,False,2
1573,"unigrams ('middle part', ExtractMiddlePart(processing=None))","My original guess was that division might be slower because, for a lot of cases (such as 42/5) the results are non-Integer, so it has to use (mildly slower) Floating-point hardware to find the result.",Integer,Floating-point,WORSE,BETTER,False,1
1574,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Its Azure PaaS/IaaS platform hasn't overtaken Amazon yet in market share, but Microsoft has enjoyed nine straight quarters of growth at 10 percent or better .",Microsoft,Amazon,NONE,WORSE,False,2
1575,"unigrams ('middle part', ExtractMiddlePart(processing=None))","ACME, Mich. - General Motors Co., facing disappointing Chevrolet Volt sales, cut the starting price of the plug-in hybrid sedan by $5,000 to compete against the less- expensive and better-selling Toyota Prius and Nissan Leaf.",Toyota,Chevrolet,NONE,WORSE,False,2
1576,"unigrams ('middle part', ExtractMiddlePart(processing=None))","A second generation is planned for the mid-year point with Toshiba flash chips replacing the Samsung ones, and a Marvell controller, possibly a faster 6Gbit/s model.",Samsung,Toshiba,NONE,BETTER,False,2
1577,"unigrams ('middle part', ExtractMiddlePart(processing=None))","A migration to Windows 7 will likely be faster, but one to Windows 8 will have more longevity - Windows 7 support ends in January 2020, less than 6 years away, and organizations that are so late on Windows XP should not get into the same situation with end of Windows 7 support.",Windows XP,Windows 8,BETTER,NONE,False,2
1578,"unigrams ('middle part', ExtractMiddlePart(processing=None))",CUDA performance is 2X that of a GTX285 & OpenCL is 3X better.,CUDA,OpenCL,NONE,WORSE,False,2
1579,"unigrams ('middle part', ExtractMiddlePart(processing=None))","While it is certainly true that few companies posted big wins in the equity markets this week, it remains striking that Google underperformed Oracle, IBM, Apple, Microsoft, and Yahoo! (all of whom posted losses much closer to those of NASDAQ) and HP did even worse.",Google,IBM,NONE,WORSE,False,2
1580,"unigrams ('middle part', ExtractMiddlePart(processing=None))","If Microsoft wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and Amazon have done.",Microsoft,Amazon,NONE,WORSE,False,2
1581,"unigrams ('middle part', ExtractMiddlePart(processing=None))","People are in a serious mood of trolling in OTW! _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",Google,Kingston,NONE,BETTER,False,2
1582,"unigrams ('middle part', ExtractMiddlePart(processing=None))","For some reason baseball players think hitting a softball is 'easier.'""",baseball,softball,NONE,WORSE,False,2
1583,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Any software company wants as huge a target audience as possible, so for them it's much better to write OpenGL-based apps instead of apps based on Direct3D.",OpenGL,Direct3D,NONE,BETTER,False,1
1584,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I like this model since I can start (or even do local dev) on SQLite and if I need better performance/functionality I can switch to a bigger DB system (MySQL, postgres, etc) by changing a line in my configuration file.",MySQL,SQLite,NONE,WORSE,False,2
1585,"unigrams ('middle part', ExtractMiddlePart(processing=None))","We decided to code the account switching business logic on the back-end in Groovy, instead of Java as the rest of the back-end.The reason for thiswasreallythathavingoneprograminglanguage on a project is superior to havingtwo, especiallysince the new language is much more expressive and cool than the old one.Compilation of code base in twolanguages is slow.",Java,Groovy,NONE,BETTER,False,2
1586,"unigrams ('middle part', ExtractMiddlePart(processing=None))","As for parallel mode MySQL retained its performance while PostgreSQL/PostGIS introduced some decrease in performance while still performing faster, now by 27.5% .",MySQL,PostgreSQL,NONE,BETTER,False,2
1587,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Finally, the concept was perfected by Apple - and later poorly copied by Microsoft.",Microsoft,Apple,NONE,BETTER,False,2
1588,"unigrams ('middle part', ExtractMiddlePart(processing=None))","If OpenGL is faster, and it has a comparable feature set, and hardware support is excellent... why is Direct3D still the de facto API?",OpenGL,Direct3D,NONE,BETTER,False,1
1589,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Imagine how hard it will be for Intel to make the case that its chips are somehow worth the price tag when IBM, HP, Dell, and Sun are all selling faster, cheaper, more capable chips.",IBM,Intel,NONE,WORSE,False,2
1590,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I'll repeat with a GTX580 on the next tests - I imagine CUDA does not improve PP6 over FCPX when you have a faster, higher spec Nvidia card that also boosts OpenCL on FCPX.",CUDA,OpenCL,BETTER,NONE,False,2
1591,"unigrams ('middle part', ExtractMiddlePart(processing=None))","However, unlike Google Maps, a new (superior) version is downloadable via the Apple App Store.",Apple,Google,BETTER,NONE,False,2
1592,"unigrams ('middle part', ExtractMiddlePart(processing=None))",It's like giving up my Toyota because somebody promises that the new Ford is better.,Ford,Toyota,NONE,WORSE,False,2
1593,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Nikon, zeiss or schneider industrial optic but even quite often mainstream optic is able to beat most what Leica produces and for even better price.",Nikon,Leica,WORSE,BETTER,False,1
1594,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I can see why you would prefer Java to Python (speed), and Tcl (better language).",Java,Python,NONE,BETTER,False,2
1595,"unigrams ('middle part', ExtractMiddlePart(processing=None))",InfoQ : Are there specific features of Groovy that you feel make it better suited to Spring development than Java?,Java,Groovy,BETTER,NONE,False,2
1596,"unigrams ('middle part', ExtractMiddlePart(processing=None))","After all, who would play the 'wii' when there were much cooler names like playstation 3 and Xbox 360?",playstation,wii,NONE,WORSE,False,1
1597,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Ruby is arguably a nicer language once you know it, given PHP is an ugly piece of shit.",Ruby,PHP,NONE,BETTER,False,2
1598,"unigrams ('middle part', ExtractMiddlePart(processing=None))","And no, the Sony earbuds are smaller than the Apple earbuds (which have better sound) so they won't fit.",Apple,Sony,BETTER,WORSE,False,1
1599,"unigrams ('middle part', ExtractMiddlePart(processing=None))","By about a chapter into the PHP book, I was thinking ""holy crap, this language is uglier than Perl"".",PHP,Perl,BETTER,WORSE,False,1
1600,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Goodnight NetBeans, Hello Eclipse",Eclipse,NetBeans,NONE,WORSE,False,2
1601,"unigrams ('middle part', ExtractMiddlePart(processing=None))","It's light as aluminum, but harder than steel,"" he said.",steel,aluminum,WORSE,NONE,False,2
1602,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Did Microsoft just make Kinect better, while Sony neglected Move?",Microsoft,Sony,NONE,BETTER,False,2
1603,"unigrams ('middle part', ExtractMiddlePart(processing=None))",We obviously linked to youtube above even though hulu has superior quality and content.,youtube,hulu,NONE,WORSE,False,2
1604,"unigrams ('middle part', ExtractMiddlePart(processing=None))","IMHO Lisp is way too heavy on the parenthesis, a Java program is easier to read.",Java,Lisp,NONE,WORSE,False,2
