Concept,Source,Type
Kidekin TRNG,https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
OneRNG,https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
BitBabbler,https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
ubld.it TrueRNG,https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
appIncredible.com,https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
Australian National University[1],https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
Entropy as a Service,https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
Quantum TRNG Entropy as a Service,https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
EntropyPool,https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
HotBits,https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
Humboldt University of Berlin (registration required),https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
random.org,https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
randomnumbers.info,https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
Randomserver,https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
Ubuntu Pollinate,https://en.wikipedia.org/wiki/List_of_random_number_generators,randomnumber
AC'97,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
ACPI,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
AGP,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
AHCI,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Advanced Power Management (APM),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
AT Attachment,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
ATX,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
BIOS Boot Specification,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
BIOS Enhanced Disk Drive Specification (INT 13H),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Bluetooth,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Boot Integrity Services API,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
BTX Chassis Design Guidelines,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
BTX Interface Specification,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
BTX System Design Guide,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Chassis Air Guide (CAG),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
CompactFlash (CF),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Common Building Block (for notebooks),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Desktop and mobile Architecture for System Hardware (DASH),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Desktop Management Interface (DMI),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
DDC/CI,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
DisplayPort,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
DVI,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Enhanced Display Data Channel (E-DDC),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Double data rate synchronous dynamic random access memory (DDR SDRAM),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Display Power Management Signaling (DPMS),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
El Torito,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Energy Star,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Extended Industry Standard Architecture (EISA),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Enthusiast System Architecture (ESA),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Extensible Firmware Interface (EFI),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Embedded Technology eXtended (ETX),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
EDID,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
FireWire (IEEE 1394),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
HDMI,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
HyperTransport (HT),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
I²C,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
I2O,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Industry Standard Architecture (ISA),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
"Integrated Drive Electronics (IDE, ATA/ATAPI, PATA)",https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Intelligent Platform Management Interface (IPMI),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Micro Channel Architecture (MCA),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
MultiProcessor Specification (MPS),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
NVM Express,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
ONFI,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
PCI,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
PC Card,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
PCI-X,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
PCI Express (PCIe),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
PMBus,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
POST Memory Manager (PMM),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Preboot Execution Environment (PXE),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
RAID,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Small Computer System Interface SCSI,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Serial ATA (SATA),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Shuttle PCB Assembly (SPA) for notebook motherboards,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Simple Boot Flag Specification,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Simple Firmware Interface (SFI),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
System Management BIOS (SMBIOS),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
System Management Bus (SMBus),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Trusted Platform Module (TPM),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
TWAIN,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
VESA BIOS Extensions (VBE),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
UEFI Platform Initialization Specification,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
UEFI Specification,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
UEFI Shell Specification,https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Unified Display Interface (UDI),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
Universal Serial Bus (USB),https://en.wikipedia.org/wiki/List_of_computer_standards,hardware
American Standard Code For Information Interchange,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Atom,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Cascading Style Sheets (CSS),https://en.wikipedia.org/wiki/List_of_computer_standards,software
COLLADA,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Common Information Model (CIM),https://en.wikipedia.org/wiki/List_of_computer_standards,software
Common Gateway Interface (CGI),https://en.wikipedia.org/wiki/List_of_computer_standards,software
DocBook,https://en.wikipedia.org/wiki/List_of_computer_standards,software
ECMAScript,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Executable and Linking Format (ELF),https://en.wikipedia.org/wiki/List_of_computer_standards,software
Filesystem Hierarchy Standard (FHS),https://en.wikipedia.org/wiki/List_of_computer_standards,software
HTML,https://en.wikipedia.org/wiki/List_of_computer_standards,software
HTTP,https://en.wikipedia.org/wiki/List_of_computer_standards,software
ICC profile,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Linux Standard Base (LSB),https://en.wikipedia.org/wiki/List_of_computer_standards,software
MathML,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Message Passing Interface (MPI),https://en.wikipedia.org/wiki/List_of_computer_standards,software
Metalink,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Multiboot Specification,https://en.wikipedia.org/wiki/List_of_computer_standards,software
OAuth,https://en.wikipedia.org/wiki/List_of_computer_standards,software
OEmbed,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Office Open XML,https://en.wikipedia.org/wiki/List_of_computer_standards,software
OpenAL,https://en.wikipedia.org/wiki/List_of_computer_standards,software
OpenCL,https://en.wikipedia.org/wiki/List_of_computer_standards,software
OpenDocument (ODF),https://en.wikipedia.org/wiki/List_of_computer_standards,software
OpenEXR,https://en.wikipedia.org/wiki/List_of_computer_standards,software
OpenGL,https://en.wikipedia.org/wiki/List_of_computer_standards,software
OpenGL ES,https://en.wikipedia.org/wiki/List_of_computer_standards,software
OpenML,https://en.wikipedia.org/wiki/List_of_computer_standards,software
OpenSL ES,https://en.wikipedia.org/wiki/List_of_computer_standards,software
OpenVG,https://en.wikipedia.org/wiki/List_of_computer_standards,software
OpenWF,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Open XML Paper Specification,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Portable Document Format (PDF),https://en.wikipedia.org/wiki/List_of_computer_standards,software
Portable Network Graphics (PNG),https://en.wikipedia.org/wiki/List_of_computer_standards,software
POSIX,https://en.wikipedia.org/wiki/List_of_computer_standards,software
PostScript,https://en.wikipedia.org/wiki/List_of_computer_standards,software
RenderMan (RISpec),https://en.wikipedia.org/wiki/List_of_computer_standards,software
Rich Text Format (RTF),https://en.wikipedia.org/wiki/List_of_computer_standards,software
RSS,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Security Assertion Markup Language (SAML),https://en.wikipedia.org/wiki/List_of_computer_standards,software
Scalable Vector Graphics (SVG),https://en.wikipedia.org/wiki/List_of_computer_standards,software
Simple Network Management Protocol (SNMP),https://en.wikipedia.org/wiki/List_of_computer_standards,software
Single UNIX Specification (SUS),https://en.wikipedia.org/wiki/List_of_computer_standards,software
SOAP,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Standard Configuration File Format,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Storage Management Initiative - Specification (SMI-S),https://en.wikipedia.org/wiki/List_of_computer_standards,software
Synchronized Multimedia Integration Language (SMIL),https://en.wikipedia.org/wiki/List_of_computer_standards,software
SyncML,https://en.wikipedia.org/wiki/List_of_computer_standards,software
SQL,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Transport Layer Security (TLS),https://en.wikipedia.org/wiki/List_of_computer_standards,software
Unified Modeling Language (UML),https://en.wikipedia.org/wiki/List_of_computer_standards,software
Unicode,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Universal 3D (U3D),https://en.wikipedia.org/wiki/List_of_computer_standards,software
Universal Disk Format (UDF),https://en.wikipedia.org/wiki/List_of_computer_standards,software
WebGL,https://en.wikipedia.org/wiki/List_of_computer_standards,software
Wireless Application Protocol (WAP),https://en.wikipedia.org/wiki/List_of_computer_standards,software
Wireless Markup Language (WML),https://en.wikipedia.org/wiki/List_of_computer_standards,software
XHTML,https://en.wikipedia.org/wiki/List_of_computer_standards,software
XML,https://en.wikipedia.org/wiki/List_of_computer_standards,software
A# .NET,https://en.wikipedia.org/wiki/List_of_programming_languages,language
A# (Axiom),https://en.wikipedia.org/wiki/List_of_programming_languages,language
A-0 System,https://en.wikipedia.org/wiki/List_of_programming_languages,language
A+,https://en.wikipedia.org/wiki/List_of_programming_languages,language
A++,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ABAP,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ABC,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ABC ALGOL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ABSET,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ABSYS,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ACC,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Accent,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Ace DASL (Distributed Application Specification Language),https://en.wikipedia.org/wiki/List_of_programming_languages,language
ACL2,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ACT-III,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Action!,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ActionScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Ada,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Adenine,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Agda,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Agilent VEE,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Agora,https://en.wikipedia.org/wiki/List_of_programming_languages,language
AIMMS,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Aldor,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Alef,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ALF,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ALGOL 58,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ALGOL 60,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ALGOL 68,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ALGOL W,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Alice,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Alma-0,https://en.wikipedia.org/wiki/List_of_programming_languages,language
AmbientTalk,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Amiga E,https://en.wikipedia.org/wiki/List_of_programming_languages,language
AMOS,https://en.wikipedia.org/wiki/List_of_programming_languages,language
AMPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
AngelScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Apex (Salesforce.com),https://en.wikipedia.org/wiki/List_of_programming_languages,language
