,id,caption,sentence,object_a,object_b,predicted,gold,most_frequent_percentage,origin,sentencer,paths,idr,s_len
1809,761,middle_paths_unrestricted_16,"Host georgia Tech took the second-round lead at 12-under 548, a shot better than top-ranked california in second.",georgia,california,NONE,BETTER,1.0,lex (unique),"There are many things that I can do faster in Perl than in Java, C,', 'C++, or various other languages.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<']]",Q2639032989,113
1811,1019,middle_paths_unrestricted_16,My hockey team was worse than my basketball team.,hockey,basketball,BETTER,WORSE,1.0,lex (unique),"Although buying a Kentucky-built Toyota is better than buying a', ""Stuttgart-built BMW, it's still a long way from supporting your own"", 'country.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'buy/VERB/pcomp/< Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'buy/VERB/pcomp/< build/VERB/amod/V Y/PROPN/dobj/<']]",B222903935,49
1815,601,middle_paths_unrestricted_16,"Drinking fluids - milk-based fluids may be easier to tolerate than acidic liquids, such as juice or soda.",milk,soda,NONE,BETTER,0.8,lex (unique),"The thing is that when I look at Ruby, or maybe Groovy or Scala is', ""even better since they're closer to Java, these languages have sets of"", 'features that support each other.","[[""X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< 're/VERB/advcl/<"", 'close/ADJ/acomp/< to/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> or/CONJ/cc/V be/VERB/ROOT/^ good/ADJ/acomp/<', ""'re/VERB/advcl/< close/ADJ/acomp/< to/ADP/prep/< Y/PROPN/pobj/<""], ['X/PROPN/nsubj/> scala/PROPN/conj/V be/VERB/ROOT/^ good/ADJ/acomp/<', ""'re/VERB/advcl/< close/ADJ/acomp/< to/ADP/prep/< Y/PROPN/pobj/<""]]",Q2736487353,105
1816,232,middle_paths_unrestricted_16,"Dell, at that historical point in the game at least, was probably better at running a supply chain and manufacturing than Apple.",Dell,Apple,NONE,BETTER,1.0,lex (unique),"Rather than pack in ever more pixels or flex its screens , Sony is', 'rolling out a number of technical and design tweaks aimed to make', 'their benchmark-setting UHD televisions even better this year-and that', ""includes a brand spankin' new OS powered by Google.","[['X/PROPN/nsubj/> roll/VERB/ROOT/^ include/VERB/conj/<', 'spankin/NOUN/dobj/< o/NOUN/appos/< power/VERB/acl/< by/ADP/agent/<', 'Y/PROPN/pobj/<']]",M2067883798,128
1817,758,middle_paths_unrestricted_16,"(In saying that, at least they were successful to begin with - I recall seeing similar stupidity from Siemens, who've never been anywhere near as good at making decent phones as Nokia, and whose reaction to having inadvertently produced a decent handset was to panic and junk it before anyone had time to notice...)",Siemens,Nokia,BETTER,WORSE,1.0,lex (unique),"Sony is finally moving away from propriety standards, with Apple it', 'would end up being worse than ever before.",[['X/PROPN/nsubj/> move/VERB/ROOT/^ with/ADP/prep/< Y/PROPN/pobj/<']],N2262584159,315
1818,621,middle_paths_unrestricted_16,Lisa Su and David Cummings mentioned the OpenCL way that is the path of choice for FirePro cards and how the open compute platform provides better flexibility than CUDA and Quadro/Tesla counterparts.,OpenCL,CUDA,NONE,BETTER,1.0,lex (unique),"Final note: Without the transfers last year, missouri likely is worse', 'than South carolina and Miss.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ bad/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ bad/ADJ/acomp/< than/ADP/prep/<', 'south/PROPN/compound/V Y/PROPN/pobj/<']]",E716992867,199
1819,582,middle_paths_unrestricted_16,"The Lexus was too cramped in the back, the Audi new model was ""around the corner"" and the BMW too poorly specified as well as too common.",Lexus,Audi,WORSE,NONE,1.0,lex (unique),They aren't Toyota and Honda.,"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",Q2772565086,137
1820,659,middle_paths_unrestricted_16,"However, I learnt that pennsylvania has better weather when compared to michigan.",pennsylvania,michigan,NONE,BETTER,1.0,lex (unique),"These include Motorola, Samsung and Nokia .",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],Q2699959996,81
1822,2368,middle_paths_unrestricted_16,"Survey indicates Windows Phone, Nokia, draws better customer ratings than Android and Samsung",Nokia,Samsung,NONE,BETTER,0.8,lex (unique),"I play football, basketball, and am trying to get better at lacrosse.","[['X/PROPN/nsubj/> try/VERB/ROOT/^ get/VERB/xcomp/< at/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> basketball/NOUN/conj/V try/VERB/ROOT/^', 'get/VERB/xcomp/< at/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> and/CONJ/cc/V try/VERB/ROOT/^ get/VERB/xcomp/<', 'at/ADP/prep/< Y/PROPN/pobj/<']]",I1329664494,93
1825,889,middle_paths_unrestricted_16,"Nokia CBD is better than this overrated, defective Super Amoled by Samsung.",Nokia,Samsung,NONE,BETTER,1.0,lex (unique),"CUDA is still strong because it has better support, but we all want', 'OpenCL to win out in the long run (even if they have to update it', 'majorly before that happens)",[['X/PROPN/nsubj/> be/VERB/ROOT/^ want/VERB/conj/< Y/PROPN/dobj/<']],D538988864,75
1826,437,middle_paths_unrestricted_16,"The lens from Sigma just as good(or better) as any other lenses from Nikon , Cannon or Minolta.",Sigma,Nikon,NONE,BETTER,1.0,lex (unique),"Hell, I think Perl is faster at string manipulation than Java is, and', ""it's a hell of a lot easier.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",F889036509,95
1827,939,middle_paths_unrestricted_16,New Ferrari better than 2009 Renault - Alonso,Ferrari,Renault,NONE,BETTER,0.8,lex (unique),"Does your source know if Apple will collaborate with Amazon for a', 'better version of the Kindle?",[['X/PROPN/nsubj/> collaborate/VERB/ROOT/^ with/ADP/prep/< Y/PROPN/pobj/<']],E594704008,45
1829,171,middle_paths_unrestricted_16,"In CR's Annual Car Reliability Survey, the Ford Fusion and Mercury Milan sedans scored slightly better than the Honda Accord V6 and Toyota Camry V6.",Ford,Honda,WORSE,BETTER,1.0,lex (unique),"We provide these motorcycle HID conversion kits for all reputed bikes', 'such as Harley Davidsons, Ducati, Suzuki, Yamaha, BMW, Honda, Kawasaki', 'or any other renowned company HID bulbs replaced the halogen bulbs by', 'giving superior services.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],S3076164326,148
1834,1181,middle_paths_unrestricted_16,I know I like Mello Yello (Coca-Cola product) better than Mountain Dew (Pepsi-Cola product) and have ever since I 1st tried Mello Yello and I'll only drink a Dew if I run out of Mello Yello here in Houston.,Coca-Cola,Pepsi,NONE,BETTER,1.0,lex (unique),"P.S mit and stanford have higher acceptance to applicant ratio than', ""IIT's but still provide better students and Noble Laureats.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",M2047701284,206
1836,1942,middle_paths_unrestricted_16,"Intel says that the new powerful Chromebooks will be able to easily load rich web apps up to four times faster faster as well as boost performance for Google Hangouts with multiple parties, making it more acceptable for video conferencing while on-the-go.",Intel,Google,BETTER,NONE,0.6,lex (unique),Oracle MySQL & Database 12C,[['X/PROPN/compound/> Y/PROPN/ROOT/^']],M1926920083,255
1837,333,middle_paths_unrestricted_16,I find Python much easier to read six months down the road than Perl is.,Python,Perl,NONE,BETTER,1.0,lex (unique),"Dubbed the ""One"", we can confirm that it will have Wi-Fi connectivity,', 'Ethernet networking, a solid-state hard drive, at least two USB ports', 'and audio jacks.","[['X/PROPN/compound/> networking/NOUN/ROOT/^ drive/NOUN/conj/<', 'Y/PROPN/appos/<'], ['X/PROPN/compound/> networking/NOUN/ROOT/^ drive/NOUN/conj/<', 'two/NUM/nummod/V Y/PROPN/appos/<']]",E617936342,72
1839,1172,middle_paths_unrestricted_16,Fantasy football is now a memory and the transition to fantasy golf couldn't come at a better time.,football,golf,BETTER,NONE,0.8,lex (unique),"Making matters worse for the company is the fact that its sales were', 'eclipsed last month by Chrysler Group LLC, an automaker that almost', 'ceased to exist a couple of years ago and one which historically has', 'always trailed far behind Toyota.","[['X/PROPN/compound/> llc/PROPN/ROOT/^ trail/VERB/relcl/<', 'behind/ADP/prep/< Y/PROPN/pobj/<']]",K1667848424,99
1840,1504,middle_paths_unrestricted_16,"If the system works as Sony and its partners hope, they calculate that the PS3 will be able to process a trillion maths operations per second - the equivalent of 100 Intel Pentium 4 chips and 1,000 times faster than processing power of the PS2.",Sony,Intel,BETTER,NONE,1.0,lex (unique),"With Netflix,\xa0hulu, amazon and others pushing harder into the game,', 'this needs to be addressed immediately across all categories.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],T3194960478,244
1843,208,middle_paths_unrestricted_16,She enjoys pointing out how much nicer the weather is in california compared to michigan.,california,michigan,NONE,BETTER,1.0,lex (unique),"The apps, however, are rated very poorly by users in itunes and google', 'Play stores.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",O2403567997,89
1844,162,middle_paths_unrestricted_16,"Not only is Coca-Cola the perfect thirst-quencher, and far superior to Pepsi, it literally has the power to bring the dead back to life.",Coca-Cola,Pepsi,NONE,BETTER,1.0,lex (unique),"For desktops, notebooks, and tablets, Haswell brings slightly improved', 'computing performance and the option of significantly better video', 'along with hardware support for Direct3D 11.1 and OpenGL 4.0.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ 11.1/NUM/nummod/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",F740192941,136
1845,1385,middle_paths_unrestricted_16,"Google is a great, long-term play,"" adding that it's probably a safer investment than Apple.",Google,Apple,NONE,BETTER,1.0,lex (unique),"Nothing goes better with pizza, steak or gagh than a good bottle of', 'red wine.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],L1831505341,92
1846,1982,middle_paths_unrestricted_16,"I know, you might expect me to be a PHP-GTK fan, but Perl-GTK just seems nicer.",PHP,Perl,NONE,WORSE,0.8,lex (unique),"amazon played their cards right on this one I love apple and all their', 'products but you have to admit apple is a little big headed right now,', 'just like they caught microsoft ,Dell, Sony etc sleeping I think', 'amazon just caught them , they can try to play the ipad 3 shortage', 'game like they did for the ipad 2 if they want they just better hope', 'they sell enough to break even.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],B231907232,79
1853,1041,middle_paths_unrestricted_16,My roommate likes Bash for his scripting needs but I think Python is a better glue language.,Bash,Python,NONE,WORSE,1.0,lex (unique),"Solid programming skills in at least one compiled and interpreted', 'language, preferably Python and/or Java.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/or/CONJ/cc/V Y/PROPN/conj/<']]",N2243695144,92
1855,2229,middle_paths_unrestricted_16,"Why is Honda still in F1? Like Toyota, year-in-and-year-out they continue to show they are inferior to Ferrari, Mercedes, BMW and Renault.",Honda,BMW,NONE,WORSE,1.0,lex (unique),"Apple, Google, Microsoft, Amazon, Hewlett-Packard, and Research In', 'Motion all agreed that they would require developers to include', 'privacy policies in their apps, so users would be better informed', 'about how their data was used.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],B326196660,138
1857,1984,middle_paths_unrestricted_16,plywood doesn't need to breath like lumber so leaving raw will only make it rot faster.,plywood,lumber,BETTER,NONE,1.0,lex (unique),"Groovy - a very powerful object oriented language that extends Java', 'while making it much easier to use for analytic programmers that are', 'used to languages like SAS.","[['X/PROPN/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ object/NOUN/appos/V Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ language/NOUN/appos/V Y/PROPN/dobj/<']]",F835979386,87
1859,1885,middle_paths_unrestricted_16,How soon until Swift eclipses Objective-C entirely?,Swift,Objective-C,BETTER,NONE,0.4,lex (unique),"The SSS PTS was developed by SNIA with representatives of more than 40', 'solid state drive (SSD) and storage system companies including Intel,', 'IBM and Seagate.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],Q2720222648,51
1863,2151,middle_paths_unrestricted_16,"The developers explained that Direct3D, the 3D component of DirectX, was a miserable hack and was very much inferior to OpenGL",Direct3D,OpenGL,BETTER,WORSE,1.0,lex (unique),"Fun football rivalry, solid basketball team.","[['X/PROPN/compound/> rivalry/NOUN/ROOT/^ Y/PROPN/npadvmod/<'], ['X/PROPN/compound/> rivalry/NOUN/ROOT/^ solid/ADJ/amod/V', 'Y/PROPN/npadvmod/<']]",F790367966,126
1864,2381,middle_paths_unrestricted_16,"The experience of floating around the menus themselves was more or less decent-Google has a simple platform to give manufacturers like Sony, and getting from, say, Search to Applications, was easy enough.",Google,Sony,BETTER,NONE,1.0,lex (unique),"Exactly like Windows XP and 7 and nothing like Windows 8. but with', 'better performance","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ nothing/NOUN/conj/V Y/PROPN/pobj/<']]",E682491354,204
1867,1473,middle_paths_unrestricted_16,"For me, google+ is better than facebook.",google,facebook,NONE,BETTER,1.0,lex (unique),Object-Oriented (Eiffel/Smalltalk/Java/C++) -- 1c.,[['NOPATH']],L1859926605,40
1869,2280,middle_paths_unrestricted_16,It is why BMW are doing so much better then Ford and Toyota for the moment at least.......they are selling the cars to Doctors and high end civil servents who retain some credit capacity......but if the ship of state defaults ?,BMW,Ford,WORSE,BETTER,1.0,lex (unique),"but I think that georgia, WVU, oregon, LSU, and Alabama are all easily', 'better than them.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ wvu/PROPN/conj/V Y/PROPN/conj/<']]",D396656579,227
1871,1349,middle_paths_unrestricted_16,In the same ballpark are Haskell (and maybe in the future Python) iff their compilers generate better structures because the task is better formally defined.,Haskell,Python,BETTER,NONE,1.0,lex (unique),It is not really correct to ask why Python is slower than Java/C#.,"[['X/PROPN/nsubj/> be/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",J1411082644,157
1875,2027,middle_paths_unrestricted_16,I so much disagree... PHP safer than Perl?,PHP,Perl,NONE,BETTER,1.0,lex (unique),"The DL320 G5 also has better hot-plug SATA and SAS options than the', 'equivalent Dell and IBM servers.""","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",P2466182124,42
1876,2059,middle_paths_unrestricted_16,Is PHP better than Perl? - Discuss.,PHP,Perl,NONE,BETTER,1.0,lex (unique),"WPFP recommends several ways that states across the country can learn', 'from the handful of states that successfully use CACG to serve the', 'harder-to-reach out-of-school groups, with georgia, Texas, New Jersey,', 'and oregon leading the way.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ texas/PROPN/appos/V Y/PROPN/conj/<']]",T3214638097,35
1877,1831,middle_paths_unrestricted_16,One dilemma: How do you make sure coal states like Kentucky and West virginia are not hit harder than clean-energy states like Arizona and california?,virginia,california,BETTER,NONE,0.6,lex (unique),"It should move even faster to add the University of missouri, West', 'virginia, and Louisville to consolidate its power.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ west/PROPN/compound/V Y/PROPN/conj/<']]",J1451748104,150
1880,1344,middle_paths_unrestricted_16,The problem is that Groovy makes it a lot easier to make a hash of a program than does Java.,Groovy,Java,NONE,BETTER,1.0,lex (unique),This makes Python a better choice for general programming than PHP,"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ choice/NOUN/dobj/V Y/PROPN/pobj/<']]",R2852439771,92
1882,2193,middle_paths_unrestricted_16,"Fortunately, I got Verizon wireless broadband for my laptop today and it works OK from my uncle's farm, better than the cell phone, which works poorly.",laptop,phone,NONE,BETTER,1.0,lex (unique),"SQLite 2.7.6 is often faster (sometimes more than twice as fast) than', 'MySQL 3.23.41",[['X/PROPN/compound/> be/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<']],O2288673489,151
1883,849,middle_paths_unrestricted_16,"Hell, even a Python/Psyco combo would be infinitely better in that area than PHP.",Python,PHP,NONE,BETTER,0.8,lex (unique),"Lang, a talented tennis player and an even better basketball player,', 'liked her busy schedule.","[['X/ADJ/amod/> player/NOUN/ROOT/^ Y/PROPN/conj/<'], ['X/ADJ/amod/> player/NOUN/ROOT/^ an/DET/det/V Y/PROPN/conj/<'], ['X/ADJ/amod/> player/NOUN/ROOT/^ good/ADJ/amod/V Y/PROPN/conj/<']]",K1600050186,81
1885,202,middle_paths_unrestricted_16,"In fact, the NHTSA says that traveling by school bus is seven times safer than traveling by car or truck.",bus,truck,NONE,BETTER,1.0,lex (unique),"Not to say, Canon also have lousy auto ISO system, Sigma quality 24-70', 'and 70-200, very high read noise (low dynamic range), inferior entry', 'level lenses compared to Nikon, and many more.",[['X/ADJ/amod/> compare/VERB/ROOT/^ Y/PROPN/pobj/<']],L1839696258,105
1886,1808,middle_paths_unrestricted_16,Like Ruby but Java like.,Ruby,Java,WORSE,NONE,1.0,lex (unique),"And if Google, Microsoft et al help, even better.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],B257259255,24
1887,579,middle_paths_unrestricted_16,"Merging SW development effort with Intel did not work out, and outsourcing OS to Microsoft is going even worse.",Intel,Microsoft,BETTER,NONE,1.0,lex (unique),+%%EXAMPLESDIR%%/%%PORTVERSION%%/Ruby/Java/example.i,[['NOPATH']],E683200389,111
1890,285,middle_paths_unrestricted_16,Right now Apple is worse then Microsoft ever was.,Apple,Microsoft,BETTER,WORSE,0.8,lex (unique),Python is a better language than JavaScript.,"[['X/PROPN/nsubj/> be/VERB/ROOT/^ language/NOUN/attr/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",M2054184500,49
