id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
A69976353,jbt,ds,ps2,360 does better in the US but the ds and the ps2 are still beating it.,0.6467,1.0,0,0,5,NONE,5,3,2,"360 does better in the US but the <span style=""color: #9A14B2; font-weight: bold"">ds:[OBJECT_A]</span> and the <span style=""color: #6CB219; font-weight: bold"">ps2:[OBJECT_B]</span> are still beating it.",5,0.78802,1.0
M1956990044,compsci,Ethernet,Bluetooth,"Overall I am quite satisfied with my purchase, but for individuals capable of spending $1k for a laptop, the other features that I mentioned that are needed: INTEGRATED Bluetooth WIRELESS N GIGABIT Ethernet BETTER SPEAKERS ADDITIONAL RAM EXTENDED-LIFE BATTERY would make these units a 5-STAR and should only add $250 to the cost of the unit.",1.0,1.0,0,0,5,NONE,5,3,2,"Overall I am quite satisfied with my purchase, but for individuals capable of spending $1k for a laptop, the other features that I mentioned that are needed: INTEGRATED <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> WIRELESS N GIGABIT <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> BETTER SPEAKERS ADDITIONAL RAM EXTENDED-LIFE BATTERY would make these units a 5-STAR and should only add $250 to the cost of the unit.",5,1.0,1.0
G992077293,brands,Intel,Hewlett-Packard,HP (Hewlett-Packard) Intel Xeon 3.0GHz Processor - Upgrade,1.0,1.0,0,0,5,NONE,5,3,2,"HP (<span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span>) <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Xeon 3.0GHz Processor - Upgrade",5,1.0,1.0
S3114288029,jbt,wedding,birthday,":) what's better than celebrating your birthday at a wedding, in an Indian temple!?",1.0,1.0,0,0,5,NONE,5,3,2,":) what's better than celebrating your <span style=""color: #9A14B2; font-weight: bold"">birthday:[OBJECT_A]</span> at a <span style=""color: #6CB219; font-weight: bold"">wedding:[OBJECT_B]</span>, in an Indian temple!?",5,1.0,1.0
H1151085695,jbt,fox,cnn,I have no desire to argue that fox is any better or worse than cnn.,0.6828,1.0,0,0,5,NONE,5,3,2,"I have no desire to argue that <span style=""color: #9A14B2; font-weight: bold"">fox:[OBJECT_A]</span> is any better or worse than <span style=""color: #6CB219; font-weight: bold"">cnn:[OBJECT_B]</span>.",5,0.80968,1.0
O2431324027,brands,Coca-Cola,Pepsi,The Center of Environmental Health's recent testing found that Coca-Cola did a much better job of cleaning up their act than Pepsi.,1.0,1.0,5,0,0,BETTER,5,3,2,"The Center of Environmental Health's recent testing found that <span style=""color: #9A14B2; font-weight: bold"">Coca-Cola:[OBJECT_A]</span> did a much better job of cleaning up their act than <span style=""color: #6CB219; font-weight: bold"">Pepsi:[OBJECT_B]</span>.",5,1.0,1.0
R2849215469,compsci,Windows XP,Windows 98,"This is why it is easier to install Windows 98 first, then Windows XP.",0.6769,1.0,4,0,1,BETTER,4,3,2,"This is why it is easier to install <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span> first, then <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>.",5,0.80614,0.8
I1398131847,compsci,USB,Bluetooth,"It includes a fast 128GB solid-state drive, Bluetooth, HDMI and VGA output, Intel wireless-display support, and USB 3.0.",1.0,1.0,0,0,5,NONE,5,3,2,"It includes a fast 128GB solid-state drive, <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, HDMI and VGA output, Intel wireless-display support, and <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> 3.0.",5,1.0,1.0
J1562648909,compsci,Java,Scala,JS is better than GWT? Scala is better for Java in the enterprise?,0.7325,0.5371,1,0,4,NONE,4,3,2,"JS is better than GWT? <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is better for <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> in the enterprise?",5,0.65434,0.8
F801810445,brands,Apple,Amazon,"Generally speaking Apple does far better with digital content around the globe than Amazon, Google or Microsoft.",1.0,1.0,5,0,0,BETTER,5,3,2,"Generally speaking <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> does far better with digital content around the globe than <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>, Google or Microsoft.",5,1.0,1.0
E617166925,jbt,ds,psp,ds and psp games.,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">ds:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">psp:[OBJECT_B]</span> games.",5,1.0,1.0
T3192374435,brands,Ford,Honda,"With immense competition and reliability a given, Honda will continue to bleed market share with GM, Ford, Hyundai and VW making better cars.",0.6374,1.0,0,3,2,WORSE,3,3,2,"With immense competition and reliability a given, <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> will continue to bleed market share with GM, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span>, Hyundai and VW making better cars.",5,0.78244,0.6
S3038843040,jbt,wedding,birthday,wedding gifts are worse than birthday gifts or other thoughtful gestures given freely.,1.0,1.0,0,5,0,WORSE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">wedding:[OBJECT_A]</span> gifts are worse than <span style=""color: #6CB219; font-weight: bold"">birthday:[OBJECT_B]</span> gifts or other thoughtful gestures given freely.",5,1.0,1.0
T3275535519,compsci,PHP,Perl,"You should have a decent grasp of the Perl programming language, or else a solid grasp of another programming language (C, PHP, etc.).",1.0,1.0,0,0,5,NONE,5,3,2,"You should have a decent grasp of the <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> programming language, or else a solid grasp of another programming language (C, <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>, etc.).",5,1.0,1.0
I1371192429,compsci,Windows XP,Windows Vista,It definitely runs better on Windows 7 than on Windows XP or Windows Vista.,1.0,1.0,0,0,5,NONE,5,3,2,"It definitely runs better on Windows 7 than on <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span>.",5,1.0,1.0
K1604521684,brands,Apple,Sony,Last time I checked Apple had 3% market share (Personal Computers) Sony does better.,1.0,1.0,0,5,0,WORSE,5,3,2,"Last time I checked <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> had 3% market share (Personal Computers) <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> does better.",5,1.0,1.0
G926689903,compsci,Java,Smalltalk,"He used Oracle, DB2, Smalltalk, COBOL, Java, CGI/Perl, C.",1.0,1.0,0,0,5,NONE,5,3,2,"He used Oracle, DB2, <span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span>, COBOL, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, CGI/Perl, C.",5,1.0,1.0
Q2642961765,jbt,virginia,oregon,"There are still some backs who could move into first-round contention -- Justin Fargas (Southern California), Lee Suggs (virginia Tech) and Onterrio Smith (oregon) -- but Johnson certainly helped himself with a superior workout.",1.0,1.0,0,0,5,NONE,5,3,2,"There are still some backs who could move into first-round contention -- Justin Fargas (Southern California), Lee Suggs (<span style=""color: #9A14B2; font-weight: bold"">virginia:[OBJECT_A]</span> Tech) and Onterrio Smith (<span style=""color: #6CB219; font-weight: bold"">oregon:[OBJECT_B]</span>) -- but Johnson certainly helped himself with a superior workout.",5,1.0,1.0
S3000518146,jbt,steel,concrete,"Very unique & solid built, one level steel Frame & concrete construction.",1.0,1.0,0,0,6,NONE,6,4,2,"Very unique & solid built, one level <span style=""color: #9A14B2; font-weight: bold"">steel:[OBJECT_A]</span> Frame & <span style=""color: #6CB219; font-weight: bold"">concrete:[OBJECT_B]</span> construction.",6,1.0,1.0
F777100071,jbt,carolina,missouri,Fresno St. is very good and Troy is apparently a lot better than anyone thought (wins over Marshall and missouri and a close game at South carolina).,1.0,0.5188,1,0,4,NONE,4,3,2,"Fresno St. is very good and Troy is apparently a lot better than anyone thought (wins over Marshall and <span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span> and a close game at South <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span>).",5,0.80752,0.8
E585652125,jbt,pizza,steak,Disc 3. Weeknight workhorses -- Thanksgiving turkey -- Easier Italian favorites -- steak frites -- Shrimp in a skillet -- Deep-dish pizza -- All-American fruit desserts.,1.0,1.0,0,0,5,NONE,5,3,2,"Disc 3. Weeknight workhorses -- Thanksgiving turkey -- Easier Italian favorites -- <span style=""color: #9A14B2; font-weight: bold"">steak:[OBJECT_A]</span> frites -- Shrimp in a skillet -- Deep-dish <span style=""color: #6CB219; font-weight: bold"">pizza:[OBJECT_B]</span> -- All-American fruit desserts.",5,1.0,1.0
R2832981217,compsci,Python,Lisp,"This is also something that many other language environments do poorly; Java requires you to bundle a large (at least 8mb) runtime environment, Python and Ruby have no way of distributing code without the source, and the free Lisp environments can usually save customized images but don't attempt to strip them down in any way, leaving you with a 25Mb ""Hello World"".",1.0,1.0,0,0,5,NONE,5,3,2,"This is also something that many other language environments do poorly; Java requires you to bundle a large (at least 8mb) runtime environment, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> and Ruby have no way of distributing code without the source, and the free <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span> environments can usually save customized images but don't attempt to strip them down in any way, leaving you with a 25Mb ""Hello World"".",5,1.0,1.0
D524603073,compsci,Windows XP,Windows Vista,"CorelDRAW Graphics Suite X4 has been designed to take advantage of the latest innovations from Windows Vista, while still offering a superior experience for Windows XP users.",0.6671,1.0,0,1,4,NONE,4,3,2,"CorelDRAW Graphics Suite X4 has been designed to take advantage of the latest innovations from <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span>, while still offering a superior experience for <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> users.",5,0.80026,0.8
D464176374,jbt,ps3,ps2,"Chain of Memories was great on the GBA, but here on the ps2/ps3 its in 3D and that makes it easier and harder at the same time.",1.0,1.0,0,0,5,NONE,5,3,2,"Chain of Memories was great on the GBA, but here on the <span style=""color: #9A14B2; font-weight: bold"">ps2:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">ps3:[OBJECT_B]</span> its in 3D and that makes it easier and harder at the same time.",5,1.0,1.0
T3248461120,compsci,Python,JavaScript,"You'd be a great fit to our team if you have: - 2+ years of software engineering experience in production - Proven yourself as an A+ engineer through great work results, interesting hobby projects, open source contributions, or superior academic results - Deep experience with multiple programming languages including Python, C, Java, Ruby, JavaScript",1.0,1.0,0,0,5,NONE,5,3,2,"You'd be a great fit to our team if you have: - 2+ years of software engineering experience in production - Proven yourself as an A+ engineer through great work results, interesting hobby projects, open source contributions, or superior academic results - Deep experience with multiple programming languages including <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, C, Java, Ruby, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>",5,1.0,1.0
F756312670,jbt,football,lacrosse,"For one thing, I went to a high school with a lousy football team and a college that celebrates Homecoming during lacrosse season.",1.0,0.5016,0,1,4,NONE,4,3,2,"For one thing, I went to a high school with a lousy <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> team and a college that celebrates Homecoming during <span style=""color: #6CB219; font-weight: bold"">lacrosse:[OBJECT_B]</span> season.",5,0.80064,0.8
J1545084502,compsci,Java,Ruby,"Java, Ruby.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.",5,1.0,1.0
T3248349699,jbt,holiday,wedding,"You could use the money to go on holiday, to build an annex for visiting spouses, or to buy a decent wedding pres­ent for your gay uncles.",1.0,1.0,0,0,5,NONE,5,3,2,"You could use the money to go on <span style=""color: #9A14B2; font-weight: bold"">holiday:[OBJECT_A]</span>, to build an annex for visiting spouses, or to buy a decent <span style=""color: #6CB219; font-weight: bold"">wedding:[OBJECT_B]</span> pres­ent for your gay uncles.",5,1.0,1.0
I1273195400,brands,Toyota,Chrysler,"In my opinion Dodge and Chrysler are far better than Toyota, Honda, Chevrolet or GMC, and are far more reliable.",1.0,1.0,5,0,0,BETTER,5,3,2,"In my opinion Dodge and <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span> are far better than <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>, Honda, Chevrolet or GMC, and are far more reliable.",5,1.0,1.0
B231900127,compsci,Oracle,MySQL,"Amazon, not MySQL/Sun/Oracle.",1.0,1.0,0,0,5,NONE,5,3,2,"Amazon, not <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>/Sun/<span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>.",5,1.0,1.0
M2091025946,brands,Ferrari,Renault,Renault and Ferrari had yet to show what they've got.,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span> had yet to show what they've got.",5,1.0,1.0
G1025944078,brands,Ibuprofen,Advil,Ibuprofen (Advil) is recommended to be better for treating the sore throat and the fever.,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span> (<span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>) is recommended to be better for treating the sore throat and the fever.",5,1.0,1.0
F824602469,jbt,google,youtube,google makes youtube load faster,0.6857,1.0,0,1,4,NONE,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> makes <span style=""color: #6CB219; font-weight: bold"">youtube:[OBJECT_B]</span> load faster",5,0.81142,0.8
J1572820932,brands,Ford,Nissan,just north of Lewis Ford across from Superior Nissan.,0.6401,0.5228,0,2,3,NONE,3,3,2,"just north of Lewis <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> across from Superior <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>.",5,0.59318,0.6
I1312631192,jbt,georgia,carolina,"In the SEC east, georgia, Tennessee, Florida, South carolina, and Kentucky are solid.",1.0,1.0,0,0,5,NONE,5,3,2,"In the SEC east, <span style=""color: #9A14B2; font-weight: bold"">georgia:[OBJECT_A]</span>, Tennessee, Florida, South <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span>, and Kentucky are solid.",5,1.0,1.0
O2435030121,compsci,Python,JavaScript,The choice to promote JavaScript will not make Python any harder to use in GNOME than it is today.,0.6645,1.0,0,0,5,NONE,5,3,2,"The choice to promote <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> will not make <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> any harder to use in GNOME than it is today.",5,0.7987,1.0
M1929813766,brands,Nike,Adidas,"Or even worse the guy still in his mid-twenties, broaching such weighty subject matter as whether he should sign a sponsorship deal with Nike or Adidas.",1.0,1.0,0,0,5,NONE,5,3,2,"Or even worse the guy still in his mid-twenties, broaching such weighty subject matter as whether he should sign a sponsorship deal with <span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span>.",5,1.0,1.0
