id,a,b,raw_text,text_html,text_readable,type,marker,label_gold,label_gold_reason,_golden
O2269470919,Cadillac,Lexus,"So there are a lot of solid players in the market which Cadillac is attacking, and I haven't even mentioned Jeep, Acura, BMW, Mercedes, Lexus.","So there are a lot of solid players in the market which <span style=""color: #9A14B2; font-weight: bold"">Cadillac:[OBJECT_A]</span> is attacking, and I haven't even mentioned Jeep, Acura, BMW, Mercedes, <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span>.","So there are a lot of solid players in the market which *Cadillac* is attacking, and I haven't even mentioned Jeep, Acura, BMW, Mercedes, §Lexus$.",brands,True,,,False
Q2752831625,Toyota,Chevrolet,"The V-6 Ecoboost is not a bad engine, it will move the EMPTY lighter truck fairly well I hope(it moves small sedans better), but GM(Chevrolet & GMC), Dodge(RAM), Toyota, et al are still pushing the ""tougher, stronger and nicer"" truck concepts, so this is a gamble.","The V-6 Ecoboost is not a bad engine, it will move the EMPTY lighter truck fairly well I hope(it moves small sedans better), but GM(<span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> & GMC), Dodge(RAM), <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>, et al are still pushing the ""tougher, stronger and nicer"" truck concepts, so this is a gamble.","The V-6 Ecoboost is not a bad engine, it will move the EMPTY lighter truck fairly well I hope(it moves small sedans better), but GM(*Chevrolet* & GMC), Dodge(RAM), §Toyota$, et al are still pushing the ""tougher, stronger and nicer"" truck concepts, so this is a gamble.",brands,True,,,False
P2579997813,Audi,Lexus,"Then I installed a Kicker CompRT 8 inch sub woofer and all I can say is WOW!!!! My truck now sounds 20% better than any high end Lexus with Mark Levinson system, Audi with Bose, Range Rover with Harman Kardon, or any other ""premium"" factory stereo you can think of.","Then I installed a Kicker CompRT 8 inch sub woofer and all I can say is WOW!!!! My truck now sounds 20% better than any high end <span style=""color: #9A14B2; font-weight: bold"">Lexus:[OBJECT_A]</span> with Mark Levinson system, <span style=""color: #6CB219; font-weight: bold"">Audi:[OBJECT_B]</span> with Bose, Range Rover with Harman Kardon, or any other ""premium"" factory stereo you can think of.","Then I installed a Kicker CompRT 8 inch sub woofer and all I can say is WOW!!!! My truck now sounds 20% better than any high end *Lexus* with Mark Levinson system, §Audi$ with Bose, Range Rover with Harman Kardon, or any other ""premium"" factory stereo you can think of.",brands,True,,,False
L1766731707,Gigabyte,Asus,"My Gigabyte, Asus and AsRock boards don't have this issue.","My <span style=""color: #9A14B2; font-weight: bold"">Gigabyte:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Asus:[OBJECT_B]</span> and AsRock boards don't have this issue.","My *Gigabyte*, §Asus$ and AsRock boards don't have this issue.",brands,False,,,False
F806321986,Apple,Intel,Get a superior computing performance with the 1.6 GHz Intel Core i5 processor of the Apple MacBook Air laptop.,"Get a superior computing performance with the 1.6 GHz <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Core i5 processor of the <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> MacBook Air laptop.",Get a superior computing performance with the 1.6 GHz *Intel* Core i5 processor of the §Apple$ MacBook Air laptop.,brands,True,,,False
P2590046960,Google,Intel,"The Obama administration is teaming up with tech companies such as Google, Microsoft and Intel to roll out web-based tools for policy makers and the public to better understand likely climate change impacts in their communities.","The Obama administration is teaming up with tech companies such as <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span>, Microsoft and <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> to roll out web-based tools for policy makers and the public to better understand likely climate change impacts in their communities.","The Obama administration is teaming up with tech companies such as *Google*, Microsoft and §Intel$ to roll out web-based tools for policy makers and the public to better understand likely climate change impacts in their communities.",brands,True,,,False
A22871145,Microsoft,Apple,13/16 Linux distributions (and Apple) had a faster average load time than the Microsoft homepage.,"13/16 Linux distributions (and <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span>) had a faster average load time than the <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> homepage.",13/16 Linux distributions (and *Apple*) had a faster average load time than the §Microsoft$ homepage.,brands,True,,,False
B273405720,Apple,Amazon,"Android can offer a better product than Amazon and Apple, but at a better price.","Android can offer a better product than <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>, but at a better price.","Android can offer a better product than *Amazon* and §Apple$, but at a better price.",brands,True,,,False
J1428101866,Apple,Sony,I totally agree with your conclusion that Sony products are better off tham Apple products.,"I totally agree with your conclusion that <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> products are better off tham <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> products.",I totally agree with your conclusion that *Sony* products are better off tham §Apple$ products.,brands,True,,,False
K1664829885,Google,Intel,"Major IT vendors including Intel, Apple, Google, AT&T and IBM posted better-than-expected first-quarter earnings, while the slowing U.S. economy managed to avoid an all-out recession.","Major IT vendors including <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, Apple, <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span>, AT&T and IBM posted better-than-expected first-quarter earnings, while the slowing U.S. economy managed to avoid an all-out recession.","Major IT vendors including *Intel*, Apple, §Google$, AT&T and IBM posted better-than-expected first-quarter earnings, while the slowing U.S. economy managed to avoid an all-out recession.",brands,True,,,False
A57552543,Nissan,Renault,[ 295 ] Better place reached agreements with Renault-Nissan and the Israeli government to begin the first phases of the company's efforts to deploy the world's first integrated electric car network.,"[ 295 ] Better place reached agreements with <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> and the Israeli government to begin the first phases of the company's efforts to deploy the world's first integrated electric car network.",[ 295 ] Better place reached agreements with *Renault*-§Nissan$ and the Israeli government to begin the first phases of the company's efforts to deploy the world's first integrated electric car network.,brands,True,,,False
H1186410688,Gigabyte,Asus,I love Asus and Gigabyte.,"I love <span style=""color: #9A14B2; font-weight: bold"">Asus:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Gigabyte:[OBJECT_B]</span>.",I love *Asus* and §Gigabyte$.,brands,False,,,False
O2336617536,Toyota,Honda,Take Honda and Toyota.,"Take <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.",Take *Honda* and §Toyota$.,brands,False,,,False
N2125709781,IBM,Intel,"Sadly, at that time AMD wasn't 100% compatible to Intel; but still way better than that IBM/Cyrix shit.","Sadly, at that time AMD wasn't 100% compatible to <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>; but still way better than that <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>/Cyrix shit.","Sadly, at that time AMD wasn't 100% compatible to *Intel*; but still way better than that §IBM$/Cyrix shit.",brands,True,,,False
F790882384,Cadillac,Lexus,"Fun to drive is what Cadillac and Lexus now (incredibly) ""get"" much better than BMW based on recent evidence.","Fun to drive is what <span style=""color: #9A14B2; font-weight: bold"">Cadillac:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span> now (incredibly) ""get"" much better than BMW based on recent evidence.","Fun to drive is what *Cadillac* and §Lexus$ now (incredibly) ""get"" much better than BMW based on recent evidence.",brands,True,,,False
D426042321,Google,IBM,"but with vr/ar you could also have interaction with virtual individual/avatars....a better 2nd place of IBM or other social interaction...gaming, sexual , or other.....you'd need your smartphone in the Google vr cardboard or newer device form factor, dual screen support, arbitrary object and framework, granular archiving, ability to change that part of the screen which changes( like with motion vector estimation) but would also entail , hopefully, 744 in how you build apps/web pages/ and cooperation of autodesk/msft project spark?","but with vr/ar you could also have interaction with virtual individual/avatars....a better 2nd place of <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> or other social interaction...gaming, sexual , or other.....you'd need your smartphone in the <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> vr cardboard or newer device form factor, dual screen support, arbitrary object and framework, granular archiving, ability to change that part of the screen which changes( like with motion vector estimation) but would also entail , hopefully, 744 in how you build apps/web pages/ and cooperation of autodesk/msft project spark?","but with vr/ar you could also have interaction with virtual individual/avatars....a better 2nd place of *IBM* or other social interaction...gaming, sexual , or other.....you'd need your smartphone in the §Google$ vr cardboard or newer device form factor, dual screen support, arbitrary object and framework, granular archiving, ability to change that part of the screen which changes( like with motion vector estimation) but would also entail , hopefully, 744 in how you build apps/web pages/ and cooperation of autodesk/msft project spark?",brands,True,,,False
R2938103410,Toyota,Honda,Toyota and Honda outsell Ford,"<span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> outsell Ford",*Toyota* and §Honda$ outsell Ford,brands,False,,,False
P2582454157,Nokia,Samsung,"The Nokia 3310 is in some ways better than the Samsung Galaxy S4, here's why","The <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> 3310 is in some ways better than the <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> Galaxy S4, here's why","The *Nokia* 3310 is in some ways better than the §Samsung$ Galaxy S4, here's why",brands,True,,,False
P2544609374,Cadillac,Lexus,"The Lexus IS as well as the Cadillac CTS (even though its domestic) and Acura TSX are much better buys than the Zephyr, oops I meant MKZ or whatever Lincoln calls it now.","The <span style=""color: #9A14B2; font-weight: bold"">Lexus:[OBJECT_A]</span> IS as well as the <span style=""color: #6CB219; font-weight: bold"">Cadillac:[OBJECT_B]</span> CTS (even though its domestic) and Acura TSX are much better buys than the Zephyr, oops I meant MKZ or whatever Lincoln calls it now.","The *Lexus* IS as well as the §Cadillac$ CTS (even though its domestic) and Acura TSX are much better buys than the Zephyr, oops I meant MKZ or whatever Lincoln calls it now.",brands,True,,,False
N2145279992,Toyota,Honda,Seat Belt Recalls: Honda & Toyota,"Seat Belt Recalls: <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> & <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>",Seat Belt Recalls: *Honda* & §Toyota$,brands,False,,,False
I1357372218,Apple,Google,Is this better news for Google or Apple?,"Is this better news for <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>?",Is this better news for *Google* or §Apple$?,brands,True,,,False
Q2686389069,Audi,Mercedes-Benz,"The same holds true for the LS 460 and LS 460 L, which are expected to fare slightly better in projected resale value than key competitors, such as standard or long-wheelbase versions of the Audi A8 , BMW 7 Series , Jaguar XJ Series and remain on par with the Mercedes-Benz S-Class .","The same holds true for the LS 460 and LS 460 L, which are expected to fare slightly better in projected resale value than key competitors, such as standard or long-wheelbase versions of the <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span> A8 , BMW 7 Series , Jaguar XJ Series and remain on par with the <span style=""color: #6CB219; font-weight: bold"">Mercedes-Benz:[OBJECT_B]</span> S-Class .","The same holds true for the LS 460 and LS 460 L, which are expected to fare slightly better in projected resale value than key competitors, such as standard or long-wheelbase versions of the *Audi* A8 , BMW 7 Series , Jaguar XJ Series and remain on par with the §Mercedes-Benz$ S-Class .",brands,True,,,False
