id,a,b,raw_text,text_html,text_readable,type,marker,label_gold,label_gold_reason,_golden
L1857347252,CUDA,OpenCL,"nVidia had Tesla  architecture, but they lack the will to make an OpenCL implementation that runs better than CUDA.","nVidia had Tesla  architecture, but they lack the will to make an <span style=""color: #9A14B2; font-weight: bold"">OpenCL:[OBJECT_A]</span> implementation that runs better than <span style=""color: #6CB219; font-weight: bold"">CUDA:[OBJECT_B]</span>.","nVidia had Tesla  architecture, but they lack the will to make an *OpenCL* implementation that runs better than §CUDA$.",compsci,True,,,False
D459191273,Java,Smalltalk,C/C++/Java/Perl/Python/Smalltalk/PHP/ASP/XML/Linux (User+Admin),"C/C++/<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>/Perl/Python/<span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span>/PHP/ASP/XML/Linux (User+Admin)",C/C++/*Java*/Perl/Python/§Smalltalk$/PHP/ASP/XML/Linux (User+Admin),compsci,False,,,False
J1494969295,Eclipse,NetBeans,i used both the Eclipse and NetBeans.,"i used both the <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",i used both the *Eclipse* and §NetBeans$.,compsci,False,,,False
J1545084530,Java,Ruby,"Java, Ruby, python","<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, python","*Java*, §Ruby$, python",compsci,False,,,False
M2023103609,MySQL,PostgreSQL,PostgreSQL has better clustering support than MySQL so easier to support larger environments.,"<span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> has better clustering support than <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> so easier to support larger environments.",*PostgreSQL* has better clustering support than §MySQL$ so easier to support larger environments.,compsci,True,,,False
M1926920049,Oracle,MySQL,Oracle/MySQL,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>",*Oracle*/§MySQL$,compsci,False,,,False
I1263629787,Python,Perl,"In general, interpreters ( e.g. , Python, Perl, R, MATLAB) are considered slower than compiled source code ( e.g. , C, FORTRAN).","In general, interpreters ( e.g. , <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>, R, MATLAB) are considered slower than compiled source code ( e.g. , C, FORTRAN).","In general, interpreters ( e.g. , *Python*, §Perl$, R, MATLAB) are considered slower than compiled source code ( e.g. , C, FORTRAN).",compsci,True,,,False
H1125281525,Eclipse,NetBeans,If you use NetBeans instead of Eclipse.,"If you use <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> instead of <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>.",If you use *NetBeans* instead of §Eclipse$.,compsci,False,,,False
M1928022070,Python,Bash,"Or better yet, switch languages to something like Ruby or Python, as this is more complex than I like to do in Bash.","Or better yet, switch languages to something like Ruby or <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, as this is more complex than I like to do in <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span>.","Or better yet, switch languages to something like Ruby or *Python*, as this is more complex than I like to do in §Bash$.",compsci,True,,,False
A151219649,USB,Ethernet,"Advantages: decent mac interface build-your-own-screen-layout works without much config hassle with USB enttec, DMXKing, etc interfaces (but not enttec Ethernet interfaces ) rock-solid midi input, super-quick configuration there darn good tap-tempo generally simple & intuitive","Advantages: decent mac interface build-your-own-screen-layout works without much config hassle with <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> enttec, DMXKing, etc interfaces (but not enttec <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> interfaces ) rock-solid midi input, super-quick configuration there darn good tap-tempo generally simple & intuitive","Advantages: decent mac interface build-your-own-screen-layout works without much config hassle with *USB* enttec, DMXKing, etc interfaces (but not enttec §Ethernet$ interfaces ) rock-solid midi input, super-quick configuration there darn good tap-tempo generally simple & intuitive",compsci,True,,,False
P2519721686,PHP,Perl,"The ideal candidate has solid experience with OO Perl (PHP, Ruby or others l...","The ideal candidate has solid experience with OO <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> (<span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>, Ruby or others l...","The ideal candidate has solid experience with OO *Perl* (§PHP$, Ruby or others l...",compsci,True,,,False
F740192941,OpenGL,Direct3D,"For desktops, notebooks, and tablets, Haswell brings slightly improved computing performance and the option of significantly better video along with hardware support for Direct3D 11.1 and OpenGL 4.0.","For desktops, notebooks, and tablets, Haswell brings slightly improved computing performance and the option of significantly better video along with hardware support for <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> 11.1 and <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span> 4.0.","For desktops, notebooks, and tablets, Haswell brings slightly improved computing performance and the option of significantly better video along with hardware support for *Direct3D* 11.1 and §OpenGL$ 4.0.",compsci,True,,,False
T3184472891,Windows 7,Windows 8,"Windows 8 is much faster then Windows 7, i have experienced.","<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> is much faster then <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span>, i have experienced.","*Windows 8* is much faster then §Windows 7$, i have experienced.",compsci,True,,,False
E683215965,Ruby,PHP,"Examples from other languages: PHP (""easy deployment"") or Ruby/Rails (""gimme a decent website quickly"").","Examples from other languages: <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> (""easy deployment"") or <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>/Rails (""gimme a decent website quickly"").","Examples from other languages: *PHP* (""easy deployment"") or §Ruby$/Rails (""gimme a decent website quickly"").",compsci,True,,,False
B318686695,Java,Objective-C,"Anyway, Objective-C is easier once you know it, and the freedom from Java packages is a blessing I cannot over-emphasize.","Anyway, <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> is easier once you know it, and the freedom from <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> packages is a blessing I cannot over-emphasize.","Anyway, *Objective-C* is easier once you know it, and the freedom from §Java$ packages is a blessing I cannot over-emphasize.",compsci,True,,,False
N2158576484,Java,Groovy,"Senior Java Developer... Solid working experience with back-end technologysuch as Grails/Groovy, Spring/Spring Boot, Spock (including Mockito/JUnit) andMySQL (or equivalent).","Senior <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> Developer... Solid working experience with back-end technologysuch as Grails/<span style=""color: #6CB219; font-weight: bold"">Groovy:[OBJECT_B]</span>, Spring/Spring Boot, Spock (including Mockito/JUnit) andMySQL (or equivalent).","Senior *Java* Developer... Solid working experience with back-end technologysuch as Grails/§Groovy$, Spring/Spring Boot, Spock (including Mockito/JUnit) andMySQL (or equivalent).",compsci,True,,,False
I1406315862,Java,Scala,It is flaw to take this to mean object creation is faster in Scala than Java (or environment X).,"It is flaw to take this to mean object creation is faster in <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> (or environment X).",It is flaw to take this to mean object creation is faster in *Scala* than §Java$ (or environment X).,compsci,True,,,False
B246537071,Ethernet,Bluetooth,"And arguably the Archos has plenty better features such as the integrated 3G stick compartment, full sized and Micro-USB Host connectors, Kick-stand which is a lot more practical than having to buy a $150 keyboard dock, any $5 USB or Bluetooth keyboard works fine, any NTFS/FAT32/ETX3 hard drives work fine, even USB to Ethernet adaptors (for smooth 1080p mkv streaming) work fine.","And arguably the Archos has plenty better features such as the integrated 3G stick compartment, full sized and Micro-USB Host connectors, Kick-stand which is a lot more practical than having to buy a $150 keyboard dock, any $5 USB or <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> keyboard works fine, any NTFS/FAT32/ETX3 hard drives work fine, even USB to <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> adaptors (for smooth 1080p mkv streaming) work fine.","And arguably the Archos has plenty better features such as the integrated 3G stick compartment, full sized and Micro-USB Host connectors, Kick-stand which is a lot more practical than having to buy a $150 keyboard dock, any $5 USB or *Bluetooth* keyboard works fine, any NTFS/FAT32/ETX3 hard drives work fine, even USB to §Ethernet$ adaptors (for smooth 1080p mkv streaming) work fine.",compsci,True,,,False
N2253944402,Python,PHP,"Some people think better in Python than in PHP, and God help anyone who thinks in LISP...","Some people think better in <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> than in <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>, and God help anyone who thinks in LISP...","Some people think better in *Python* than in §PHP$, and God help anyone who thinks in LISP...",compsci,True,,,False
P2560834743,Windows XP,Windows 98,"The minimum system requirements for the software are: Microsoft Windows 98, 2000, Windows XP, Windows 2003 or Vista operating system; 500MHz or faster CPU; at least 512 MB of RAM; 16MB Video Card (800x600 or higher resolution, 16-bit color); at least 950 MB free space on the hard drive; Microsoft Internet Explorer 6.0 or newer.","The minimum system requirements for the software are: Microsoft <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>, 2000, <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>, Windows 2003 or Vista operating system; 500MHz or faster CPU; at least 512 MB of RAM; 16MB Video Card (800x600 or higher resolution, 16-bit color); at least 950 MB free space on the hard drive; Microsoft Internet Explorer 6.0 or newer.","The minimum system requirements for the software are: Microsoft *Windows 98*, 2000, §Windows XP$, Windows 2003 or Vista operating system; 500MHz or faster CPU; at least 512 MB of RAM; 16MB Video Card (800x600 or higher resolution, 16-bit color); at least 950 MB free space on the hard drive; Microsoft Internet Explorer 6.0 or newer.",compsci,True,,,False
F835982033,Java,Groovy,"Groovy - I love it's implicit goal of making life easier for the developer and it's interop with Java combined with features like it's XML processing, make it a great instant productivity tool.","<span style=color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span> - I love it's implicit goal of making life easier for the developer and it's interop with <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> combined with features like it's XML processing, make it a great instant productivity tool.","*Groovy* - I love it's implicit goal of making life easier for the developer and it's interop with §Java$ combined with features like it's XML processing, make it a great instant productivity tool.",compsci,True,,,False
H1119081708,Python,PHP,"If you plan on making something with millions of users, PHP is faster than Python or Ruby.","If you plan on making something with millions of users, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is faster than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> or Ruby.","If you plan on making something with millions of users, *PHP* is faster than §Python$ or Ruby.",compsci,True,,,False
