,caption,gold,id,idr,most_frequent_percentage,object_a,object_b,origin,paths,pred_if,pred_lex,predicted,repeated,s_len,sentence,sentencer
1408,middle_paths_unrestricted_16,ARG,12.0,S3090990775,1.0,MySQL,PostgreSQL,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ trail/NOUN/conj/V Y/PROPN/conj/<']]",,,NONE,True,144,"I think Subversion will remain in use for the same reason MySQL remains in use, even though it is drastically inferior to PostgreSQL -- inertia.","We've got 2 fairly decent restaurants in the area, plus there's"", 'hunting, fishing, snowmobile trails, and skiing nearby."
1409,middle_paths_unrestricted_16,NONE,1006.0,E656964702,1.0,halloween,thanksgiving,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ ford/PROPN/conj/V Y/PROPN/conj/<']]",,,ARG,True,103,"halloween is a short 12 days away, so there is no better time to start planning your thanksgiving meal.","epic fail, Mitt!) - spending (WSJ says Obama has the slower rate of', 'growth in spending than Eisenhower, nixon, Ford, reagan, Bush the 1st', 'and Bush the Lessor.)"
1410,middle_paths_unrestricted_16,NONE,338.0,K1630595994,1.0,NetBeans,Eclipse,lex (unique),[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],,,ARG,True,24,NetBeans is not Eclipse.,"Like michigan, pennsylvania is within a point of moving into the safer', 'Obama lean category."
1411,middle_paths_unrestricted_16,NONE,2297.0,L1858700103,1.0,rubber,concrete,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ do/VERB/advcl/V Y/PROPN/pobj/<']]",,,ARG,False,62,The rubber feet once adjusted are solid on the concrete floor.,"Obama did better in North carolina than Hillary had done in', 'pennsylvania and Indiana was considered too close to call until well', 'past midnight."
1414,middle_paths_unrestricted_16,ARG,511.0,N2253585678,1.0,princeton,harvard,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<']]",,,NONE,True,109,princeton has almost invariably played her best game against harvard--usually better than when opposing Yale.,"Some people find it easier to learn Python than Lisp, and some', ""instructors don't want to spend the time to introduce a new language"", 'to students (admittedly, this is partly the fault of the authors of', 'AIMA for producing a 1000 page book)."
1415,middle_paths_unrestricted_16,ARG,1801.0,I1406315862,1.0,BMW,Toyota,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<']]",,,NONE,True,48,Buying a BMW of course it is better than Toyota.,"It is flaw to take this to mean object creation is faster in Scala', 'than Java (or environment X)."
1416,middle_paths_unrestricted_16,ARG,1307.0,T3203049748,1.0,Samsung,Toshiba,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ remote/ADJ/nmod/V Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/dobj/<']]",,,NONE,False,176,The previously installed 1TB 5400rpm-only 8MB cache Samsung was somewhat faster speed wise by the numbers overall than the stock Toshiba/Apple 750 GB 5400rpm drive it replaced.,"With the wii remote (and later the shameless copy, the playstation', 'Move), faster precision was never this simple!"
1418,middle_paths_unrestricted_16,NONE,302.0,H1142294928,1.0,ds,ps3,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ simple/ADJ/acomp/< as/ADP/prep/<', 'hit/VERB/pcomp/< button/NOUN/dobj/< hard/ADJ/amod/< than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ simple/ADJ/acomp/< as/ADP/prep/<', 'hit/VERB/pcomp/< button/NOUN/dobj/< hard/ADJ/amod/< than/ADP/prep/<', 'an/DET/det/V Y/PROPN/pobj/<']]",,,ARG,False,120,"I played ds on the ps3 and NG+ was a bit easier due to my knowledge, but the final boss was much harder the second time.","I have a google Play account - buying an app is as simple as hitting', 'the ""buy"" button...no harder than an itunes account."
1421,middle_paths_unrestricted_16,NONE,69.0,N2130818340,0.6,beer,tea,lex (unique),[['X/PROPN/compound/> fascinate/PROPN/ROOT/^ vs/ADP/prep/< Y/PROPN/pobj/<']],,,ARG,True,51,"A solid beer, no doubt, but just not my cup of tea.",Samsung Fascinate vs Motorola DROID X
1422,middle_paths_unrestricted_16,NONE,507.0,R2839423297,1.0,CUDA,OpenCL,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",,,ARG,True,80,Holy crap IE was technically superior than Mozilla/Firefox as CUDA is to OpenCL?,"This is just like ""which is better, Ruby or PHP?"" or jazz vs. pop."
1424,middle_paths_unrestricted_16,NONE,1253.0,Q2722215832,1.0,Apple,Google,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ virginia/PROPN/appos/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ north/PROPN/compound/V Y/PROPN/conj/<']]",,,ARG,True,34,"Good for Apple, better for Google?","The states of michigan, Virginia, North carolina, Connecticut and', 'Massachusetts all have seen solid increases in participation in this', 'first week of the census."
1426,middle_paths_unrestricted_16,ARG,1459.0,N2125709781,1.0,Ruby,Python,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ good/ADJ/conj/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ that/DET/det/V Y/PROPN/pobj/<']]",,,NONE,True,57,This makes Ruby almost as slow as Python was made faster.,"Sadly, at that time AMD wasn't 100% compatible to Intel; but still way"", 'better than that IBM/Cyrix shit."
1427,middle_paths_unrestricted_16,ARG,812.0,D518771739,0.6,Sigma,Nikon,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ wood/NOUN/appos/V Y/PROPN/conj/<']]",,,NONE,False,93,"Sigma makes some decent lenses, but Nikon knows their own exposure system better than anyone.","Container requirements for transportation in the cargo compartment: -', 'Construction materials: Fiberglass, rigid plastic, metal, solid wood', 'or plywood."
1428,middle_paths_unrestricted_16,NONE,893.0,H1215868282,1.0,AWK,Perl,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",,,ARG,True,256,"For example: If AWK has a find_the_first_word_after_this_string(""Insert string here"") command, or If Perl has a grab_text_between_these_two_strings(""string1"", ""string2"") command, then it is quite easy to decent which language is best suited for which task.","I'm so glad people here have finally remembered that fox isn't"", 'actually better than espn!"
1429,middle_paths_unrestricted_16,NONE,2279.0,C368089076,1.0,JavaScript,Ruby,lex (unique),[['NOPATH']],,,ARG,False,269,"CoffeeScript Basics in 25 Minutes - Charles Max Wood has put together a solid 25 minute introductory screencast for CoffeeScript, an increasingly popular language that compiles into JavaScript (and which will be a dependency of the next major version of Ruby on Rails.)",A Smalltalk/Java Hybrid
1430,middle_paths_unrestricted_16,NONE,922.0,I1383614005,1.0,Intel,Sony,lex (unique),"[['X/VERB/ROOT/^ Y/PROPN/pobj/<'], ['X/VERB/ROOT/^ new/ADJ/amod/V Y/PROPN/pobj/<'], ['X/VERB/ROOT/^ do/VERB/ccomp/V Y/PROPN/pobj/<']]",,,ARG,True,269,"60% Mesh Discovery 16-RV review Source: Techradar While the Discovery 16-RV may be lacking the power of the Intel Core laptops and the portability of the Sony VAIO VPC-Y21S1E/SI, the solid build, excellent usability and impressive range of features belie the low price.","I think BMW new what they was doing off loading them on Ford and they', 'have sold to tata im thinking they wll be even worse in ten years from', 'now"
1431,middle_paths_unrestricted_16,ARG,293.0,P2506538877,1.0,Perl,Python,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",,,NONE,False,89,"(ie: the slower, general-purpose Perl engine, versus the faster Python DFA-based engine).","The Google, Apple and Amazon ecosystems are creating walls as they', 'create better integrated services across their lines."
1432,middle_paths_unrestricted_16,ARG,723.0,L1843148344,1.0,Toshiba,Samsung,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ able/ADJ/acomp/< compete/VERB/xcomp/<', 'with/ADP/prep/< hp/PROPN/pobj/< lenovo/PROPN/conj/< Y/PROPN/conj/<']]",,,NONE,False,170,"The player is working just as well as my older Toshiba 1080p upconverting DVD player/recorder and I think the quality is actually better on my Samsung 61"" DLP 1080p HDTV.","Now, Dell will be able to better compete with HP, Lenovo, IBM and', 'Cisco,"" said Patrick Moorhead, an analyst with Moor Insights &', 'Strategy."
1434,middle_paths_unrestricted_16,NONE,1693.0,M1924386697,1.0,USB,Bluetooth,lex (unique),[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],,,ARG,True,91,"I hope it will support new standards such as USB 3.0, Bluetooth 3.0, and better processors.","Open Source also has a very solid building blocks (PHP, Perl, apache."
1435,middle_paths_unrestricted_16,NONE,1360.0,M2054186286,1.0,JavaScript,Python,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ easy/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",,,ARG,True,119,"Now that I'm done picking on JavaScript, I'll point out that the situations in both Python and Ruby aren't much better.",Python is easier to program in than Java.
1438,middle_paths_unrestricted_16,NONE,2052.0,L1785436877,0.8,Sony,Apple,lex (unique),"[['X/PROPN/compound/> have/VERB/ROOT/^ over/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> have/VERB/ROOT/^ over/ADP/prep/<', 'cast/NOUN/compound/V Y/PROPN/pobj/<']]",,,ARG,False,135,"So if Sony can offer a usable 650$ Laptop with a decent screen how about Apple providing a 1000$ 15"" Macbook that you can actually use?","Natural stone pool coping has a superior advantage over pre-cast', 'concrete and tile."
1439,middle_paths_unrestricted_16,NONE,1598.0,H1134854891,1.0,football,volleyball,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ hard/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",,,ARG,False,157,I'm sure the same people who think UH won't have trouble filling an independent football schedule must think that Wahine volleyball will have an easier time.,I guess wood is harder than plastic.
1440,middle_paths_unrestricted_16,NONE,1877.0,G966116799,0.4,iOS,Apple TV,lex (unique),"[['X/PROPN/compound/> port/NOUN/dep/> port/NOUN/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/compound/> port/NOUN/dep/> port/NOUN/ROOT/^ more/ADJ/amod/V', 'Y/PROPN/dobj/<']]",,,ARG,False,84,It is fantastic but I'm not seeing how iOS on the Apple TV would make it any better.,"How about they put the Ethernet port back on the notebook, they', 'include more USB ports and a solid optical drive."
1444,middle_paths_unrestricted_16,NONE,422.0,K1725049259,1.0,beer,milk,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ jquery/PROPN/conj/V Y/PROPN/conj/<']]",,,ARG,False,79,And what better to wash down that chocolate donut beer than with a little milk?,"Moderate experience in: \xa0Agile, AJAX, Assembly, Bash, Batch, CGI, CMS,', 'C++, Django, Feature Toggle, Git, JavaScript, jQuery, Kanban,', 'Metaprogramming, OpenSSL, REST, Ruby on Rails, RSS, Satchmo, SEO,', 'SOLID, TDD, Unix Shell Scripting"
1445,middle_paths_unrestricted_16,NONE,803.0,F768972131,1.0,Ethernet,USB,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< easy/ADJ/conj/<', 'than/ADP/prep/< Y/PROPN/pobj/<']]",,,ARG,False,85,"They added Ethernet, a better looking earbud and mic, and a 2nd variety of USB cable.","For years, the common industry perception has been that MySQL is', 'faster and easier to use than PostgreSQL."
1446,middle_paths_unrestricted_16,NONE,1409.0,R2938785117,1.0,Windows 8,Windows XP,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",,,ARG,False,115,"Windows 8 is a Metro shell on an otherwise Windows XP frame (Vista and 7 only candy-coated it, poorly I might add).","Track is more of an individual sport and I'd feel so much worse if I"", 'had to miss a basketball or softball game for a track meet."
1448,middle_paths_unrestricted_16,ARG,1563.0,H1203579210,1.0,Direct3D,OpenGL,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ heavy/ADJ/acomp/< on/ADP/prep/<', 'parenthesis/NOUN/pobj/< Y/PROPN/appos/<']]",,,NONE,False,189,"Amusingly enough, it was released several months after John Carmack and the rest of the gaming industry started bitching Microsoft out for pushing Direct3D over the clearly superior OpenGL.","IMHO Lisp is way too heavy on the parenthesis, a Java program is', 'easier to read."
1455,middle_paths_unrestricted_16,ARG,726.0,A144062346,1.0,Perl,Python,lex (unique),[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],,,NONE,True,85,"That's true for Perl too I guess, but I like Python better order of magnitudes myself","Additionally, the Samsung MZ-7PC128B solid state drive is compatible', 'with Windows XP, Windows Vista..."
1456,middle_paths_unrestricted_16,NONE,949.0,K1620269419,1.0,MSI,Nvidia,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",,,ARG,True,233,The MSI GeForce 8800 GTS 512MB is one of the better mid-high performance cards available for its price and fills the gap between the current generation of high-end cards and the eagerly awaited series that's soon to come from Nvidia.,Let's compare Windows 7 or Windows 8 to that and see who's faster.
1458,middle_paths_unrestricted_16,ARG,2261.0,N2262482990,1.0,Windows XP,Windows 8,lex (unique),"[['X/PROPN/nsubj/> hope/VERB/ROOT/^ pray/VERB/conj/< Y/PROPN/ccomp/<'], ['X/PROPN/nsubj/> hope/VERB/ROOT/^ pray/VERB/conj/< that/ADP/mark/V', 'Y/PROPN/ccomp/<']]",,,NONE,False,217,"It's far easier to exploit flaws in Windows XP than in newer editions, such as Windows 7 and Windows 8, noted Moore, because of the additional security measures that Microsoft's baked into the newer operating systems.",Sony better hope and pray that Microsoft follows suit on the Xbox720.
1459,middle_paths_unrestricted_16,NONE,41.0,N2254921186,1.0,Java,Objective-C,lex (unique),"[['X/ADJ/amod/> be/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<'], ['X/ADJ/amod/> be/VERB/ROOT/^ than/ADP/prep/< their/ADJ/poss/V', 'Y/PROPN/pobj/<']]",,,ARG,False,142,Mobile developers were finding Symbian C++ much harder to learn and develop for that Google's Java-based SDK or Apple's Objective-C based SDK.,"Some Scala standard library classes are slower than their Java', 'counterparts e.g."
1461,middle_paths_unrestricted_16,ARG,234.0,S3087380573,1.0,wii,ps3,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ be/VERB/conj/V Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ our/ADJ/poss/V Y/PROPN/dobj/<']]",,,NONE,True,97,"Remember, you're the one that said the wii was the better Mercedez and the ps3 was the worse KIA.","We tested PostgreSQL, and it was acutually faster, and easier to', 'maintain then our Oracle database."
1463,middle_paths_unrestricted_16,ARG,200.0,B326370094,0.8,Toyota,Chrysler,lex (unique),"[['X/PROPN/nsubj/> plan/VERB/ROOT/^ upgrade/VERB/xcomp/< with/ADP/prep/<', 'processor/NOUN/pobj/< from/ADP/prep/< Y/PROPN/pobj/<']]",,,NONE,True,281,"11/2/07) this year on Nov. 1, the good news for new CEO Robert Nardelli and his two vice-chairmen-incumbent Tom LaSorda and former Toyota Motor (TM) North America boss James Press-is that they have the autonomy to make decisions much faster than Chrysler could under Daimler (DAI).","Apple is reportedly planning to upgrade its current lineup of MacBook', 'Air laptops on Tuesday with faster processors from Intel."
1464,middle_paths_unrestricted_16,NONE,1257.0,J1494969295,1.0,Kingston,Google,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",,,ARG,False,31,Kingston 3D map in Google Earth,i used both the Eclipse and NetBeans.
1465,middle_paths_unrestricted_16,NONE,381.0,H1172635608,1.0,Bluetooth,Ethernet,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ hard/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",,,ARG,True,299,Little USB light USB Bluetooth adapter iSight Kensington mouse Mouse pad w/ wrist padding Coolpad to put my powerbook on so that it can breath a little better A couple powerbook batteries All the wires needed to mirror on a TV Ethernet wire AC adapter phone cord Digital voice recorder iPod w/ iTrip,"I know I'm coming late to the party, but tennis is (in my mind)"", 'indisputably harder than baseball."
1467,middle_paths_unrestricted_16,NONE,256.0,B326048983,1.0,Eclipse,NetBeans,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",,,ARG,True,46,"I recommend Eclipse, but others like NetBeans.",Apple and Sony are no better corporations.
1476,middle_paths_unrestricted_16,ARG,1176.0,G1032889652,0.8,Lisp,Python,lex (unique),"[[""X/PROPN/compound/> fourth/ADV/ROOT/^ 're/VERB/appos/<"", 'better/ADV/acomp/< than/ADP/prep/< Y/PROPN/pobj/<']]",,,NONE,True,243,"After some basic performances checking as seen in my Common Lisp Sudoku Solver project where I did get up to ten times faster code when compared to Python, it felt like the amazing set of features of the language could be put to good use here.","I can understand some voters putting oregon fourth, based on their', ""dominance -- they're 11 points a game better than georgia against a"", 'tougher schedule."
