id,sentence,most_frequent_label,most_frequent_percentage,path
G1041651472,"IDE's: NetBeans, Eclipse, Sun Studio Creator",NONE,1.0,X/PROPN/conj/> ide/PROPN/ROOT/^ objectb/PROPN/conj/< Y/PROPN/conj/<
G1041651472,"IDE's: NetBeans, Eclipse, Sun Studio Creator",NONE,1.0,X/PROPN/conj/> creator/PROPN/appos/V ide/PROPN/ROOT/^ objectb/PROPN/conj/< Y/PROPN/conj/<
P2579909657,"Then I had a Samsung, which was pretty decent, but not as good as the Nokia.",WORSE,0.8,X/PROPN/dobj/> have/VERB/ROOT/^ good/ADJ/conj/< as/ADP/prep/< Y/PROPN/pobj/<
P2579909657,"Then I had a Samsung, which was pretty decent, but not as good as the Nokia.",WORSE,0.8,X/PROPN/dobj/> be/VERB/relcl/V have/VERB/ROOT/^ good/ADJ/conj/< as/ADP/prep/< Y/PROPN/pobj/<
P2579909657,"Then I had a Samsung, which was pretty decent, but not as good as the Nokia.",WORSE,0.8,X/PROPN/dobj/> have/VERB/ROOT/^ good/ADJ/conj/< as/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
L1813289431,Nokia Asha vs Samsung Rex: What's better?,NONE,1.0,X/PROPN/compound/> asha/PROPN/ROOT/^ vs/ADP/prep/< rex/PROPN/pobj/< Y/PROPN/compound/<
E688382839,Experts from Ford Chrysler GM.,NONE,1.0,X/PROPN/compound/> gm/PROPN/ROOT/^ Y/PROPN/compound/<
G988583627,"How much better did Ford and GM get once Toyota became a viable competitor-ergo, a real threat?",NONE,0.8,X/PROPN/nsubj/> get/VERB/ROOT/^ become/VERB/ccomp/< Y/PROPN/nsubj/<
G988583627,"How much better did Ford and GM get once Toyota became a viable competitor-ergo, a real threat?",NONE,0.8,X/PROPN/nsubj/> and/CCONJ/cc/V get/VERB/ROOT/^ become/VERB/ccomp/< Y/PROPN/nsubj/<
G988583627,"How much better did Ford and GM get once Toyota became a viable competitor-ergo, a real threat?",NONE,0.8,X/PROPN/nsubj/> gm/PROPN/conj/V get/VERB/ROOT/^ become/VERB/ccomp/< Y/PROPN/nsubj/<
A151621104,Advil Aleve Bayer Aspirin Ecotrin Excedrin Motrin,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
A151621104,Advil Aleve Bayer Aspirin Ecotrin Excedrin Motrin,NONE,1.0,X/PROPN/compound/> aspirin/PROPN/compound/V Y/PROPN/ROOT/^
A151621104,Advil Aleve Bayer Aspirin Ecotrin Excedrin Motrin,NONE,1.0,X/PROPN/compound/> ecotrin/PROPN/compound/V Y/PROPN/ROOT/^
A151621104,Advil Aleve Bayer Aspirin Ecotrin Excedrin Motrin,NONE,1.0,X/PROPN/compound/> excedrin/PROPN/compound/V Y/PROPN/ROOT/^
I1404072421,"It is BMW, not Ferrari.",NONE,0.8,X/PROPN/attr/> be/VERB/ROOT/^ objectb/PROPN/attr/< Y/PROPN/appos/<
I1404072421,"It is BMW, not Ferrari.",NONE,0.8,X/PROPN/attr/> not/ADV/neg/V be/VERB/ROOT/^ objectb/PROPN/attr/< Y/PROPN/appos/<
K1745010205,"Motrin®, Advil®, Aleve®), and painkillers.",NONE,1.0,X/PROPN/compound/> ®/PROPN/ROOT/^ ®/PROPN/appos/< Y/PROPN/compound/<
N2130818340,Samsung Fascinate vs Motorola DROID X,NONE,0.6,X/PROPN/compound/> fascinate/PROPN/ROOT/^ vs/ADP/prep/< Y/PROPN/pobj/<
E563972966,"Dell ""considered"" AMD publicly a few times, just to get a better deal with Intel.",NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
E563972966,"Dell ""considered"" AMD publicly a few times, just to get a better deal with Intel.",NONE,0.8,X/PROPN/ROOT/^ consider/VERB/acl/V Y/PROPN/pobj/<
E722958970,"First, Motorola, then HTC and Samsung.",BETTER,0.6,X/PROPN/ROOT/^ Y/PROPN/conj/<
E722958970,"First, Motorola, then HTC and Samsung.",BETTER,0.6,first/ADV/advmod/V X/PROPN/ROOT/^ Y/PROPN/conj/<
E722958970,"First, Motorola, then HTC and Samsung.",BETTER,0.6,X/PROPN/ROOT/^ htc/PROPN/conj/V Y/PROPN/conj/<
N2262482990,Sony better hope and pray that Microsoft follows suit on the Xbox720.,NONE,0.4,X/VERB/nsubj/> hope/VERB/ROOT/^ pray/VERB/conj/< follow/VERB/ccomp/< Y/PROPN/nsubj/<
T3283936171,"Zain Kuwait has deployed Nokia Siemens Networks' Customer Experience Management (CEM), to introduce a superior service experience for its mobile broadband customers.",NONE,1.0,X/PROPN/compound/> networks/PROPN/ROOT/^ Y/PROPN/compound/<
L1813285197,Nokia and Motorola.,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
L1813285197,Nokia and Motorola.,NONE,1.0,X/PROPN/ROOT/^ and/CCONJ/cc/V Y/PROPN/conj/<
A92781498,"5. Support Nokia, Motorola, Sony Ericsson and other mobile phones.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
A92781498,"5. Support Nokia, Motorola, Sony Ericsson and other mobile phones.",NONE,1.0,support/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/conj/<
A92781498,"5. Support Nokia, Motorola, Sony Ericsson and other mobile phones.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< ericsson/PROPN/conj/V
S3002299466,Video: BMW M6 vs Ferrari 575 vs Audi RS6,NONE,1.0,X/PROPN/compound/> m6/PROPN/ROOT/^ vs/ADP/prep/< Y/PROPN/pobj/<
S3002299466,Video: BMW M6 vs Ferrari 575 vs Audi RS6,NONE,1.0,X/PROPN/compound/> m6/PROPN/ROOT/^ vs/ADP/prep/< Y/PROPN/pobj/< 575/NUM/nummod/V
N2130942000,Samsung said it will ship a 2.5-inch 128 solid state drive in Q2 while Toshiba has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.,NONE,1.0,X/PROPN/nsubj/> say/VERB/ROOT/^ ship/VERB/ccomp/< announce/VERB/advcl/< Y/PROPN/nsubj/<
L1804968540,Nike didn't look to the designs of Adidas to make a better sneaker.,WORSE,0.4,X/PROPN/nsubj/> look/VERB/ROOT/^ to/ADP/prep/< design/NOUN/pobj/< of/ADP/prep/< Y/PROPN/pobj/<
I1346801935,Is Google GDrive any better than Microsoft SkyDrive?,NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ better/ADV/acomp/< than/ADP/prep/< skydrive/PROPN/pobj/< Y/PROPN/compound/<
G1025947068,"Ibuprofen- Motrin, Advil, Nuprin",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
G1025947068,"Ibuprofen- Motrin, Advil, Nuprin",NONE,1.0,ibuprofen-/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/conj/<
G1025947068,"Ibuprofen- Motrin, Advil, Nuprin",NONE,1.0,X/PROPN/ROOT/^ nuprin/PROPN/appos/V Y/PROPN/conj/<
M1937862976,Other Apple LG Motorola SonyEricsson Samsung Nokia,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
M1937862976,Other Apple LG Motorola SonyEricsson Samsung Nokia,NONE,1.0,X/PROPN/compound/> sonyericsson/PROPN/compound/V Y/PROPN/ROOT/^
M1937862976,Other Apple LG Motorola SonyEricsson Samsung Nokia,NONE,1.0,X/PROPN/compound/> samsung/PROPN/compound/V Y/PROPN/ROOT/^
S3029475135,"We are pleased that the fourth quarter of 2012 was a solid quarter where we exceeded expectations and delivered underlying profitability in Devices and Services and record underlying profitability in Nokia Siemens Networks,"" chief executive Stephen Elop said in a statement.",NONE,1.0,X/PROPN/compound/> networks/PROPN/ROOT/^ Y/PROPN/compound/<
B326201305,Apple had better watch out for Google.,BETTER,0.4,X/PROPN/nsubj/> watch/VERB/ROOT/^ for/ADP/dative/< Y/PROPN/pobj/<
L1857343650,"NVIDIA GeForce GTX 550 Ti Roundup: Asus, EVGA, Gigabyte & MSI",NONE,1.0,X/PROPN/appos/> roundup/PROPN/ROOT/^ objectb/PROPN/appos/< evga/PROPN/conj/< Y/PROPN/conj/<
L1857343650,"NVIDIA GeForce GTX 550 Ti Roundup: Asus, EVGA, Gigabyte & MSI",NONE,1.0,X/PROPN/appos/> roundup/PROPN/ROOT/^ objectb/PROPN/appos/< evga/PROPN/conj/< Y/PROPN/conj/< msi/PROPN/conj/V
K1713539387,"Microsoft, and distract the DOJ from worse dangers such as Intel.",BETTER,0.6,X/PROPN/ROOT/^ Y/PROPN/pobj/<
K1713539387,"Microsoft, and distract the DOJ from worse dangers such as Intel.",BETTER,0.6,X/PROPN/ROOT/^ and/CCONJ/cc/V Y/PROPN/pobj/<
K1713539387,"Microsoft, and distract the DOJ from worse dangers such as Intel.",BETTER,0.6,X/PROPN/ROOT/^ distract/VERB/conj/V Y/PROPN/pobj/<
L1805190071,"Nikon D800E + Zeiss ZF.2 100mm ƒ/2 Makro-Planar or the Leica 100mm ƒ/2.8 APO-Macro-Elmarit-R (the Zeiss has a flatter field, so it might be a better choice).",NONE,1.0,X/PROPN/amod/> d800e/PROPN/ROOT/^ planar/PROPN/appos/< mm/NOUN/conj/< Y/PROPN/nmod/<
J1540409956,"Jaguar (12), Ferrari (5), MG (3), BMW (3), Bristol (2)",NONE,1.0,X/PROPN/conj/> jaguar/PROPN/ROOT/^ objecta/PROPN/conj/< mg/PROPN/conj/< Y/PROPN/conj/<
J1540409956,"Jaguar (12), Ferrari (5), MG (3), BMW (3), Bristol (2)",NONE,1.0,X/PROPN/conj/> jaguar/PROPN/ROOT/^ objecta/PROPN/conj/< mg/PROPN/conj/< Y/PROPN/conj/< bristol/PROPN/conj/V
G1025944137,"... ibuprofen (Advil, Motrin, others), plus naproxen (Aleve).",NONE,1.0,X/PROPN/appos/> ibuprofen/PROPN/ROOT/^ objecta/PROPN/appos/< Y/PROPN/conj/<
G1025944137,"... ibuprofen (Advil, Motrin, others), plus naproxen (Aleve).",NONE,1.0,X/PROPN/appos/> ibuprofen/PROPN/ROOT/^ objecta/PROPN/appos/< Y/PROPN/conj/< other/NOUN/conj/V
K1585084216,Kevin Eagleburger/Superior Buick Cadillac and DeWayne Black/Hendrick Motorsports 37:52,NONE,0.8333333333333334,X/PROPN/compound/> Y/PROPN/ROOT/^
K1585084216,Kevin Eagleburger/Superior Buick Cadillac and DeWayne Black/Hendrick Motorsports 37:52,NONE,0.8333333333333334,X/PROPN/compound/> superior/PROPN/compound/V Y/PROPN/ROOT/^
K1585084216,Kevin Eagleburger/Superior Buick Cadillac and DeWayne Black/Hendrick Motorsports 37:52,NONE,0.8333333333333334,X/PROPN/compound/> Y/PROPN/ROOT/^ and/CCONJ/cc/V
K1585084216,Kevin Eagleburger/Superior Buick Cadillac and DeWayne Black/Hendrick Motorsports 37:52,NONE,0.8333333333333334,X/PROPN/compound/> Y/PROPN/ROOT/^ hendrick/PROPN/conj/V
T3268130115,You're confusing Samsung and Motorola.,NONE,1.0,X/PROPN/dobj/> confuse/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
T3268130115,You're confusing Samsung and Motorola.,NONE,1.0,X/PROPN/dobj/> and/CCONJ/cc/V confuse/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
F824319697,"Google defaults to suggesting a route from Kingston to Cobourg farther inland through Napanee and Belleville, but I opted for the Waterfront Trail/Loyalist Parkway to Adolphustown, across the Glenora ferry, and through Prince Edward County.",NONE,1.0,X/NOUN/nsubj/> default/NOUN/ROOT/^ suggest/VERB/advcl/< route/NOUN/dobj/< from/ADP/prep/< Y/PROPN/pobj/<
O2342331431,"Tax Honda,Nissan, Toyota.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
O2342331431,"Tax Honda,Nissan, Toyota.",NONE,1.0,tax/NOUN/compound/V X/PROPN/ROOT/^ Y/PROPN/appos/<
O2342331431,"Tax Honda,Nissan, Toyota.",NONE,1.0,X/PROPN/ROOT/^ nissan/PROPN/conj/V Y/PROPN/appos/<
D504985234,"Common Brands: Advil, Motrin",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
E697374083,faster Samsung SSDs in some units and significantly slower Toshiba SSDs in others).,BETTER,0.6,X/PROPN/compound/> ssd/NOUN/ROOT/^ ssd/NOUN/conj/< Y/PROPN/compound/<
C384502470,"Asus or Gigabyte 1366, X58 compatible motherboard.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
C384502470,"Asus or Gigabyte 1366, X58 compatible motherboard.",NONE,1.0,X/PROPN/ROOT/^ or/CCONJ/cc/V Y/PROPN/conj/<
C384502470,"Asus or Gigabyte 1366, X58 compatible motherboard.",NONE,1.0,X/PROPN/ROOT/^ motherboard/NOUN/appos/V Y/PROPN/conj/<
C384502470,"Asus or Gigabyte 1366, X58 compatible motherboard.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< 1366/NUM/nummod/V
K1744943605,Motorola tries to differentiate from Nokia!,NONE,1.0,X/PROPN/nsubj/> try/VERB/ROOT/^ differentiate/VERB/xcomp/< from/ADP/prep/< Y/PROPN/pobj/<
G959052175,Honda purchased rights from Nissan.,NONE,0.8,X/PROPN/nsubj/> purchase/VERB/ROOT/^ right/NOUN/dobj/< from/ADP/prep/< Y/PROPN/pobj/<
G958989891,"Honda , 13.7%; and Nissan , 11.9%.",NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/conj/<
G958989891,"Honda , 13.7%; and Nissan , 11.9%.",NONE,0.8,X/PROPN/ROOT/^ and/CCONJ/cc/V Y/PROPN/conj/<
F889756923,"HELLO KIA...GOODBYE Honda, TOYOTA & Nissan",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
F889756923,"HELLO KIA...GOODBYE Honda, TOYOTA & Nissan",NONE,1.0,goodbye/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/conj/<
F889756923,"HELLO KIA...GOODBYE Honda, TOYOTA & Nissan",NONE,1.0,X/PROPN/ROOT/^ toyota/PROPN/conj/V Y/PROPN/conj/<
K1625150494,"LG, Samsung, Motorola, etc.) do.",NONE,1.0,X/PROPN/conj/> lg/PROPN/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/<
K1625150494,"LG, Samsung, Motorola, etc.) do.",NONE,1.0,X/PROPN/conj/> lg/PROPN/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/< etc/X/conj/V
I1278265793,"In other news, Apple is upgrading its current lineup of MacBook Air laptops with faster processors from Intel.",BETTER,0.8,X/PROPN/nsubj/> upgrade/VERB/ROOT/^ with/ADP/prep/< processor/NOUN/pobj/< from/ADP/prep/< Y/PROPN/pobj/<
C384100440,"As unlikely as it sounds, Amazon is pushing far harder than Microsoft or Apple to get its technology into the hands of other companies.",BETTER,0.6666666666666666,X/PROPN/nsubj/> push/VERB/ROOT/^ harder/ADV/advmod/< than/ADP/prep/< microsoft/PROPN/pobj/< Y/PROPN/conj/<
G935199426,"Hewlett-Packard regained the lead in worldwide PC shipments in the fourth quarter of 2003, but Dell managed to hold onto its lead for the full year, as the PC industry recorded one of its better years in recent memory, according to preliminary figures from IDC and Gartner.",WORSE,0.6,X/PROPN/nsubj/> regain/VERB/ROOT/^ manage/VERB/conj/< Y/PROPN/nsubj/<
D488851592,Clearly Leica are better at using that space than Nikon.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ at/ADP/prep/< use/VERB/pcomp/< than/ADP/prep/< Y/PROPN/pobj/<
G1024663378,IBM will ALWAYS be a better chipmaker than Intel.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ chipmaker/NOUN/attr/< than/ADP/prep/< Y/PROPN/pobj/<
N2262584159,"Sony is finally moving away from propriety standards, with Apple it would end up being worse than ever before.",NONE,1.0,X/PROPN/nsubj/> move/VERB/ROOT/^ with/ADP/prep/< Y/PROPN/pobj/<
N2262702061,"Sony, though having slower updates, does manage to optimize the OS much better than Google, yielding better results.",BETTER,1.0,X/PROPN/nsubj/> manage/VERB/ROOT/^ optimize/VERB/xcomp/< good/ADJ/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
L1805844629,"Nintendo, Microsoft, Sony from best to worse in that exact order.",BETTER,0.8,X/PROPN/conj/> nintendo/PROPN/ROOT/^ Y/PROPN/appos/<
Q2712059259,"The Sigma has slightly better image sharpness than the Nikon, as well as better vignetting control.",BETTER,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ sharpness/NOUN/dobj/< than/ADP/prep/< Y/PROPN/pobj/<
Q2712059259,"The Sigma has slightly better image sharpness than the Nikon, as well as better vignetting control.",BETTER,1.0,the/DET/det/V X/PROPN/nsubj/> have/VERB/ROOT/^ sharpness/NOUN/dobj/< than/ADP/prep/< Y/PROPN/pobj/<
Q2712059259,"The Sigma has slightly better image sharpness than the Nikon, as well as better vignetting control.",BETTER,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ sharpness/NOUN/dobj/< than/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
G1034275107,"I chose a BMW over a Ford Mondeo because it's better put together, more powerful, more comfortable and is more attractive (to me), for the same price (second hand, at the time).",BETTER,0.8,X/PROPN/dobj/> choose/VERB/ROOT/^ over/ADP/prep/< mondeo/PROPN/pobj/< Y/PROPN/compound/<
F824336823,Google does maps better then Yahoo and Mapquest and Apple.,BETTER,1.0,X/PROPN/nsubj/> map/NOUN/ROOT/^ yahoo/PROPN/dobj/< mapquest/PROPN/conj/< Y/PROPN/conj/<
H1229744925,"In addition, Google is in a better position than Amazon to reach the high-quality/low price sweet spot.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ in/ADP/prep/< position/NOUN/pobj/< reach/VERB/advcl/< Y/PROPN/nsubj/<
D540985727,"Currently, Samsung is better than Nokia in almost all terms - manufacturing, logistics, marketing, etc, etc, etc.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
T3227133911,"Yes, Raaj, Apple does pricing and licensing better than Microsoft.",BETTER,1.0,X/PROPN/nsubj/> pricing/NOUN/ROOT/^ licensing/NOUN/conj/< better/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
B326332270,Apple is a much better company than Google though.,BETTER,0.8333333333333334,X/PROPN/nsubj/> be/VERB/ROOT/^ company/NOUN/attr/< than/ADP/prep/< Y/PROPN/pobj/<
B231892910,Amazon literally bulldozed upcoming competitors like Microsoft and Google by using its far superior product offerings and extensive networks.,BETTER,0.6,X/PROPN/nsubj/> bulldoze/VERB/ROOT/^ competitor/NOUN/dobj/< like/ADP/prep/< microsoft/PROPN/pobj/< Y/PROPN/conj/<
O2416991142,The biggest offenders are Motorola and Samsung.,NONE,1.0,X/PROPN/attr/> be/VERB/ROOT/^ objectb/PROPN/attr/< Y/PROPN/conj/<
O2416991142,The biggest offenders are Motorola and Samsung.,NONE,1.0,X/PROPN/attr/> and/CCONJ/cc/V be/VERB/ROOT/^ objectb/PROPN/attr/< Y/PROPN/conj/<
G935184092,Hewlett-Packard -0.02% ( 9.19 )         INTL BUS MACHINE -0.02% ( 124.07 )         Intel CORP 0% (28.81),WORSE,0.5,X/PROPN/nmod/> corp/PROPN/ROOT/^ Y/PROPN/nmod/<
R2938143597,"Toyota is better than BMW at...providing reliable, economical auto transport.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
S2997563230,"Verano has autodimming on convenience group......ATS would cost over $4k for the luxury group upgrade....very strange choices for luxury.............but, still nicer than the import choices.....I can see another Cadillac in my driveway or even the Buick...regardless of that mirror everyone wants",NONE,1.0,X/PROPN/dobj/> see/VERB/ROOT/^ objecta/PROPN/dobj/< in/ADP/prep/< driveway/NOUN/pobj/< Y/PROPN/conj/<
H1173845736,"I know other diesels (Honda Accord, BMW 3-series, VW Passat TDI PS that my mates drive) achieve lower consumption providing equivalent (or better) performance.",NONE,1.0,X/PROPN/compound/> accord/PROPN/ROOT/^ Y/PROPN/conj/<
A40577793,1 M.Schumacher Ferrari 1'11.708 - - 2 Ralf SchumacherWilliams/BMW 1'11.986,NONE,0.8,X/PROPN/nmod/> Y/PROPN/ROOT/^
A40577793,1 M.Schumacher Ferrari 1'11.708 - - 2 Ralf SchumacherWilliams/BMW 1'11.986,NONE,0.8,X/PROPN/nmod/> 1'11.708/NUM/nummod/V Y/PROPN/ROOT/^
A40577793,1 M.Schumacher Ferrari 1'11.708 - - 2 Ralf SchumacherWilliams/BMW 1'11.986,NONE,0.8,X/PROPN/nmod/> ralf/PROPN/nmod/V Y/PROPN/ROOT/^
A40577793,1 M.Schumacher Ferrari 1'11.708 - - 2 Ralf SchumacherWilliams/BMW 1'11.986,NONE,0.8,X/PROPN/nmod/> schumacherwilliams/PROPN/nmod/V Y/PROPN/ROOT/^
F747271912,"For Foolish value seekers, is Nike or Adidas a better play for the long term?",NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
F747271912,"For Foolish value seekers, is Nike or Adidas a better play for the long term?",NONE,1.0,X/PROPN/nsubj/> or/CCONJ/cc/V be/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
A791710,0.0099 0.0080 0.0060 0.0040 0.0030 0.0020 0.0018 0.0012 0.0000 Amazon Google HP Microsoft Rackspace Note: Shorter bars are better.,NONE,1.0,X/PROPN/compound/> note/PROPN/ROOT/^ Y/PROPN/compound/<
P2574424734,"The new Ford will be faster, cheaper, more practical and have much better traction while being build in Germany, just like BMW.",NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ have/VERB/conj/< like/ADP/prep/< Y/PROPN/pobj/<
P2574424734,"The new Ford will be faster, cheaper, more practical and have much better traction while being build in Germany, just like BMW.",NONE,1.0,the/DET/det/V X/PROPN/nsubj/> be/VERB/ROOT/^ have/VERB/conj/< like/ADP/prep/< Y/PROPN/pobj/<
P2574424734,"The new Ford will be faster, cheaper, more practical and have much better traction while being build in Germany, just like BMW.",NONE,1.0,new/ADJ/amod/V X/PROPN/nsubj/> be/VERB/ROOT/^ have/VERB/conj/< like/ADP/prep/< Y/PROPN/pobj/<
L1775395531,My recollection has been that Nokia did pretty well and Samsung quite poorly.,BETTER,1.0,X/PROPN/nsubj/> do/VERB/ROOT/^ Y/PROPN/conj/<
D427873064,Buy Honda or Toyota.,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D427873064,Buy Honda or Toyota.,NONE,1.0,buy/VERB/compound/V X/PROPN/ROOT/^ Y/PROPN/conj/<
D427873064,Buy Honda or Toyota.,NONE,1.0,X/PROPN/ROOT/^ or/CCONJ/cc/V Y/PROPN/conj/<
L1803809450,Nick Heidfeld Germany BMW Sauber-Ferrari 1m 19.899s 17.,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
L1803809450,Nick Heidfeld Germany BMW Sauber-Ferrari 1m 19.899s 17.,NONE,1.0,X/PROPN/compound/> sauber/PROPN/compound/V Y/PROPN/ROOT/^
F824601019,Google Makes it Easier to Dump Microsoft Office #io14,BETTER,0.8,X/PROPN/nsubj/> make/VERB/ROOT/^ easy/ADJ/ccomp/< dump/PROPN/advcl/< office/PROPN/dative/< Y/PROPN/compound/<
N2245723247,"Some Auto Dealers in San Mateo County CA Are Much Better Than Others The Prime Buyer's Report lists these automobile dealerships in San Mateo County: Autobahn Motors, Putnam Chevrolet Cadillac Inc, Serramonte Ford Used Cars, Toyota 101, Putnam Lexus, Boardwalk Auto Center, Peter Pan Motors Inc, Grace Honda, BMW Specialist.",NONE,1.0,X/PROPN/compound/> inc/PROPN/ROOT/^ Y/PROPN/conj/<
N2245723247,"Some Auto Dealers in San Mateo County CA Are Much Better Than Others The Prime Buyer's Report lists these automobile dealerships in San Mateo County: Autobahn Motors, Putnam Chevrolet Cadillac Inc, Serramonte Ford Used Cars, Toyota 101, Putnam Lexus, Boardwalk Auto Center, Peter Pan Motors Inc, Grace Honda, BMW Specialist.",NONE,1.0,X/PROPN/compound/> inc/PROPN/ROOT/^ putnam/PROPN/compound/V Y/PROPN/conj/<
N2245723247,"Some Auto Dealers in San Mateo County CA Are Much Better Than Others The Prime Buyer's Report lists these automobile dealerships in San Mateo County: Autobahn Motors, Putnam Chevrolet Cadillac Inc, Serramonte Ford Used Cars, Toyota 101, Putnam Lexus, Boardwalk Auto Center, Peter Pan Motors Inc, Grace Honda, BMW Specialist.",NONE,1.0,X/PROPN/compound/> inc/PROPN/ROOT/^ Y/PROPN/conj/< center/PROPN/conj/V
B297763396,An example would be Ford makes better pick up trucks and Toyota makes better sedans.,NONE,1.0,X/PROPN/nsubj/> make/VERB/ROOT/^ pick/VERB/xcomp/< truck/NOUN/dobj/< Y/PROPN/conj/<
E683623792,"EXAMPLES Toyota Prius, Honda Insight",NONE,1.0,X/PROPN/compound/> prius/PROPN/ROOT/^ insight/PROPN/appos/< Y/PROPN/compound/<
